chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	5608	44.33	55.67
NC_047151.1.10107	NC_047151.1	10107	F	4409	69.52	30.48
NC_047151.1.10114	NC_047151.1	10114	F	4098	72.94	27.06
NC_047151.1.10195	NC_047151.1	10195	F	727	47.18	52.82
NC_047151.1.10251	NC_047151.1	10251	F	364	67.31	32.69
NC_047151.1.1026	NC_047151.1	1026	F	210	42.86	57.14
NC_047151.1.10304	NC_047151.1	10304	F	402	80.10	19.90
NC_047151.1.10419	NC_047151.1	10419	F	687	37.70	62.30
NC_047151.1.10443	NC_047151.1	10443	F	621	66.02	33.98
NC_047151.1.10450	NC_047151.1	10450	F	614	71.50	28.50
NC_047151.1.1050	NC_047151.1	1050	F	211	65.88	34.12
NC_047151.1.10531	NC_047151.1	10531	F	181	58.56	41.44
NC_047151.1.10550	NC_047151.1	10550	F	73	35.62	64.38
NC_047151.1.1057	NC_047151.1	1057	F	209	74.16	25.84
NC_047151.1.10585	NC_047151.1	10585	F	244	64.34	35.66
NC_047151.1.10638	NC_047151.1	10638	F	592	81.59	18.41
NC_047151.1.10753	NC_047151.1	10753	F	647	29.83	70.17
NC_047151.1.10762	NC_047151.1	10762	F	549	38.07	61.93
NC_047151.1.10784	NC_047151.1	10784	F	470	63.19	36.81
NC_047151.1.10865	NC_047151.1	10865	F	218	58.72	41.28
NC_047151.1.10920	NC_047151.1	10920	F	155	70.97	29.03
NC_047151.1.10974	NC_047151.1	10974	F	97	80.41	19.59
NC_047151.1.11089	NC_047151.1	11089	F	278	50.36	49.64
NC_047151.1.11098	NC_047151.1	11098	F	255	54.90	45.10
NC_047151.1.11120	NC_047151.1	11120	F	400	67.00	33.00
NC_047151.1.11201	NC_047151.1	11201	F	676	66.86	33.14
NC_047151.1.11256	NC_047151.1	11256	F	790	69.37	30.63
NC_047151.1.11309	NC_047151.1	11309	F	754	82.89	17.11
NC_047151.1.1138	NC_047151.1	1138	F	260	56.92	43.08
NC_047151.1.11406	NC_047151.1	11406	F	830	54.22	45.78
NC_047151.1.11424	NC_047151.1	11424	F	899	34.37	65.63
NC_047151.1.11441	NC_047151.1	11441	F	900	61.56	38.44
NC_047151.1.11448	NC_047151.1	11448	F	971	62.62	37.38
NC_047151.1.11455	NC_047151.1	11455	F	976	67.52	32.48
NC_047151.1.11536	NC_047151.1	11536	F	1020	52.25	47.75
NC_047151.1.11556	NC_047151.1	11556	F	912	27.52	72.48
NC_047151.1.11591	NC_047151.1	11591	F	748	69.39	30.61
NC_047151.1.11629	NC_047151.1	11629	F	562	63.35	36.65
NC_047151.1.11644	NC_047151.1	11644	F	460	78.91	21.09
NC_047151.1.11760	NC_047151.1	11760	F	297	33.33	66.67
NC_047151.1.11769	NC_047151.1	11769	F	289	35.99	64.01
NC_047151.1.11791	NC_047151.1	11791	F	274	60.58	39.42
NC_047151.1.11872	NC_047151.1	11872	F	88	47.73	52.27
NC_047151.1.11927	NC_047151.1	11927	F	30	80.00	20.00
NC_047151.1.1194	NC_047151.1	1194	F	232	74.14	25.86
NC_047151.1.11980	NC_047151.1	11980	F	39	89.74	10.26
NC_047151.1.12095	NC_047151.1	12095	F	185	49.19	50.81
NC_047151.1.12104	NC_047151.1	12104	F	223	54.71	45.29
NC_047151.1.12126	NC_047151.1	12126	F	255	76.86	23.14
NC_047151.1.12207	NC_047151.1	12207	F	298	53.69	46.31
NC_047151.1.12262	NC_047151.1	12262	F	177	67.23	32.77
NC_047151.1.12300	NC_047151.1	12300	F	134	78.36	21.64
NC_047151.1.12315	NC_047151.1	12315	F	84	75.00	25.00
NC_047151.1.12430	NC_047151.1	12430	F	67	47.76	52.24
NC_047151.1.12454	NC_047151.1	12454	F	66	54.55	45.45
NC_047151.1.12461	NC_047151.1	12461	F	75	66.67	33.33
NC_047151.1.1247	NC_047151.1	1247	F	190	78.95	21.05
NC_047151.1.12542	NC_047151.1	12542	F	21	52.38	47.62
NC_047151.1.12985	NC_047151.1	12985	F	25	88.00	12.00
NC_047151.1.13101	NC_047151.1	13101	F	27	33.33	66.67
NC_047151.1.13110	NC_047151.1	13110	F	25	32.00	68.00
NC_047151.1.13132	NC_047151.1	13132	F	22	40.91	59.09
NC_047151.1.132	NC_047151.1	132	F	460	53.48	46.52
NC_047151.1.13603	NC_047151.1	13603	F	22	90.91	9.09
NC_047151.1.1363	NC_047151.1	1363	F	94	39.36	60.64
NC_047151.1.13656	NC_047151.1	13656	F	74	93.24	6.76
NC_047151.1.13771	NC_047151.1	13771	F	143	33.57	66.43
NC_047151.1.13780	NC_047151.1	13780	F	127	40.16	59.84
NC_047151.1.13802	NC_047151.1	13802	F	130	65.38	34.62
NC_047151.1.1387	NC_047151.1	1387	F	89	60.67	39.33
NC_047151.1.13883	NC_047151.1	13883	F	172	59.88	40.12
NC_047151.1.13938	NC_047151.1	13938	F	160	71.88	28.12
NC_047151.1.1394	NC_047151.1	1394	F	88	79.55	20.45
NC_047151.1.13991	NC_047151.1	13991	F	72	72.22	27.78
NC_047151.1.14106	NC_047151.1	14106	F	92	48.91	51.09
NC_047151.1.14130	NC_047151.1	14130	F	123	56.10	43.90
NC_047151.1.14137	NC_047151.1	14137	F	129	68.99	31.01
NC_047151.1.14218	NC_047151.1	14218	F	93	47.31	52.69
NC_047151.1.14441	NC_047151.1	14441	F	23	39.13	60.87
NC_047151.1.14465	NC_047151.1	14465	F	29	62.07	37.93
NC_047151.1.14472	NC_047151.1	14472	F	29	72.41	27.59
NC_047151.1.14553	NC_047151.1	14553	F	29	65.52	34.48
NC_047151.1.14608	NC_047151.1	14608	F	37	64.86	35.14
NC_047151.1.14661	NC_047151.1	14661	F	49	79.59	20.41
NC_047151.1.1475	NC_047151.1	1475	F	76	60.53	39.47
NC_047151.1.14776	NC_047151.1	14776	F	54	31.48	68.52
NC_047151.1.14800	NC_047151.1	14800	F	52	63.46	36.54
NC_047151.1.14807	NC_047151.1	14807	F	53	71.70	28.30
NC_047151.1.14888	NC_047151.1	14888	F	28	42.86	57.14
NC_047151.1.15111	NC_047151.1	15111	F	27	25.93	74.07
NC_047151.1.15135	NC_047151.1	15135	F	24	50.00	50.00
NC_047151.1.15142	NC_047151.1	15142	F	26	61.54	38.46
NC_047151.1.15223	NC_047151.1	15223	F	22	36.36	63.64
NC_047151.1.15278	NC_047151.1	15278	F	50	72.00	28.00
NC_047151.1.1530	NC_047151.1	1530	F	64	67.19	32.81
NC_047151.1.15331	NC_047151.1	15331	F	137	81.75	18.25
NC_047151.1.15446	NC_047151.1	15446	F	381	41.47	58.53
NC_047151.1.15470	NC_047151.1	15470	F	402	66.92	33.08
NC_047151.1.15477	NC_047151.1	15477	F	410	73.17	26.83
NC_047151.1.15558	NC_047151.1	15558	F	241	51.87	48.13
NC_047151.1.15613	NC_047151.1	15613	F	115	66.09	33.91
NC_047151.1.15651	NC_047151.1	15651	F	27	66.67	33.33
NC_047151.1.15666	NC_047151.1	15666	F	21	71.43	28.57
NC_047151.1.1568	NC_047151.1	1568	F	51	60.78	39.22
NC_047151.1.15781	NC_047151.1	15781	F	81	37.04	62.96
NC_047151.1.15805	NC_047151.1	15805	F	109	57.80	42.20
NC_047151.1.15812	NC_047151.1	15812	F	114	71.05	28.95
NC_047151.1.1583	NC_047151.1	1583	F	53	81.13	18.87
NC_047151.1.15893	NC_047151.1	15893	F	132	49.24	50.76
NC_047151.1.15913	NC_047151.1	15913	F	159	27.04	72.96
NC_047151.1.15948	NC_047151.1	15948	F	159	65.41	34.59
NC_047151.1.15986	NC_047151.1	15986	F	151	70.86	29.14
NC_047151.1.16001	NC_047151.1	16001	F	139	81.29	18.71
NC_047151.1.16115	NC_047151.1	16115	F	42	30.95	69.05
NC_047151.1.16139	NC_047151.1	16139	F	27	48.15	51.85
NC_047151.1.16146	NC_047151.1	16146	F	27	66.67	33.33
NC_047151.1.1698	NC_047151.1	1698	F	63	36.51	63.49
NC_047151.1.1722	NC_047151.1	1722	F	51	66.67	33.33
NC_047151.1.1729	NC_047151.1	1729	F	49	65.31	34.69
