chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	5678	30.91	69.09
NC_047151.1.10107	NC_047151.1	10107	F	4441	60.89	39.11
NC_047151.1.10114	NC_047151.1	10114	F	4188	66.19	33.81
NC_047151.1.10195	NC_047151.1	10195	F	737	40.57	59.43
NC_047151.1.10251	NC_047151.1	10251	F	397	57.93	42.07
NC_047151.1.1026	NC_047151.1	1026	F	254	30.31	69.69
NC_047151.1.10304	NC_047151.1	10304	F	437	79.41	20.59
NC_047151.1.10419	NC_047151.1	10419	F	750	28.00	72.00
NC_047151.1.10443	NC_047151.1	10443	F	695	56.40	43.60
NC_047151.1.10450	NC_047151.1	10450	F	680	65.29	34.71
NC_047151.1.1050	NC_047151.1	1050	F	267	57.30	42.70
NC_047151.1.10531	NC_047151.1	10531	F	211	44.08	55.92
NC_047151.1.10550	NC_047151.1	10550	F	80	28.75	71.25
NC_047151.1.1057	NC_047151.1	1057	F	281	69.04	30.96
NC_047151.1.10585	NC_047151.1	10585	F	259	66.80	33.20
NC_047151.1.10638	NC_047151.1	10638	F	633	78.67	21.33
NC_047151.1.10753	NC_047151.1	10753	F	723	21.58	78.42
NC_047151.1.10762	NC_047151.1	10762	F	623	30.82	69.18
NC_047151.1.10784	NC_047151.1	10784	F	491	53.97	46.03
NC_047151.1.10865	NC_047151.1	10865	F	224	52.68	47.32
NC_047151.1.10920	NC_047151.1	10920	F	157	66.24	33.76
NC_047151.1.10974	NC_047151.1	10974	F	98	83.67	16.33
NC_047151.1.11089	NC_047151.1	11089	F	258	33.72	66.28
NC_047151.1.11098	NC_047151.1	11098	F	230	44.35	55.65
NC_047151.1.11120	NC_047151.1	11120	F	339	63.42	36.58
NC_047151.1.11201	NC_047151.1	11201	F	746	58.85	41.15
NC_047151.1.11256	NC_047151.1	11256	F	881	63.68	36.32
NC_047151.1.11309	NC_047151.1	11309	F	821	81.97	18.03
NC_047151.1.1138	NC_047151.1	1138	F	386	43.01	56.99
NC_047151.1.11406	NC_047151.1	11406	F	972	42.08	57.92
NC_047151.1.11424	NC_047151.1	11424	F	1078	23.47	76.53
NC_047151.1.11441	NC_047151.1	11441	F	1042	49.23	50.77
NC_047151.1.11448	NC_047151.1	11448	F	1126	46.54	53.46
NC_047151.1.11455	NC_047151.1	11455	F	1118	53.04	46.96
NC_047151.1.11536	NC_047151.1	11536	F	1075	41.21	58.79
NC_047151.1.11556	NC_047151.1	11556	F	987	22.39	77.61
NC_047151.1.11591	NC_047151.1	11591	F	800	62.38	37.62
NC_047151.1.11629	NC_047151.1	11629	F	609	60.92	39.08
NC_047151.1.11644	NC_047151.1	11644	F	488	77.25	22.75
NC_047151.1.11760	NC_047151.1	11760	F	391	21.23	78.77
NC_047151.1.11769	NC_047151.1	11769	F	361	24.38	75.62
NC_047151.1.11791	NC_047151.1	11791	F	333	48.35	51.65
NC_047151.1.11872	NC_047151.1	11872	F	96	48.96	51.04
NC_047151.1.11927	NC_047151.1	11927	F	52	69.23	30.77
NC_047151.1.1194	NC_047151.1	1194	F	351	55.84	44.16
NC_047151.1.11980	NC_047151.1	11980	F	54	88.89	11.11
NC_047151.1.12095	NC_047151.1	12095	F	174	35.63	64.37
NC_047151.1.12104	NC_047151.1	12104	F	203	42.86	57.14
NC_047151.1.12126	NC_047151.1	12126	F	227	58.15	41.85
NC_047151.1.12207	NC_047151.1	12207	F	264	41.29	58.71
NC_047151.1.12262	NC_047151.1	12262	F	147	61.90	38.10
NC_047151.1.12300	NC_047151.1	12300	F	113	67.26	32.74
NC_047151.1.12315	NC_047151.1	12315	F	65	81.54	18.46
NC_047151.1.12430	NC_047151.1	12430	F	54	25.93	74.07
NC_047151.1.12454	NC_047151.1	12454	F	62	41.94	58.06
NC_047151.1.12461	NC_047151.1	12461	F	59	55.93	44.07
NC_047151.1.1247	NC_047151.1	1247	F	255	65.49	34.51
NC_047151.1.12542	NC_047151.1	12542	F	31	64.52	35.48
NC_047151.1.12650	NC_047151.1	12650	F	40	95.00	5.00
NC_047151.1.12932	NC_047151.1	12932	F	36	69.44	30.56
NC_047151.1.12985	NC_047151.1	12985	F	40	47.50	52.50
NC_047151.1.132	NC_047151.1	132	F	548	40.69	59.31
NC_047151.1.13603	NC_047151.1	13603	F	21	80.95	19.05
NC_047151.1.1363	NC_047151.1	1363	F	122	19.67	80.33
NC_047151.1.13656	NC_047151.1	13656	F	84	92.86	7.14
NC_047151.1.13771	NC_047151.1	13771	F	162	20.37	79.63
NC_047151.1.13780	NC_047151.1	13780	F	137	28.47	71.53
NC_047151.1.13802	NC_047151.1	13802	F	120	50.00	50.00
NC_047151.1.1387	NC_047151.1	1387	F	118	55.93	44.07
NC_047151.1.13883	NC_047151.1	13883	F	160	47.50	52.50
NC_047151.1.13938	NC_047151.1	13938	F	147	62.59	37.41
NC_047151.1.1394	NC_047151.1	1394	F	120	60.83	39.17
NC_047151.1.13991	NC_047151.1	13991	F	57	63.16	36.84
NC_047151.1.14106	NC_047151.1	14106	F	108	23.15	76.85
NC_047151.1.14130	NC_047151.1	14130	F	131	56.49	43.51
NC_047151.1.14137	NC_047151.1	14137	F	129	69.77	30.23
NC_047151.1.14218	NC_047151.1	14218	F	100	45.00	55.00
NC_047151.1.14441	NC_047151.1	14441	F	37	32.43	67.57
NC_047151.1.14465	NC_047151.1	14465	F	38	65.79	34.21
NC_047151.1.14472	NC_047151.1	14472	F	38	63.16	36.84
NC_047151.1.14553	NC_047151.1	14553	F	29	44.83	55.17
NC_047151.1.14608	NC_047151.1	14608	F	51	58.82	41.18
NC_047151.1.14661	NC_047151.1	14661	F	66	80.30	19.70
NC_047151.1.1475	NC_047151.1	1475	F	94	47.87	52.13
NC_047151.1.14776	NC_047151.1	14776	F	75	20.00	80.00
NC_047151.1.14800	NC_047151.1	14800	F	70	40.00	60.00
NC_047151.1.14807	NC_047151.1	14807	F	71	60.56	39.44
NC_047151.1.14888	NC_047151.1	14888	F	28	35.71	64.29
NC_047151.1.15111	NC_047151.1	15111	F	34	17.65	82.35
NC_047151.1.15135	NC_047151.1	15135	F	34	47.06	52.94
NC_047151.1.15142	NC_047151.1	15142	F	39	79.49	20.51
NC_047151.1.15223	NC_047151.1	15223	F	23	21.74	78.26
NC_047151.1.15278	NC_047151.1	15278	F	65	61.54	38.46
NC_047151.1.1530	NC_047151.1	1530	F	74	64.86	35.14
NC_047151.1.15331	NC_047151.1	15331	F	158	82.28	17.72
NC_047151.1.15446	NC_047151.1	15446	F	414	23.67	76.33
NC_047151.1.15470	NC_047151.1	15470	F	436	52.52	47.48
NC_047151.1.15477	NC_047151.1	15477	F	425	58.12	41.88
NC_047151.1.15558	NC_047151.1	15558	F	270	40.37	59.63
NC_047151.1.15613	NC_047151.1	15613	F	110	64.55	35.45
NC_047151.1.15651	NC_047151.1	15651	F	40	75.00	25.00
NC_047151.1.15666	NC_047151.1	15666	F	36	75.00	25.00
NC_047151.1.1568	NC_047151.1	1568	F	62	70.97	29.03
NC_047151.1.15781	NC_047151.1	15781	F	118	29.66	70.34
NC_047151.1.15805	NC_047151.1	15805	F	129	55.04	44.96
NC_047151.1.15812	NC_047151.1	15812	F	137	68.61	31.39
NC_047151.1.1583	NC_047151.1	1583	F	60	81.67	18.33
NC_047151.1.15893	NC_047151.1	15893	F	179	41.34	58.66
NC_047151.1.15913	NC_047151.1	15913	F	212	15.57	84.43
NC_047151.1.15948	NC_047151.1	15948	F	228	58.77	41.23
NC_047151.1.15986	NC_047151.1	15986	F	236	65.68	34.32
NC_047151.1.16001	NC_047151.1	16001	F	214	82.24	17.76
NC_047151.1.16115	NC_047151.1	16115	F	93	19.35	80.65
NC_047151.1.16139	NC_047151.1	16139	F	64	32.81	67.19
NC_047151.1.16146	NC_047151.1	16146	F	54	53.70	46.30
NC_047151.1.1698	NC_047151.1	1698	F	64	28.12	71.88
NC_047151.1.1722	NC_047151.1	1722	F	47	55.32	44.68
NC_047151.1.1729	NC_047151.1	1729	F	48	60.42	39.58
NC_047151.1.1810	NC_047151.1	1810	F	46	45.65	54.35
NC_047151.1.1865	NC_047151.1	1865	F	73	58.90	41.10
NC_047151.1.187	NC_047151.1	187	F	847	64.94	35.06
NC_047151.1.1918	NC_047151.1	1918	F	73	76.71	23.29
NC_047151.1.20	NC_047151.1	20	F	38	42.11	57.89
NC_047151.1.2033	NC_047151.1	2033	F	40	20.00	80.00
NC_047151.1.2057	NC_047151.1	2057	F	31	35.48	64.52
NC_047151.1.2064	NC_047151.1	2064	F	33	45.45	54.55
NC_047151.1.2201	NC_047151.1	2201	F	65	69.23	30.77
NC_047151.1.225	NC_047151.1	225	F	942	80.68	19.32
NC_047151.1.2254	NC_047151.1	2254	F	122	86.89	13.11
NC_047151.1.2369	NC_047151.1	2369	F	78	32.05	67.95
NC_047151.1.2393	NC_047151.1	2393	F	51	60.78	39.22
NC_047151.1.240	NC_047151.1	240	F	785	85.99	14.01
NC_047151.1.2400	NC_047151.1	2400	F	48	64.58	35.42
NC_047151.1.2481	NC_047151.1	2481	F	38	50.00	50.00
NC_047151.1.2537	NC_047151.1	2537	F	500	66.60	33.40
NC_047151.1.2575	NC_047151.1	2575	F	909	81.08	18.92
NC_047151.1.2590	NC_047151.1	2590	F	731	86.59	13.41
NC_047151.1.2705	NC_047151.1	2705	F	392	26.79	73.21
NC_047151.1.2729	NC_047151.1	2729	F	286	56.29	43.71
NC_047151.1.2736	NC_047151.1	2736	F	289	66.09	33.91
NC_047151.1.2817	NC_047151.1	2817	F	852	41.31	58.69
NC_047151.1.2872	NC_047151.1	2872	F	806	54.71	45.29
NC_047151.1.2925	NC_047151.1	2925	F	593	72.34	27.66
NC_047151.1.3041	NC_047151.1	3041	F	246	26.02	73.98
NC_047151.1.3065	NC_047151.1	3065	F	245	52.65	47.35
NC_047151.1.3072	NC_047151.1	3072	F	246	62.60	37.40
NC_047151.1.3153	NC_047151.1	3153	F	286	38.46	61.54
NC_047151.1.3208	NC_047151.1	3208	F	396	66.67	33.33
NC_047151.1.3246	NC_047151.1	3246	F	502	80.88	19.12
NC_047151.1.3261	NC_047151.1	3261	F	422	82.70	17.30
NC_047151.1.3376	NC_047151.1	3376	F	390	28.46	71.54
NC_047151.1.3400	NC_047151.1	3400	F	384	46.35	53.65
NC_047151.1.3407	NC_047151.1	3407	F	393	62.34	37.66
NC_047151.1.3488	NC_047151.1	3488	F	415	41.20	58.80
NC_047151.1.3543	NC_047151.1	3543	F	360	65.56	34.44
NC_047151.1.356	NC_047151.1	356	F	486	25.93	74.07
NC_047151.1.3581	NC_047151.1	3581	F	368	76.36	23.64
NC_047151.1.3596	NC_047151.1	3596	F	307	82.41	17.59
NC_047151.1.3711	NC_047151.1	3711	F	105	21.90	78.10
NC_047151.1.3735	NC_047151.1	3735	F	53	47.17	52.83
NC_047151.1.3742	NC_047151.1	3742	F	52	61.54	38.46
NC_047151.1.380	NC_047151.1	380	F	390	51.54	48.46
NC_047151.1.3823	NC_047151.1	3823	F	29	58.62	41.38
NC_047151.1.387	NC_047151.1	387	F	374	59.63	40.37
NC_047151.1.3879	NC_047151.1	3879	F	111	53.15	46.85
NC_047151.1.3932	NC_047151.1	3932	F	150	82.00	18.00
NC_047151.1.4047	NC_047151.1	4047	F	132	26.52	73.48
NC_047151.1.4071	NC_047151.1	4071	F	141	50.35	49.65
NC_047151.1.4078	NC_047151.1	4078	F	147	59.86	40.14
NC_047151.1.4159	NC_047151.1	4159	F	292	50.34	49.66
NC_047151.1.4179	NC_047151.1	4179	F	284	49.30	50.70
NC_047151.1.4214	NC_047151.1	4214	F	344	63.95	36.05
NC_047151.1.4267	NC_047151.1	4267	F	404	63.12	36.88
NC_047151.1.4382	NC_047151.1	4382	F	331	22.05	77.95
NC_047151.1.44	NC_047151.1	44	F	86	60.47	39.53
NC_047151.1.4406	NC_047151.1	4406	F	269	47.21	52.79
NC_047151.1.4413	NC_047151.1	4413	F	267	53.93	46.07
NC_047151.1.4494	NC_047151.1	4494	F	152	42.11	57.89
NC_047151.1.4549	NC_047151.1	4549	F	82	63.41	36.59
NC_047151.1.4587	NC_047151.1	4587	F	85	55.29	44.71
NC_047151.1.4602	NC_047151.1	4602	F	103	80.58	19.42
NC_047151.1.468	NC_047151.1	468	F	424	40.57	59.43
NC_047151.1.4717	NC_047151.1	4717	F	129	25.58	74.42
NC_047151.1.4741	NC_047151.1	4741	F	90	60.00	40.00
NC_047151.1.4748	NC_047151.1	4748	F	93	61.29	38.71
NC_047151.1.4829	NC_047151.1	4829	F	153	44.44	55.56
NC_047151.1.488	NC_047151.1	488	F	392	33.16	66.84
NC_047151.1.4884	NC_047151.1	4884	F	179	67.60	32.40
NC_047151.1.4937	NC_047151.1	4937	F	131	83.21	16.79
NC_047151.1.5052	NC_047151.1	5052	F	154	37.01	62.99
NC_047151.1.5076	NC_047151.1	5076	F	141	61.70	38.30
NC_047151.1.5083	NC_047151.1	5083	F	136	70.59	29.41
NC_047151.1.51	NC_047151.1	51	F	92	64.13	35.87
NC_047151.1.5164	NC_047151.1	5164	F	66	39.39	60.61
NC_047151.1.5220	NC_047151.1	5220	F	159	64.78	35.22
NC_047151.1.523	NC_047151.1	523	F	376	55.59	44.41
NC_047151.1.5258	NC_047151.1	5258	F	393	72.77	27.23
NC_047151.1.5273	NC_047151.1	5273	F	384	81.51	18.49
NC_047151.1.5388	NC_047151.1	5388	F	368	28.80	71.20
NC_047151.1.5412	NC_047151.1	5412	F	40	50.00	50.00
NC_047151.1.5420	NC_047151.1	5420	F	231	58.01	41.99
NC_047151.1.5501	NC_047151.1	5501	F	342	40.06	59.94
NC_047151.1.5556	NC_047151.1	5556	F	383	67.10	32.90
NC_047151.1.5594	NC_047151.1	5594	F	398	70.60	29.40
NC_047151.1.5609	NC_047151.1	5609	F	370	82.97	17.03
NC_047151.1.5724	NC_047151.1	5724	F	143	27.97	72.03
NC_047151.1.5748	NC_047151.1	5748	F	120	50.83	49.17
NC_047151.1.5755	NC_047151.1	5755	F	129	62.02	37.98
NC_047151.1.576	NC_047151.1	576	F	339	79.65	20.35
NC_047151.1.5836	NC_047151.1	5836	F	97	42.27	57.73
NC_047151.1.5891	NC_047151.1	5891	F	85	61.18	38.82
NC_047151.1.5929	NC_047151.1	5929	F	117	74.36	25.64
NC_047151.1.5944	NC_047151.1	5944	F	136	84.56	15.44
NC_047151.1.6059	NC_047151.1	6059	F	268	21.64	78.36
NC_047151.1.6083	NC_047151.1	6083	F	242	56.61	43.39
NC_047151.1.6090	NC_047151.1	6090	F	248	62.50	37.50
NC_047151.1.6171	NC_047151.1	6171	F	302	47.35	52.65
NC_047151.1.6191	NC_047151.1	6191	F	325	36.92	63.08
NC_047151.1.6226	NC_047151.1	6226	F	325	67.38	32.62
NC_047151.1.6279	NC_047151.1	6279	F	438	73.29	26.71
NC_047151.1.6394	NC_047151.1	6394	F	685	24.82	75.18
NC_047151.1.6425	NC_047151.1	6425	F	566	59.72	40.28
NC_047151.1.6506	NC_047151.1	6506	F	172	49.42	50.58
NC_047151.1.6562	NC_047151.1	6562	F	227	69.60	30.40
NC_047151.1.6600	NC_047151.1	6600	F	394	75.13	24.87
NC_047151.1.6615	NC_047151.1	6615	F	370	82.97	17.03
NC_047151.1.6730	NC_047151.1	6730	F	610	28.20	71.80
NC_047151.1.6754	NC_047151.1	6754	F	492	54.47	45.53
NC_047151.1.6761	NC_047151.1	6761	F	472	61.44	38.56
NC_047151.1.6842	NC_047151.1	6842	F	297	44.78	55.22
NC_047151.1.6862	NC_047151.1	6862	F	277	37.91	62.09
NC_047151.1.6897	NC_047151.1	6897	F	290	60.00	40.00
NC_047151.1.691	NC_047151.1	691	F	502	30.28	69.72
NC_047151.1.6950	NC_047151.1	6950	F	276	76.09	23.91
NC_047151.1.7066	NC_047151.1	7066	F	263	29.28	70.72
NC_047151.1.7090	NC_047151.1	7090	F	239	54.81	45.19
NC_047151.1.7097	NC_047151.1	7097	F	238	65.55	34.45
NC_047151.1.715	NC_047151.1	715	F	439	58.31	41.69
NC_047151.1.7178	NC_047151.1	7178	F	242	40.08	59.92
NC_047151.1.722	NC_047151.1	722	F	423	69.50	30.50
NC_047151.1.7233	NC_047151.1	7233	F	276	66.30	33.70
NC_047151.1.7271	NC_047151.1	7271	F	289	71.28	28.72
NC_047151.1.7286	NC_047151.1	7286	F	254	72.44	27.56
NC_047151.1.7401	NC_047151.1	7401	F	100	31.00	69.00
NC_047151.1.7425	NC_047151.1	7425	F	66	53.03	46.97
NC_047151.1.7432	NC_047151.1	7432	F	63	71.43	28.57
NC_047151.1.7513	NC_047151.1	7513	F	27	44.44	55.56
NC_047151.1.7569	NC_047151.1	7569	F	42	69.05	30.95
NC_047151.1.7622	NC_047151.1	7622	F	56	80.36	19.64
NC_047151.1.7738	NC_047151.1	7738	F	105	26.67	73.33
NC_047151.1.7762	NC_047151.1	7762	F	117	54.70	45.30
NC_047151.1.7769	NC_047151.1	7769	F	117	62.39	37.61
NC_047151.1.7850	NC_047151.1	7850	F	120	40.83	59.17
NC_047151.1.7905	NC_047151.1	7905	F	103	62.14	37.86
NC_047151.1.7958	NC_047151.1	7958	F	106	81.13	18.87
NC_047151.1.803	NC_047151.1	803	F	513	38.60	61.40
NC_047151.1.8074	NC_047151.1	8074	F	282	19.15	80.85
NC_047151.1.8105	NC_047151.1	8105	F	352	54.26	45.74
NC_047151.1.8186	NC_047151.1	8186	F	309	44.98	55.02
NC_047151.1.8206	NC_047151.1	8206	F	294	40.14	59.86
NC_047151.1.8241	NC_047151.1	8241	F	219	64.38	35.62
NC_047151.1.8294	NC_047151.1	8294	F	273	71.79	28.21
NC_047151.1.8409	NC_047151.1	8409	F	194	25.26	74.74
NC_047151.1.8432	NC_047151.1	8432	F	160	43.75	56.25
NC_047151.1.8439	NC_047151.1	8439	F	160	56.88	43.12
NC_047151.1.8520	NC_047151.1	8520	F	294	46.60	53.40
NC_047151.1.8575	NC_047151.1	8575	F	326	61.96	38.04
NC_047151.1.858	NC_047151.1	858	F	619	63.00	37.00
NC_047151.1.8628	NC_047151.1	8628	F	391	81.59	18.41
NC_047151.1.8743	NC_047151.1	8743	F	308	25.32	74.68
NC_047151.1.8767	NC_047151.1	8767	F	252	53.57	46.43
NC_047151.1.8774	NC_047151.1	8774	F	246	57.32	42.68
NC_047151.1.8855	NC_047151.1	8855	F	381	41.47	58.53
NC_047151.1.8910	NC_047151.1	8910	F	499	70.54	29.46
