chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	10467	37.00	63.00
NC_047151.1.10107	NC_047151.1	10107	F	8159	61.74	38.26
NC_047151.1.10114	NC_047151.1	10114	F	7639	67.94	32.06
NC_047151.1.10195	NC_047151.1	10195	F	1393	38.48	61.52
NC_047151.1.10251	NC_047151.1	10251	F	611	64.16	35.84
NC_047151.1.1026	NC_047151.1	1026	F	419	36.75	63.25
NC_047151.1.10304	NC_047151.1	10304	F	668	72.31	27.69
NC_047151.1.10419	NC_047151.1	10419	F	924	35.17	64.83
NC_047151.1.10443	NC_047151.1	10443	F	844	62.20	37.80
NC_047151.1.10450	NC_047151.1	10450	F	813	67.28	32.72
NC_047151.1.1050	NC_047151.1	1050	F	398	63.32	36.68
NC_047151.1.10531	NC_047151.1	10531	F	320	48.12	51.88
NC_047151.1.10550	NC_047151.1	10550	F	126	31.75	68.25
NC_047151.1.1057	NC_047151.1	1057	F	418	69.86	30.14
NC_047151.1.10585	NC_047151.1	10585	F	363	62.26	37.74
NC_047151.1.10638	NC_047151.1	10638	F	895	74.64	25.36
NC_047151.1.10753	NC_047151.1	10753	F	943	24.18	75.82
NC_047151.1.10762	NC_047151.1	10762	F	807	36.06	63.94
NC_047151.1.10784	NC_047151.1	10784	F	690	53.33	46.67
NC_047151.1.10865	NC_047151.1	10865	F	338	44.97	55.03
NC_047151.1.10920	NC_047151.1	10920	F	234	55.13	44.87
NC_047151.1.10974	NC_047151.1	10974	F	91	72.53	27.47
NC_047151.1.11089	NC_047151.1	11089	F	282	37.23	62.77
NC_047151.1.11098	NC_047151.1	11098	F	261	43.68	56.32
NC_047151.1.11120	NC_047151.1	11120	F	407	62.65	37.35
NC_047151.1.11201	NC_047151.1	11201	F	931	50.16	49.84
NC_047151.1.11256	NC_047151.1	11256	F	1137	65.88	34.12
NC_047151.1.11309	NC_047151.1	11309	F	1124	79.63	20.37
NC_047151.1.1138	NC_047151.1	1138	F	519	42.39	57.61
NC_047151.1.11406	NC_047151.1	11406	F	1301	46.89	53.11
NC_047151.1.11424	NC_047151.1	11424	F	1370	29.20	70.80
NC_047151.1.11441	NC_047151.1	11441	F	1378	56.75	43.25
NC_047151.1.11448	NC_047151.1	11448	F	1473	55.33	44.67
NC_047151.1.11455	NC_047151.1	11455	F	1482	58.91	41.09
NC_047151.1.11536	NC_047151.1	11536	F	1668	40.83	59.17
NC_047151.1.11556	NC_047151.1	11556	F	1504	22.47	77.53
NC_047151.1.11591	NC_047151.1	11591	F	1391	65.35	34.65
NC_047151.1.11629	NC_047151.1	11629	F	1038	63.87	36.13
NC_047151.1.11644	NC_047151.1	11644	F	844	75.83	24.17
NC_047151.1.11760	NC_047151.1	11760	F	540	27.22	72.78
NC_047151.1.11769	NC_047151.1	11769	F	501	31.74	68.26
NC_047151.1.11791	NC_047151.1	11791	F	496	50.81	49.19
NC_047151.1.11872	NC_047151.1	11872	F	155	43.23	56.77
NC_047151.1.11927	NC_047151.1	11927	F	68	70.59	29.41
NC_047151.1.1194	NC_047151.1	1194	F	472	60.17	39.83
NC_047151.1.11980	NC_047151.1	11980	F	87	79.31	20.69
NC_047151.1.12095	NC_047151.1	12095	F	269	50.19	49.81
NC_047151.1.12104	NC_047151.1	12104	F	301	51.50	48.50
NC_047151.1.12126	NC_047151.1	12126	F	328	63.72	36.28
NC_047151.1.12207	NC_047151.1	12207	F	434	47.70	52.30
NC_047151.1.12262	NC_047151.1	12262	F	235	54.47	45.53
NC_047151.1.12300	NC_047151.1	12300	F	186	59.68	40.32
NC_047151.1.12315	NC_047151.1	12315	F	100	57.00	43.00
NC_047151.1.12430	NC_047151.1	12430	F	67	34.33	65.67
NC_047151.1.12454	NC_047151.1	12454	F	85	56.47	43.53
NC_047151.1.12461	NC_047151.1	12461	F	89	69.66	30.34
NC_047151.1.1247	NC_047151.1	1247	F	350	69.14	30.86
NC_047151.1.12542	NC_047151.1	12542	F	60	26.67	73.33
NC_047151.1.12597	NC_047151.1	12597	F	26	69.23	30.77
NC_047151.1.12650	NC_047151.1	12650	F	50	82.00	18.00
NC_047151.1.12877	NC_047151.1	12877	F	26	38.46	61.54
NC_047151.1.12932	NC_047151.1	12932	F	46	69.57	30.43
NC_047151.1.12985	NC_047151.1	12985	F	62	69.35	30.65
NC_047151.1.13101	NC_047151.1	13101	F	49	18.37	81.63
NC_047151.1.13110	NC_047151.1	13110	F	47	31.91	68.09
NC_047151.1.13132	NC_047151.1	13132	F	36	44.44	55.56
NC_047151.1.132	NC_047151.1	132	F	756	41.01	58.99
NC_047151.1.13213	NC_047151.1	13213	F	20	15.00	85.00
NC_047151.1.13321	NC_047151.1	13321	F	23	65.22	34.78
NC_047151.1.13467	NC_047151.1	13467	F	20	45.00	55.00
NC_047151.1.13548	NC_047151.1	13548	F	34	38.24	61.76
NC_047151.1.13603	NC_047151.1	13603	F	40	57.50	42.50
NC_047151.1.1363	NC_047151.1	1363	F	196	29.08	70.92
NC_047151.1.13656	NC_047151.1	13656	F	136	77.21	22.79
NC_047151.1.13771	NC_047151.1	13771	F	239	23.43	76.57
NC_047151.1.13780	NC_047151.1	13780	F	235	33.19	66.81
NC_047151.1.13802	NC_047151.1	13802	F	227	54.19	45.81
NC_047151.1.1387	NC_047151.1	1387	F	185	49.73	50.27
NC_047151.1.13883	NC_047151.1	13883	F	251	50.60	49.40
NC_047151.1.13938	NC_047151.1	13938	F	218	68.35	31.65
NC_047151.1.1394	NC_047151.1	1394	F	178	60.11	39.89
NC_047151.1.13991	NC_047151.1	13991	F	92	75.00	25.00
NC_047151.1.14106	NC_047151.1	14106	F	150	32.67	67.33
NC_047151.1.14130	NC_047151.1	14130	F	177	52.54	47.46
NC_047151.1.14137	NC_047151.1	14137	F	181	62.98	37.02
NC_047151.1.14218	NC_047151.1	14218	F	131	45.04	54.96
NC_047151.1.14273	NC_047151.1	14273	F	27	70.37	29.63
NC_047151.1.14441	NC_047151.1	14441	F	78	39.74	60.26
NC_047151.1.14465	NC_047151.1	14465	F	97	62.89	37.11
NC_047151.1.14472	NC_047151.1	14472	F	98	72.45	27.55
NC_047151.1.14553	NC_047151.1	14553	F	74	45.95	54.05
NC_047151.1.14608	NC_047151.1	14608	F	114	71.93	28.07
NC_047151.1.14661	NC_047151.1	14661	F	138	76.81	23.19
NC_047151.1.1475	NC_047151.1	1475	F	162	44.44	55.56
NC_047151.1.14776	NC_047151.1	14776	F	143	23.78	76.22
NC_047151.1.14800	NC_047151.1	14800	F	134	50.00	50.00
NC_047151.1.14807	NC_047151.1	14807	F	129	60.47	39.53
NC_047151.1.14888	NC_047151.1	14888	F	51	27.45	72.55
NC_047151.1.15111	NC_047151.1	15111	F	45	26.67	73.33
NC_047151.1.15135	NC_047151.1	15135	F	49	63.27	36.73
NC_047151.1.15142	NC_047151.1	15142	F	49	79.59	20.41
NC_047151.1.15223	NC_047151.1	15223	F	44	20.45	79.55
NC_047151.1.15278	NC_047151.1	15278	F	83	69.88	30.12
NC_047151.1.1530	NC_047151.1	1530	F	131	62.60	37.40
NC_047151.1.15331	NC_047151.1	15331	F	231	75.32	24.68
NC_047151.1.15446	NC_047151.1	15446	F	624	34.94	65.06
NC_047151.1.15470	NC_047151.1	15470	F	689	59.07	40.93
NC_047151.1.15477	NC_047151.1	15477	F	679	67.30	32.70
NC_047151.1.15558	NC_047151.1	15558	F	425	41.41	58.59
NC_047151.1.15613	NC_047151.1	15613	F	205	58.05	41.95
NC_047151.1.15651	NC_047151.1	15651	F	58	60.34	39.66
NC_047151.1.15666	NC_047151.1	15666	F	59	74.58	25.42
NC_047151.1.1568	NC_047151.1	1568	F	120	62.50	37.50
NC_047151.1.15781	NC_047151.1	15781	F	177	29.38	70.62
NC_047151.1.15805	NC_047151.1	15805	F	207	57.97	42.03
NC_047151.1.15812	NC_047151.1	15812	F	225	72.00	28.00
NC_047151.1.1583	NC_047151.1	1583	F	110	83.64	16.36
NC_047151.1.15893	NC_047151.1	15893	F	254	43.31	56.69
NC_047151.1.15913	NC_047151.1	15913	F	304	23.36	76.64
NC_047151.1.15948	NC_047151.1	15948	F	331	64.05	35.95
NC_047151.1.15986	NC_047151.1	15986	F	321	66.98	33.02
NC_047151.1.16001	NC_047151.1	16001	F	292	80.48	19.52
NC_047151.1.16115	NC_047151.1	16115	F	70	27.14	72.86
NC_047151.1.16139	NC_047151.1	16139	F	62	37.10	62.90
NC_047151.1.16146	NC_047151.1	16146	F	53	52.83	47.17
NC_047151.1.1698	NC_047151.1	1698	F	70	38.57	61.43
NC_047151.1.1722	NC_047151.1	1722	F	47	42.55	57.45
NC_047151.1.1729	NC_047151.1	1729	F	45	71.11	28.89
NC_047151.1.1810	NC_047151.1	1810	F	32	53.12	46.88
NC_047151.1.1865	NC_047151.1	1865	F	54	64.81	35.19
NC_047151.1.187	NC_047151.1	187	F	1197	63.99	36.01
NC_047151.1.1918	NC_047151.1	1918	F	75	72.00	28.00
