chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	9382	34.68	65.32
NC_047151.1.10107	NC_047151.1	10107	F	7389	61.82	38.18
NC_047151.1.10114	NC_047151.1	10114	F	6920	65.64	34.36
NC_047151.1.10195	NC_047151.1	10195	F	1066	43.90	56.10
NC_047151.1.10251	NC_047151.1	10251	F	494	60.12	39.88
NC_047151.1.1026	NC_047151.1	1026	F	321	34.58	65.42
NC_047151.1.10304	NC_047151.1	10304	F	595	78.99	21.01
NC_047151.1.10419	NC_047151.1	10419	F	1106	30.38	69.62
NC_047151.1.10443	NC_047151.1	10443	F	1018	55.70	44.30
NC_047151.1.10450	NC_047151.1	10450	F	995	63.82	36.18
NC_047151.1.1050	NC_047151.1	1050	F	298	62.42	37.58
NC_047151.1.10531	NC_047151.1	10531	F	273	46.15	53.85
NC_047151.1.10550	NC_047151.1	10550	F	85	27.06	72.94
NC_047151.1.1057	NC_047151.1	1057	F	289	64.01	35.99
NC_047151.1.10585	NC_047151.1	10585	F	305	59.34	40.66
NC_047151.1.10638	NC_047151.1	10638	F	695	77.12	22.88
NC_047151.1.10753	NC_047151.1	10753	F	969	22.19	77.81
NC_047151.1.10762	NC_047151.1	10762	F	881	28.26	71.74
NC_047151.1.10784	NC_047151.1	10784	F	777	52.12	47.88
NC_047151.1.10865	NC_047151.1	10865	F	266	48.50	51.50
NC_047151.1.10920	NC_047151.1	10920	F	156	64.74	35.26
NC_047151.1.10974	NC_047151.1	10974	F	110	88.18	11.82
NC_047151.1.11089	NC_047151.1	11089	F	357	37.82	62.18
NC_047151.1.11098	NC_047151.1	11098	F	337	40.06	59.94
NC_047151.1.11120	NC_047151.1	11120	F	480	61.46	38.54
NC_047151.1.11201	NC_047151.1	11201	F	1026	58.19	41.81
NC_047151.1.11256	NC_047151.1	11256	F	1130	66.28	33.72
NC_047151.1.11309	NC_047151.1	11309	F	1007	83.02	16.98
NC_047151.1.1138	NC_047151.1	1138	F	348	45.69	54.31
NC_047151.1.11406	NC_047151.1	11406	F	1222	41.08	58.92
NC_047151.1.11424	NC_047151.1	11424	F	1379	27.27	72.73
NC_047151.1.11441	NC_047151.1	11441	F	1392	48.56	51.44
NC_047151.1.11448	NC_047151.1	11448	F	1519	51.28	48.72
NC_047151.1.11455	NC_047151.1	11455	F	1522	51.31	48.69
NC_047151.1.11536	NC_047151.1	11536	F	1535	45.73	54.27
NC_047151.1.11556	NC_047151.1	11556	F	1380	24.35	75.65
NC_047151.1.11591	NC_047151.1	11591	F	1169	64.16	35.84
NC_047151.1.11629	NC_047151.1	11629	F	840	63.45	36.55
NC_047151.1.11644	NC_047151.1	11644	F	648	77.01	22.99
NC_047151.1.11760	NC_047151.1	11760	F	452	26.55	73.45
NC_047151.1.11769	NC_047151.1	11769	F	409	27.14	72.86
NC_047151.1.11791	NC_047151.1	11791	F	386	52.07	47.93
NC_047151.1.11872	NC_047151.1	11872	F	116	44.83	55.17
NC_047151.1.11927	NC_047151.1	11927	F	53	77.36	22.64
NC_047151.1.1194	NC_047151.1	1194	F	352	57.95	42.05
NC_047151.1.11980	NC_047151.1	11980	F	74	87.84	12.16
