chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	8205	29.12	70.88
NC_047151.1.10107	NC_047151.1	10107	F	6355	60.02	39.98
NC_047151.1.10114	NC_047151.1	10114	F	5935	65.39	34.61
NC_047151.1.10195	NC_047151.1	10195	F	1120	40.27	59.73
NC_047151.1.10251	NC_047151.1	10251	F	522	61.11	38.89
NC_047151.1.1026	NC_047151.1	1026	F	297	30.30	69.70
NC_047151.1.10304	NC_047151.1	10304	F	547	79.34	20.66
NC_047151.1.10419	NC_047151.1	10419	F	834	27.22	72.78
NC_047151.1.10443	NC_047151.1	10443	F	744	55.65	44.35
NC_047151.1.10450	NC_047151.1	10450	F	726	63.22	36.78
NC_047151.1.1050	NC_047151.1	1050	F	287	57.84	42.16
NC_047151.1.10531	NC_047151.1	10531	F	197	48.73	51.27
NC_047151.1.10550	NC_047151.1	10550	F	76	18.42	81.58
NC_047151.1.1057	NC_047151.1	1057	F	281	67.26	32.74
NC_047151.1.10585	NC_047151.1	10585	F	264	62.88	37.12
NC_047151.1.10638	NC_047151.1	10638	F	705	80.99	19.01
NC_047151.1.10753	NC_047151.1	10753	F	800	19.50	80.50
NC_047151.1.10762	NC_047151.1	10762	F	664	23.64	76.36
NC_047151.1.10784	NC_047151.1	10784	F	564	52.66	47.34
NC_047151.1.10865	NC_047151.1	10865	F	260	51.15	48.85
NC_047151.1.10920	NC_047151.1	10920	F	179	61.45	38.55
NC_047151.1.10974	NC_047151.1	10974	F	90	78.89	21.11
NC_047151.1.11089	NC_047151.1	11089	F	257	32.30	67.70
NC_047151.1.11098	NC_047151.1	11098	F	241	31.54	68.46
NC_047151.1.11120	NC_047151.1	11120	F	332	58.73	41.27
NC_047151.1.11201	NC_047151.1	11201	F	841	52.44	47.56
NC_047151.1.11256	NC_047151.1	11256	F	1030	62.14	37.86
NC_047151.1.11309	NC_047151.1	11309	F	1012	84.68	15.32
NC_047151.1.1138	NC_047151.1	1138	F	366	44.26	55.74
NC_047151.1.11406	NC_047151.1	11406	F	1142	40.46	59.54
NC_047151.1.11424	NC_047151.1	11424	F	1195	21.17	78.83
NC_047151.1.11441	NC_047151.1	11441	F	1130	42.83	57.17
NC_047151.1.11448	NC_047151.1	11448	F	1284	45.40	54.60
NC_047151.1.11455	NC_047151.1	11455	F	1275	48.16	51.84
NC_047151.1.11536	NC_047151.1	11536	F	1342	43.89	56.11
NC_047151.1.11556	NC_047151.1	11556	F	1224	21.98	78.02
NC_047151.1.11591	NC_047151.1	11591	F	1046	65.87	34.13
NC_047151.1.11629	NC_047151.1	11629	F	760	65.92	34.08
NC_047151.1.11644	NC_047151.1	11644	F	629	81.56	18.44
NC_047151.1.11760	NC_047151.1	11760	F	391	19.95	80.05
NC_047151.1.11769	NC_047151.1	11769	F	358	24.58	75.42
NC_047151.1.11791	NC_047151.1	11791	F	352	52.84	47.16
NC_047151.1.11872	NC_047151.1	11872	F	101	55.45	44.55
NC_047151.1.11927	NC_047151.1	11927	F	40	77.50	22.50
NC_047151.1.1194	NC_047151.1	1194	F	343	60.35	39.65
NC_047151.1.11980	NC_047151.1	11980	F	49	87.76	12.24
NC_047151.1.12095	NC_047151.1	12095	F	182	34.62	65.38
NC_047151.1.12104	NC_047151.1	12104	F	204	41.67	58.33
NC_047151.1.12126	NC_047151.1	12126	F	249	66.27	33.73
NC_047151.1.12207	NC_047151.1	12207	F	305	45.57	54.43
