chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	8643	31.97	68.03
NC_047151.1.10107	NC_047151.1	10107	F	6742	60.43	39.57
NC_047151.1.10114	NC_047151.1	10114	F	6266	63.68	36.32
NC_047151.1.10195	NC_047151.1	10195	F	1169	48.33	51.67
NC_047151.1.10251	NC_047151.1	10251	F	578	69.90	30.10
NC_047151.1.1026	NC_047151.1	1026	F	331	35.35	64.65
NC_047151.1.10304	NC_047151.1	10304	F	625	78.08	21.92
NC_047151.1.10419	NC_047151.1	10419	F	920	31.74	68.26
NC_047151.1.10443	NC_047151.1	10443	F	841	55.17	44.83
NC_047151.1.10450	NC_047151.1	10450	F	798	62.41	37.59
NC_047151.1.1050	NC_047151.1	1050	F	321	57.63	42.37
NC_047151.1.10531	NC_047151.1	10531	F	238	57.98	42.02
NC_047151.1.10550	NC_047151.1	10550	F	97	29.90	70.10
NC_047151.1.1057	NC_047151.1	1057	F	329	61.70	38.30
NC_047151.1.10585	NC_047151.1	10585	F	333	72.67	27.33
NC_047151.1.10638	NC_047151.1	10638	F	762	82.55	17.45
NC_047151.1.10753	NC_047151.1	10753	F	819	20.63	79.37
NC_047151.1.10762	NC_047151.1	10762	F	694	28.67	71.33
NC_047151.1.10784	NC_047151.1	10784	F	604	50.17	49.83
NC_047151.1.10865	NC_047151.1	10865	F	265	62.26	37.74
NC_047151.1.10920	NC_047151.1	10920	F	185	65.41	34.59
NC_047151.1.10974	NC_047151.1	10974	F	97	82.47	17.53
NC_047151.1.11089	NC_047151.1	11089	F	349	39.83	60.17
NC_047151.1.11098	NC_047151.1	11098	F	318	43.71	56.29
NC_047151.1.11120	NC_047151.1	11120	F	470	58.30	41.70
NC_047151.1.11201	NC_047151.1	11201	F	975	64.62	35.38
NC_047151.1.11256	NC_047151.1	11256	F	1165	74.76	25.24
NC_047151.1.11309	NC_047151.1	11309	F	1062	85.69	14.31
NC_047151.1.1138	NC_047151.1	1138	F	449	56.12	43.88
NC_047151.1.11406	NC_047151.1	11406	F	1265	47.27	52.73
NC_047151.1.11424	NC_047151.1	11424	F	1363	33.24	66.76
NC_047151.1.11441	NC_047151.1	11441	F	1316	49.39	50.61
NC_047151.1.11448	NC_047151.1	11448	F	1433	53.59	46.41
NC_047151.1.11455	NC_047151.1	11455	F	1442	57.42	42.58
NC_047151.1.11536	NC_047151.1	11536	F	1462	48.70	51.30
NC_047151.1.11556	NC_047151.1	11556	F	1353	23.73	76.27
NC_047151.1.11591	NC_047151.1	11591	F	1173	73.15	26.85
NC_047151.1.11629	NC_047151.1	11629	F	897	66.67	33.33
NC_047151.1.11644	NC_047151.1	11644	F	732	82.79	17.21
NC_047151.1.11760	NC_047151.1	11760	F	496	28.63	71.37
NC_047151.1.11769	NC_047151.1	11769	F	442	30.77	69.23
NC_047151.1.11791	NC_047151.1	11791	F	440	49.32	50.68
NC_047151.1.11872	NC_047151.1	11872	F	125	51.20	48.80
NC_047151.1.11927	NC_047151.1	11927	F	42	69.05	30.95
NC_047151.1.1194	NC_047151.1	1194	F	400	75.25	24.75
NC_047151.1.11980	NC_047151.1	11980	F	62	87.10	12.90
NC_047151.1.12095	NC_047151.1	12095	F	225	39.56	60.44
NC_047151.1.12104	NC_047151.1	12104	F	261	49.04	50.96
NC_047151.1.12126	NC_047151.1	12126	F	293	62.12	37.88
NC_047151.1.12207	NC_047151.1	12207	F	375	49.07	50.93
NC_047151.1.12262	NC_047151.1	12262	F	221	66.97	33.03
NC_047151.1.12300	NC_047151.1	12300	F	167	62.87	37.13
NC_047151.1.12315	NC_047151.1	12315	F	94	74.47	25.53
NC_047151.1.12430	NC_047151.1	12430	F	49	18.37	81.63
NC_047151.1.12454	NC_047151.1	12454	F	64	53.12	46.88
NC_047151.1.12461	NC_047151.1	12461	F	59	62.71	37.29
NC_047151.1.1247	NC_047151.1	1247	F	296	71.62	28.38
