chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	7349	37.18	62.82
NC_047151.1.10107	NC_047151.1	10107	F	5823	62.82	37.18
NC_047151.1.10114	NC_047151.1	10114	F	5381	67.31	32.69
NC_047151.1.10195	NC_047151.1	10195	F	901	43.62	56.38
NC_047151.1.10251	NC_047151.1	10251	F	444	63.74	36.26
NC_047151.1.1026	NC_047151.1	1026	F	280	39.64	60.36
NC_047151.1.10304	NC_047151.1	10304	F	494	73.89	26.11
NC_047151.1.10419	NC_047151.1	10419	F	831	33.69	66.31
NC_047151.1.10443	NC_047151.1	10443	F	761	57.16	42.84
NC_047151.1.10450	NC_047151.1	10450	F	752	65.03	34.97
NC_047151.1.1050	NC_047151.1	1050	F	269	64.68	35.32
NC_047151.1.10531	NC_047151.1	10531	F	220	54.09	45.91
NC_047151.1.10550	NC_047151.1	10550	F	81	32.10	67.90
NC_047151.1.1057	NC_047151.1	1057	F	282	70.57	29.43
NC_047151.1.10585	NC_047151.1	10585	F	304	63.16	36.84
NC_047151.1.10638	NC_047151.1	10638	F	665	75.94	24.06
NC_047151.1.10753	NC_047151.1	10753	F	759	23.85	76.15
NC_047151.1.10762	NC_047151.1	10762	F	656	34.91	65.09
NC_047151.1.10784	NC_047151.1	10784	F	550	52.36	47.64
NC_047151.1.10865	NC_047151.1	10865	F	209	49.76	50.24
NC_047151.1.10920	NC_047151.1	10920	F	138	63.04	36.96
NC_047151.1.10974	NC_047151.1	10974	F	99	78.79	21.21
NC_047151.1.11089	NC_047151.1	11089	F	244	35.25	64.75
NC_047151.1.11098	NC_047151.1	11098	F	245	45.31	54.69
NC_047151.1.11120	NC_047151.1	11120	F	357	61.34	38.66
NC_047151.1.11201	NC_047151.1	11201	F	898	55.90	44.10
NC_047151.1.11256	NC_047151.1	11256	F	1158	66.06	33.94
NC_047151.1.11309	NC_047151.1	11309	F	1083	81.35	18.65
NC_047151.1.1138	NC_047151.1	1138	F	407	45.70	54.30
NC_047151.1.11406	NC_047151.1	11406	F	1167	45.50	54.50
NC_047151.1.11424	NC_047151.1	11424	F	1247	27.19	72.81
NC_047151.1.11441	NC_047151.1	11441	F	1239	53.27	46.73
NC_047151.1.11448	NC_047151.1	11448	F	1346	49.85	50.15
