chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	6490	27.10	72.90
NC_047151.1.10107	NC_047151.1	10107	F	5090	57.41	42.59
NC_047151.1.10114	NC_047151.1	10114	F	4803	65.90	34.10
NC_047151.1.10195	NC_047151.1	10195	F	867	37.83	62.17
NC_047151.1.10251	NC_047151.1	10251	F	457	61.27	38.73
NC_047151.1.1026	NC_047151.1	1026	F	267	23.60	76.40
NC_047151.1.10304	NC_047151.1	10304	F	486	75.72	24.28
NC_047151.1.10419	NC_047151.1	10419	F	711	25.74	74.26
NC_047151.1.10443	NC_047151.1	10443	F	648	51.85	48.15
NC_047151.1.10450	NC_047151.1	10450	F	618	62.94	37.06
NC_047151.1.1050	NC_047151.1	1050	F	266	56.02	43.98
NC_047151.1.10531	NC_047151.1	10531	F	210	41.43	58.57
NC_047151.1.10550	NC_047151.1	10550	F	77	20.78	79.22
NC_047151.1.1057	NC_047151.1	1057	F	280	64.64	35.36
NC_047151.1.10585	NC_047151.1	10585	F	257	59.14	40.86
NC_047151.1.10638	NC_047151.1	10638	F	606	81.85	18.15
NC_047151.1.10753	NC_047151.1	10753	F	678	18.44	81.56
NC_047151.1.10762	NC_047151.1	10762	F	574	27.35	72.65
NC_047151.1.10784	NC_047151.1	10784	F	479	51.36	48.64
NC_047151.1.10865	NC_047151.1	10865	F	230	47.39	52.61
NC_047151.1.10920	NC_047151.1	10920	F	158	62.66	37.34
NC_047151.1.10974	NC_047151.1	10974	F	107	82.24	17.76
NC_047151.1.11089	NC_047151.1	11089	F	335	31.64	68.36
NC_047151.1.11098	NC_047151.1	11098	F	327	42.81	57.19
NC_047151.1.11120	NC_047151.1	11120	F	425	56.71	43.29
NC_047151.1.11201	NC_047151.1	11201	F	854	50.35	49.65
NC_047151.1.11256	NC_047151.1	11256	F	1013	64.26	35.74
NC_047151.1.11309	NC_047151.1	11309	F	971	85.79	14.21
NC_047151.1.1138	NC_047151.1	1138	F	365	41.92	58.08
NC_047151.1.11406	NC_047151.1	11406	F	1041	39.77	60.23
NC_047151.1.11424	NC_047151.1	11424	F	1148	18.21	81.79
NC_047151.1.11441	NC_047151.1	11441	F	1137	48.99	51.01
NC_047151.1.11448	NC_047151.1	11448	F	1210	44.55	55.45
NC_047151.1.11455	NC_047151.1	11455	F	1204	52.08	47.92
NC_047151.1.11536	NC_047151.1	11536	F	1144	40.12	59.88
NC_047151.1.11556	NC_047151.1	11556	F	1034	24.66	75.34
NC_047151.1.11591	NC_047151.1	11591	F	823	65.74	34.26
NC_047151.1.11629	NC_047151.1	11629	F	648	59.41	40.59
NC_047151.1.11644	NC_047151.1	11644	F	508	80.51	19.49
NC_047151.1.11760	NC_047151.1	11760	F	354	21.47	78.53
