chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	4867	28.23	71.77
NC_047151.1.10107	NC_047151.1	10107	F	3757	58.10	41.90
NC_047151.1.10114	NC_047151.1	10114	F	3525	65.70	34.30
NC_047151.1.10195	NC_047151.1	10195	F	562	38.08	61.92
NC_047151.1.10251	NC_047151.1	10251	F	289	61.94	38.06
NC_047151.1.1026	NC_047151.1	1026	F	199	23.12	76.88
NC_047151.1.10304	NC_047151.1	10304	F	329	79.03	20.97
NC_047151.1.10419	NC_047151.1	10419	F	591	23.35	76.65
NC_047151.1.10443	NC_047151.1	10443	F	547	49.36	50.64
NC_047151.1.10450	NC_047151.1	10450	F	536	57.46	42.54
NC_047151.1.1050	NC_047151.1	1050	F	204	54.41	45.59
NC_047151.1.10531	NC_047151.1	10531	F	173	41.04	58.96
NC_047151.1.10550	NC_047151.1	10550	F	77	23.38	76.62
NC_047151.1.1057	NC_047151.1	1057	F	200	64.50	35.50
NC_047151.1.10585	NC_047151.1	10585	F	195	60.00	40.00
NC_047151.1.10638	NC_047151.1	10638	F	418	77.27	22.73
NC_047151.1.10753	NC_047151.1	10753	F	510	21.18	78.82
NC_047151.1.10762	NC_047151.1	10762	F	441	26.08	73.92
NC_047151.1.10784	NC_047151.1	10784	F	395	50.63	49.37
NC_047151.1.10865	NC_047151.1	10865	F	143	48.95	51.05
NC_047151.1.10920	NC_047151.1	10920	F	99	71.72	28.28
NC_047151.1.10974	NC_047151.1	10974	F	78	76.92	23.08
NC_047151.1.11089	NC_047151.1	11089	F	198	33.84	66.16
NC_047151.1.11098	NC_047151.1	11098	F	194	44.85	55.15
NC_047151.1.11120	NC_047151.1	11120	F	275	54.55	45.45
NC_047151.1.11201	NC_047151.1	11201	F	539	52.50	47.50
NC_047151.1.11256	NC_047151.1	11256	F	582	67.53	32.47
NC_047151.1.11309	NC_047151.1	11309	F	524	80.73	19.27
NC_047151.1.1138	NC_047151.1	1138	F	315	39.68	60.32
NC_047151.1.11406	NC_047151.1	11406	F	700	37.14	62.86
NC_047151.1.11424	NC_047151.1	11424	F	811	19.11	80.89
NC_047151.1.11441	NC_047151.1	11441	F	786	45.04	54.96
NC_047151.1.11448	NC_047151.1	11448	F	834	44.00	56.00
NC_047151.1.11455	NC_047151.1	11455	F	824	47.45	52.55
NC_047151.1.11536	NC_047151.1	11536	F	852	39.32	60.68
NC_047151.1.11556	NC_047151.1	11556	F	788	23.10	76.90
NC_047151.1.11591	NC_047151.1	11591	F	698	64.18	35.82
NC_047151.1.11629	NC_047151.1	11629	F	527	68.69	31.31
NC_047151.1.11644	NC_047151.1	11644	F	388	82.47	17.53
NC_047151.1.11760	NC_047151.1	11760	F	292	18.84	81.16
NC_047151.1.11769	NC_047151.1	11769	F	266	24.81	75.19
NC_047151.1.11791	NC_047151.1	11791	F	244	46.31	53.69
NC_047151.1.11872	NC_047151.1	11872	F	80	43.75	56.25
NC_047151.1.11927	NC_047151.1	11927	F	37	70.27	29.73
NC_047151.1.1194	NC_047151.1	1194	F	279	62.37	37.63
NC_047151.1.11980	NC_047151.1	11980	F	44	79.55	20.45
NC_047151.1.12095	NC_047151.1	12095	F	141	39.01	60.99
NC_047151.1.12104	NC_047151.1	12104	F	168	47.02	52.98
NC_047151.1.12126	NC_047151.1	12126	F	186	66.67	33.33
NC_047151.1.12207	NC_047151.1	12207	F	225	40.89	59.11
NC_047151.1.12262	NC_047151.1	12262	F	125	54.40	45.60
NC_047151.1.12300	NC_047151.1	12300	F	96	67.71	32.29
NC_047151.1.12315	NC_047151.1	12315	F	66	71.21	28.79
NC_047151.1.12430	NC_047151.1	12430	F	47	27.66	72.34
NC_047151.1.12454	NC_047151.1	12454	F	51	41.18	58.82
NC_047151.1.12461	NC_047151.1	12461	F	50	66.00	34.00
NC_047151.1.1247	NC_047151.1	1247	F	220	62.73	37.27
NC_047151.1.12542	NC_047151.1	12542	F	26	46.15	53.85
NC_047151.1.12650	NC_047151.1	12650	F	23	86.96	13.04
