chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	9940	31.76	68.24
NC_047151.1.10107	NC_047151.1	10107	F	7697	53.81	46.19
NC_047151.1.10114	NC_047151.1	10114	F	7097	60.80	39.20
NC_047151.1.10195	NC_047151.1	10195	F	1372	42.49	57.51
NC_047151.1.10251	NC_047151.1	10251	F	588	66.16	33.84
NC_047151.1.1026	NC_047151.1	1026	F	430	34.65	65.35
NC_047151.1.10304	NC_047151.1	10304	F	562	75.62	24.38
NC_047151.1.10419	NC_047151.1	10419	F	791	27.05	72.95
NC_047151.1.10443	NC_047151.1	10443	F	734	48.09	51.91
NC_047151.1.10450	NC_047151.1	10450	F	713	56.94	43.06
NC_047151.1.1050	NC_047151.1	1050	F	440	56.82	43.18
NC_047151.1.10531	NC_047151.1	10531	F	293	50.51	49.49
NC_047151.1.10550	NC_047151.1	10550	F	128	35.16	64.84
NC_047151.1.1057	NC_047151.1	1057	F	433	63.05	36.95
NC_047151.1.10585	NC_047151.1	10585	F	362	73.20	26.80
NC_047151.1.10638	NC_047151.1	10638	F	829	79.61	20.39
NC_047151.1.10753	NC_047151.1	10753	F	880	23.18	76.82
NC_047151.1.10762	NC_047151.1	10762	F	734	32.83	67.17
NC_047151.1.10784	NC_047151.1	10784	F	607	42.34	57.66
NC_047151.1.10865	NC_047151.1	10865	F	316	56.65	43.35
NC_047151.1.10920	NC_047151.1	10920	F	233	72.53	27.47
NC_047151.1.10974	NC_047151.1	10974	F	133	79.70	20.30
NC_047151.1.11089	NC_047151.1	11089	F	349	36.10	63.90
NC_047151.1.11098	NC_047151.1	11098	F	333	48.35	51.65
NC_047151.1.11120	NC_047151.1	11120	F	451	52.99	47.01
NC_047151.1.11201	NC_047151.1	11201	F	1137	56.11	43.89
NC_047151.1.11256	NC_047151.1	11256	F	1483	69.18	30.82
NC_047151.1.11309	NC_047151.1	11309	F	1492	81.90	18.10
NC_047151.1.1138	NC_047151.1	1138	F	601	46.09	53.91
NC_047151.1.11406	NC_047151.1	11406	F	1611	45.93	54.07
NC_047151.1.11424	NC_047151.1	11424	F	1688	31.40	68.60
NC_047151.1.11441	NC_047151.1	11441	F	1653	58.14	41.86
NC_047151.1.11448	NC_047151.1	11448	F	1757	53.84	46.16
NC_047151.1.11455	NC_047151.1	11455	F	1735	56.02	43.98
NC_047151.1.11536	NC_047151.1	11536	F	1667	46.01	53.99
NC_047151.1.11556	NC_047151.1	11556	F	1511	21.84	78.16
NC_047151.1.11591	NC_047151.1	11591	F	1293	71.31	28.69
NC_047151.1.11629	NC_047151.1	11629	F	1053	64.20	35.80
NC_047151.1.11644	NC_047151.1	11644	F	876	81.74	18.26
NC_047151.1.11760	NC_047151.1	11760	F	544	29.78	70.22
NC_047151.1.11769	NC_047151.1	11769	F	459	30.28	69.72
