chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	6372	29.63	70.37
NC_047151.1.10107	NC_047151.1	10107	F	5040	63.77	36.23
NC_047151.1.10114	NC_047151.1	10114	F	4681	69.92	30.08
NC_047151.1.10195	NC_047151.1	10195	F	755	45.03	54.97
NC_047151.1.10251	NC_047151.1	10251	F	406	64.53	35.47
NC_047151.1.1026	NC_047151.1	1026	F	273	28.21	71.79
NC_047151.1.10304	NC_047151.1	10304	F	499	81.56	18.44
NC_047151.1.10419	NC_047151.1	10419	F	780	25.64	74.36
NC_047151.1.10443	NC_047151.1	10443	F	707	54.46	45.54
NC_047151.1.10450	NC_047151.1	10450	F	679	65.83	34.17
NC_047151.1.1050	NC_047151.1	1050	F	262	61.45	38.55
NC_047151.1.10531	NC_047151.1	10531	F	191	46.60	53.40
NC_047151.1.10550	NC_047151.1	10550	F	77	25.97	74.03
NC_047151.1.1057	NC_047151.1	1057	F	264	66.67	33.33
NC_047151.1.10585	NC_047151.1	10585	F	242	71.49	28.51
NC_047151.1.10638	NC_047151.1	10638	F	578	83.56	16.44
NC_047151.1.10753	NC_047151.1	10753	F	704	18.04	81.96
NC_047151.1.10762	NC_047151.1	10762	F	617	24.47	75.53
NC_047151.1.10784	NC_047151.1	10784	F	486	51.23	48.77
NC_047151.1.10865	NC_047151.1	10865	F	181	55.25	44.75
NC_047151.1.10920	NC_047151.1	10920	F	116	65.52	34.48
NC_047151.1.10974	NC_047151.1	10974	F	67	83.58	16.42
NC_047151.1.11089	NC_047151.1	11089	F	226	34.51	65.49
NC_047151.1.11098	NC_047151.1	11098	F	228	40.35	59.65
NC_047151.1.11120	NC_047151.1	11120	F	330	60.00	40.00
NC_047151.1.11201	NC_047151.1	11201	F	787	59.59	40.41
NC_047151.1.11256	NC_047151.1	11256	F	926	64.69	35.31
NC_047151.1.11309	NC_047151.1	11309	F	854	84.89	15.11
NC_047151.1.1138	NC_047151.1	1138	F	318	45.91	54.09
NC_047151.1.11406	NC_047151.1	11406	F	884	37.56	62.44
NC_047151.1.11424	NC_047151.1	11424	F	980	20.41	79.59
NC_047151.1.11441	NC_047151.1	11441	F	943	50.16	49.84
NC_047151.1.11448	NC_047151.1	11448	F	1045	48.42	51.58
NC_047151.1.11455	NC_047151.1	11455	F	1055	53.93	46.07
NC_047151.1.11536	NC_047151.1	11536	F	1133	44.40	55.60
NC_047151.1.11556	NC_047151.1	11556	F	1056	22.92	77.08
NC_047151.1.11591	NC_047151.1	11591	F	884	66.29	33.71
NC_047151.1.11629	NC_047151.1	11629	F	661	62.78	37.22
NC_047151.1.11644	NC_047151.1	11644	F	484	80.37	19.63
NC_047151.1.11760	NC_047151.1	11760	F	335	23.58	76.42
NC_047151.1.11769	NC_047151.1	11769	F	316	21.84	78.16
NC_047151.1.11791	NC_047151.1	11791	F	307	55.37	44.63
NC_047151.1.11872	NC_047151.1	11872	F	104	60.58	39.42
NC_047151.1.11927	NC_047151.1	11927	F	54	72.22	27.78
NC_047151.1.1194	NC_047151.1	1194	F	287	61.32	38.68
NC_047151.1.11980	NC_047151.1	11980	F	58	81.03	18.97
NC_047151.1.12095	NC_047151.1	12095	F	196	35.20	64.80
NC_047151.1.12104	NC_047151.1	12104	F	228	41.23	58.77
NC_047151.1.12126	NC_047151.1	12126	F	259	62.55	37.45
NC_047151.1.12207	NC_047151.1	12207	F	315	51.11	48.89
NC_047151.1.12262	NC_047151.1	12262	F	165	63.03	36.97
NC_047151.1.12300	NC_047151.1	12300	F	125	65.60	34.40
