chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	6046	25.74	74.26
NC_047151.1.10107	NC_047151.1	10107	F	4755	57.71	42.29
NC_047151.1.10114	NC_047151.1	10114	F	4434	65.52	34.48
NC_047151.1.10195	NC_047151.1	10195	F	732	40.85	59.15
NC_047151.1.10251	NC_047151.1	10251	F	390	55.90	44.10
NC_047151.1.1026	NC_047151.1	1026	F	213	29.11	70.89
NC_047151.1.10304	NC_047151.1	10304	F	444	79.50	20.50
NC_047151.1.10419	NC_047151.1	10419	F	667	20.54	79.46
NC_047151.1.10443	NC_047151.1	10443	F	609	47.13	52.87
NC_047151.1.10450	NC_047151.1	10450	F	581	58.00	42.00
NC_047151.1.1050	NC_047151.1	1050	F	192	62.50	37.50
NC_047151.1.10531	NC_047151.1	10531	F	161	49.07	50.93
NC_047151.1.10550	NC_047151.1	10550	F	49	22.45	77.55
NC_047151.1.1057	NC_047151.1	1057	F	195	71.28	28.72
NC_047151.1.10585	NC_047151.1	10585	F	184	54.35	45.65
NC_047151.1.10638	NC_047151.1	10638	F	467	84.15	15.85
NC_047151.1.10753	NC_047151.1	10753	F	667	15.59	84.41
NC_047151.1.10762	NC_047151.1	10762	F	579	22.63	77.37
NC_047151.1.10784	NC_047151.1	10784	F	499	47.70	52.30
NC_047151.1.10865	NC_047151.1	10865	F	195	50.77	49.23
NC_047151.1.10920	NC_047151.1	10920	F	137	61.31	38.69
NC_047151.1.10974	NC_047151.1	10974	F	85	83.53	16.47
NC_047151.1.11089	NC_047151.1	11089	F	257	26.07	73.93
NC_047151.1.11098	NC_047151.1	11098	F	254	27.56	72.44
NC_047151.1.11120	NC_047151.1	11120	F	325	55.69	44.31
NC_047151.1.11201	NC_047151.1	11201	F	687	52.40	47.60
NC_047151.1.11256	NC_047151.1	11256	F	802	60.10	39.90
NC_047151.1.11309	NC_047151.1	11309	F	748	85.96	14.04
NC_047151.1.1138	NC_047151.1	1138	F	289	38.41	61.59
NC_047151.1.11406	NC_047151.1	11406	F	822	37.10	62.90
NC_047151.1.11424	NC_047151.1	11424	F	899	18.02	81.98
NC_047151.1.11441	NC_047151.1	11441	F	861	42.62	57.38
NC_047151.1.11448	NC_047151.1	11448	F	951	42.38	57.62
NC_047151.1.11455	NC_047151.1	11455	F	965	46.74	53.26
NC_047151.1.11536	NC_047151.1	11536	F	1000	41.00	59.00
NC_047151.1.11556	NC_047151.1	11556	F	908	19.49	80.51
NC_047151.1.11591	NC_047151.1	11591	F	771	62.39	37.61
NC_047151.1.11629	NC_047151.1	11629	F	590	61.53	38.47
NC_047151.1.11644	NC_047151.1	11644	F	435	81.84	18.16
NC_047151.1.11760	NC_047151.1	11760	F	314	15.29	84.71
NC_047151.1.11769	NC_047151.1	11769	F	286	18.88	81.12
NC_047151.1.11791	NC_047151.1	11791	F	271	48.71	51.29
NC_047151.1.11872	NC_047151.1	11872	F	81	48.15	51.85
