chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	3888	40.79	59.21
NC_047151.1.10107	NC_047151.1	10107	F	3079	64.11	35.89
NC_047151.1.10114	NC_047151.1	10114	F	2845	72.37	27.63
NC_047151.1.10195	NC_047151.1	10195	F	521	37.24	62.76
NC_047151.1.10251	NC_047151.1	10251	F	269	68.03	31.97
NC_047151.1.1026	NC_047151.1	1026	F	128	45.31	54.69
NC_047151.1.10304	NC_047151.1	10304	F	260	80.77	19.23
NC_047151.1.10419	NC_047151.1	10419	F	414	42.03	57.97
NC_047151.1.10443	NC_047151.1	10443	F	402	66.67	33.33
NC_047151.1.10450	NC_047151.1	10450	F	389	70.95	29.05
NC_047151.1.1050	NC_047151.1	1050	F	135	65.19	34.81
NC_047151.1.10531	NC_047151.1	10531	F	132	43.94	56.06
NC_047151.1.10550	NC_047151.1	10550	F	49	34.69	65.31
NC_047151.1.1057	NC_047151.1	1057	F	142	77.46	22.54
NC_047151.1.10585	NC_047151.1	10585	F	152	70.39	29.61
NC_047151.1.10638	NC_047151.1	10638	F	372	79.84	20.16
NC_047151.1.10753	NC_047151.1	10753	F	437	28.38	71.62
NC_047151.1.10762	NC_047151.1	10762	F	367	36.78	63.22
NC_047151.1.10784	NC_047151.1	10784	F	321	54.52	45.48
NC_047151.1.10865	NC_047151.1	10865	F	147	46.26	53.74
NC_047151.1.10920	NC_047151.1	10920	F	106	65.09	34.91
NC_047151.1.10974	NC_047151.1	10974	F	69	72.46	27.54
NC_047151.1.11089	NC_047151.1	11089	F	173	50.29	49.71
NC_047151.1.11098	NC_047151.1	11098	F	159	52.20	47.80
NC_047151.1.11120	NC_047151.1	11120	F	234	68.38	31.62
NC_047151.1.11201	NC_047151.1	11201	F	453	51.43	48.57
NC_047151.1.11256	NC_047151.1	11256	F	531	72.13	27.87
NC_047151.1.11309	NC_047151.1	11309	F	521	80.42	19.58
NC_047151.1.1138	NC_047151.1	1138	F	198	45.96	54.04
NC_047151.1.11406	NC_047151.1	11406	F	606	49.17	50.83
NC_047151.1.11424	NC_047151.1	11424	F	669	34.08	65.92
NC_047151.1.11441	NC_047151.1	11441	F	671	62.00	38.00
NC_047151.1.11448	NC_047151.1	11448	F	716	55.73	44.27
NC_047151.1.11455	NC_047151.1	11455	F	708	64.12	35.88
NC_047151.1.11536	NC_047151.1	11536	F	700	41.86	58.14
NC_047151.1.11556	NC_047151.1	11556	F	663	27.75	72.25
NC_047151.1.11591	NC_047151.1	11591	F	574	70.03	29.97
NC_047151.1.11629	NC_047151.1	11629	F	429	62.24	37.76
NC_047151.1.11644	NC_047151.1	11644	F	349	81.66	18.34
NC_047151.1.11760	NC_047151.1	11760	F	209	31.58	68.42
NC_047151.1.11769	NC_047151.1	11769	F	197	39.59	60.41
NC_047151.1.11791	NC_047151.1	11791	F	184	53.80	46.20
NC_047151.1.11872	NC_047151.1	11872	F	59	44.07	55.93
NC_047151.1.11927	NC_047151.1	11927	F	22	72.73	27.27
NC_047151.1.1194	NC_047151.1	1194	F	183	64.48	35.52
NC_047151.1.11980	NC_047151.1	11980	F	32	84.38	15.62
NC_047151.1.12095	NC_047151.1	12095	F	147	57.14	42.86
NC_047151.1.12104	NC_047151.1	12104	F	158	60.76	39.24
NC_047151.1.12126	NC_047151.1	12126	F	187	77.01	22.99
NC_047151.1.12207	NC_047151.1	12207	F	221	42.08	57.92
NC_047151.1.12262	NC_047151.1	12262	F	135	59.26	40.74
NC_047151.1.12300	NC_047151.1	12300	F	96	58.33	41.67
NC_047151.1.12315	NC_047151.1	12315	F	65	70.77	29.23
NC_047151.1.12430	NC_047151.1	12430	F	31	48.39	51.61
NC_047151.1.12454	NC_047151.1	12454	F	40	62.50	37.50
NC_047151.1.12461	NC_047151.1	12461	F	40	70.00	30.00
NC_047151.1.1247	NC_047151.1	1247	F	137	66.42	33.58
NC_047151.1.12542	NC_047151.1	12542	F	23	39.13	60.87
NC_047151.1.12650	NC_047151.1	12650	F	24	87.50	12.50
NC_047151.1.12985	NC_047151.1	12985	F	28	96.43	3.57
NC_047151.1.13101	NC_047151.1	13101	F	22	36.36	63.64
NC_047151.1.13110	NC_047151.1	13110	F	20	50.00	50.00
NC_047151.1.132	NC_047151.1	132	F	328	43.29	56.71
NC_047151.1.13603	NC_047151.1	13603	F	22	68.18	31.82
NC_047151.1.1363	NC_047151.1	1363	F	89	39.33	60.67
NC_047151.1.13656	NC_047151.1	13656	F	75	88.00	12.00
NC_047151.1.13771	NC_047151.1	13771	F	128	32.81	67.19
NC_047151.1.13780	NC_047151.1	13780	F	128	35.16	64.84
NC_047151.1.13802	NC_047151.1	13802	F	118	55.93	44.07
NC_047151.1.1387	NC_047151.1	1387	F	76	65.79	34.21
NC_047151.1.13883	NC_047151.1	13883	F	148	56.08	43.92
NC_047151.1.13938	NC_047151.1	13938	F	118	67.80	32.20
NC_047151.1.1394	NC_047151.1	1394	F	75	73.33	26.67
NC_047151.1.13991	NC_047151.1	13991	F	50	76.00	24.00
NC_047151.1.14106	NC_047151.1	14106	F	64	31.25	68.75
NC_047151.1.14130	NC_047151.1	14130	F	74	52.70	47.30
NC_047151.1.14137	NC_047151.1	14137	F	78	65.38	34.62
NC_047151.1.14218	NC_047151.1	14218	F	57	38.60	61.40
NC_047151.1.14472	NC_047151.1	14472	F	20	85.00	15.00
NC_047151.1.14553	NC_047151.1	14553	F	20	35.00	65.00
NC_047151.1.14608	NC_047151.1	14608	F	27	70.37	29.63
NC_047151.1.14661	NC_047151.1	14661	F	30	76.67	23.33
NC_047151.1.1475	NC_047151.1	1475	F	58	44.83	55.17
NC_047151.1.14776	NC_047151.1	14776	F	23	26.09	73.91
NC_047151.1.14800	NC_047151.1	14800	F	24	50.00	50.00
NC_047151.1.14807	NC_047151.1	14807	F	28	60.71	39.29
NC_047151.1.15278	NC_047151.1	15278	F	42	61.90	38.10
NC_047151.1.1530	NC_047151.1	1530	F	62	70.97	29.03
NC_047151.1.15331	NC_047151.1	15331	F	98	83.67	16.33
NC_047151.1.15446	NC_047151.1	15446	F	250	39.20	60.80
NC_047151.1.15470	NC_047151.1	15470	F	273	59.34	40.66
NC_047151.1.15477	NC_047151.1	15477	F	283	70.67	29.33
NC_047151.1.15558	NC_047151.1	15558	F	170	45.29	54.71
NC_047151.1.15613	NC_047151.1	15613	F	71	63.38	36.62
NC_047151.1.1568	NC_047151.1	1568	F	62	62.90	37.10
NC_047151.1.15781	NC_047151.1	15781	F	53	35.85	64.15
NC_047151.1.15805	NC_047151.1	15805	F	68	51.47	48.53
NC_047151.1.15812	NC_047151.1	15812	F	73	72.60	27.40
NC_047151.1.1583	NC_047151.1	1583	F	57	77.19	22.81
NC_047151.1.15893	NC_047151.1	15893	F	75	40.00	60.00
NC_047151.1.15913	NC_047151.1	15913	F	86	18.60	81.40
NC_047151.1.15948	NC_047151.1	15948	F	116	65.52	34.48
NC_047151.1.15986	NC_047151.1	15986	F	109	71.56	28.44
NC_047151.1.16001	NC_047151.1	16001	F	112	70.54	29.46
NC_047151.1.16115	NC_047151.1	16115	F	40	37.50	62.50
NC_047151.1.16139	NC_047151.1	16139	F	28	35.71	64.29
NC_047151.1.16146	NC_047151.1	16146	F	25	64.00	36.00
NC_047151.1.1698	NC_047151.1	1698	F	35	42.86	57.14
NC_047151.1.1722	NC_047151.1	1722	F	24	41.67	58.33
NC_047151.1.1729	NC_047151.1	1729	F	27	74.07	25.93
NC_047151.1.1810	NC_047151.1	1810	F	24	54.17	45.83
NC_047151.1.1865	NC_047151.1	1865	F	43	67.44	32.56
NC_047151.1.187	NC_047151.1	187	F	569	68.01	31.99
NC_047151.1.1918	NC_047151.1	1918	F	38	78.95	21.05
NC_047151.1.20	NC_047151.1	20	F	28	35.71	64.29
NC_047151.1.2033	NC_047151.1	2033	F	20	50.00	50.00
NC_047151.1.2201	NC_047151.1	2201	F	44	77.27	22.73
NC_047151.1.225	NC_047151.1	225	F	705	82.70	17.30
NC_047151.1.2254	NC_047151.1	2254	F	81	85.19	14.81
NC_047151.1.2369	NC_047151.1	2369	F	52	40.38	59.62
NC_047151.1.2393	NC_047151.1	2393	F	40	57.50	42.50
NC_047151.1.240	NC_047151.1	240	F	645	83.72	16.28
NC_047151.1.2400	NC_047151.1	2400	F	37	54.05	45.95
NC_047151.1.2481	NC_047151.1	2481	F	34	35.29	64.71
NC_047151.1.2537	NC_047151.1	2537	F	341	73.31	26.69
NC_047151.1.2575	NC_047151.1	2575	F	651	80.80	19.20
NC_047151.1.2590	NC_047151.1	2590	F	595	83.53	16.47
NC_047151.1.2705	NC_047151.1	2705	F	283	33.92	66.08
NC_047151.1.2729	NC_047151.1	2729	F	217	67.28	32.72
NC_047151.1.2736	NC_047151.1	2736	F	225	69.33	30.67
NC_047151.1.2817	NC_047151.1	2817	F	617	46.52	53.48
NC_047151.1.2872	NC_047151.1	2872	F	565	68.32	31.68
NC_047151.1.2925	NC_047151.1	2925	F	383	71.28	28.72
NC_047151.1.3041	NC_047151.1	3041	F	170	39.41	60.59
NC_047151.1.3065	NC_047151.1	3065	F	162	58.02	41.98
NC_047151.1.3072	NC_047151.1	3072	F	158	66.46	33.54
NC_047151.1.3153	NC_047151.1	3153	F	174	44.83	55.17
NC_047151.1.3208	NC_047151.1	3208	F	251	70.92	29.08
NC_047151.1.3246	NC_047151.1	3246	F	306	77.12	22.88
NC_047151.1.3261	NC_047151.1	3261	F	279	79.57	20.43
NC_047151.1.3376	NC_047151.1	3376	F	202	50.00	50.00
NC_047151.1.3400	NC_047151.1	3400	F	213	51.64	48.36
NC_047151.1.3407	NC_047151.1	3407	F	214	70.09	29.91
NC_047151.1.3488	NC_047151.1	3488	F	223	52.02	47.98
NC_047151.1.3543	NC_047151.1	3543	F	188	74.47	25.53
NC_047151.1.356	NC_047151.1	356	F	360	37.50	62.50
NC_047151.1.3581	NC_047151.1	3581	F	209	76.56	23.44
NC_047151.1.3596	NC_047151.1	3596	F	191	81.15	18.85
NC_047151.1.3711	NC_047151.1	3711	F	64	42.19	57.81
NC_047151.1.3735	NC_047151.1	3735	F	39	43.59	56.41
NC_047151.1.3742	NC_047151.1	3742	F	33	57.58	42.42
NC_047151.1.380	NC_047151.1	380	F	312	63.78	36.22
NC_047151.1.387	NC_047151.1	387	F	303	67.99	32.01
NC_047151.1.3879	NC_047151.1	3879	F	48	75.00	25.00
NC_047151.1.3932	NC_047151.1	3932	F	89	82.02	17.98
NC_047151.1.4047	NC_047151.1	4047	F	109	35.78	64.22
NC_047151.1.4071	NC_047151.1	4071	F	95	60.00	40.00
NC_047151.1.4078	NC_047151.1	4078	F	95	68.42	31.58
NC_047151.1.4159	NC_047151.1	4159	F	212	50.94	49.06
NC_047151.1.4179	NC_047151.1	4179	F	202	50.00	50.00
NC_047151.1.4214	NC_047151.1	4214	F	269	70.63	29.37
NC_047151.1.4267	NC_047151.1	4267	F	342	56.73	43.27
NC_047151.1.4382	NC_047151.1	4382	F	282	42.20	57.80
NC_047151.1.44	NC_047151.1	44	F	56	60.71	39.29
NC_047151.1.4406	NC_047151.1	4406	F	220	59.55	40.45
NC_047151.1.4413	NC_047151.1	4413	F	216	67.59	32.41
NC_047151.1.4494	NC_047151.1	4494	F	99	50.51	49.49
NC_047151.1.4549	NC_047151.1	4549	F	55	81.82	18.18
NC_047151.1.4587	NC_047151.1	4587	F	50	68.00	32.00
NC_047151.1.4602	NC_047151.1	4602	F	76	80.26	19.74
NC_047151.1.468	NC_047151.1	468	F	257	43.19	56.81
NC_047151.1.4717	NC_047151.1	4717	F	88	34.09	65.91
NC_047151.1.4741	NC_047151.1	4741	F	62	59.68	40.32
NC_047151.1.4748	NC_047151.1	4748	F	63	63.49	36.51
NC_047151.1.4829	NC_047151.1	4829	F	94	52.13	47.87
NC_047151.1.488	NC_047151.1	488	F	244	36.89	63.11
NC_047151.1.4884	NC_047151.1	4884	F	117	72.65	27.35
NC_047151.1.4937	NC_047151.1	4937	F	90	84.44	15.56
NC_047151.1.5052	NC_047151.1	5052	F	121	45.45	54.55
NC_047151.1.5076	NC_047151.1	5076	F	115	68.70	31.30
NC_047151.1.5083	NC_047151.1	5083	F	107	69.16	30.84
NC_047151.1.51	NC_047151.1	51	F	60	83.33	16.67
NC_047151.1.5164	NC_047151.1	5164	F	62	37.10	62.90
NC_047151.1.5220	NC_047151.1	5220	F	104	73.08	26.92
NC_047151.1.523	NC_047151.1	523	F	220	66.36	33.64
NC_047151.1.5258	NC_047151.1	5258	F	320	75.31	24.69
NC_047151.1.5273	NC_047151.1	5273	F	330	79.09	20.91
NC_047151.1.5388	NC_047151.1	5388	F	285	48.07	51.93
NC_047151.1.5420	NC_047151.1	5420	F	181	68.51	31.49
NC_047151.1.5501	NC_047151.1	5501	F	216	45.83	54.17
NC_047151.1.5556	NC_047151.1	5556	F	273	67.77	32.23
NC_047151.1.5594	NC_047151.1	5594	F	270	75.56	24.44
NC_047151.1.5609	NC_047151.1	5609	F	251	77.69	22.31
NC_047151.1.5724	NC_047151.1	5724	F	72	40.28	59.72
NC_047151.1.5748	NC_047151.1	5748	F	80	61.25	38.75
NC_047151.1.5755	NC_047151.1	5755	F	79	74.68	25.32
NC_047151.1.576	NC_047151.1	576	F	237	78.90	21.10
NC_047151.1.5836	NC_047151.1	5836	F	73	46.58	53.42
NC_047151.1.5891	NC_047151.1	5891	F	60	71.67	28.33
NC_047151.1.5929	NC_047151.1	5929	F	74	75.68	24.32
