chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	8058	39.65	60.35
NC_047151.1.10107	NC_047151.1	10107	F	6329	63.37	36.63
NC_047151.1.10114	NC_047151.1	10114	F	5893	70.34	29.66
NC_047151.1.10195	NC_047151.1	10195	F	1067	39.83	60.17
NC_047151.1.10251	NC_047151.1	10251	F	454	66.96	33.04
NC_047151.1.1026	NC_047151.1	1026	F	313	43.13	56.87
NC_047151.1.10304	NC_047151.1	10304	F	508	75.79	24.21
NC_047151.1.10419	NC_047151.1	10419	F	792	38.13	61.87
NC_047151.1.10443	NC_047151.1	10443	F	730	61.51	38.49
NC_047151.1.10450	NC_047151.1	10450	F	693	70.71	29.29
NC_047151.1.1050	NC_047151.1	1050	F	296	69.93	30.07
NC_047151.1.10531	NC_047151.1	10531	F	232	50.43	49.57
NC_047151.1.10550	NC_047151.1	10550	F	98	41.84	58.16
NC_047151.1.1057	NC_047151.1	1057	F	299	76.25	23.75
NC_047151.1.10585	NC_047151.1	10585	F	298	73.49	26.51
NC_047151.1.10638	NC_047151.1	10638	F	659	77.85	22.15
NC_047151.1.10753	NC_047151.1	10753	F	772	28.89	71.11
NC_047151.1.10762	NC_047151.1	10762	F	675	40.59	59.41
NC_047151.1.10784	NC_047151.1	10784	F	589	57.72	42.28
NC_047151.1.10865	NC_047151.1	10865	F	243	42.39	57.61
NC_047151.1.10920	NC_047151.1	10920	F	159	64.78	35.22
NC_047151.1.10974	NC_047151.1	10974	F	80	83.75	16.25
NC_047151.1.11089	NC_047151.1	11089	F	226	49.56	50.44
NC_047151.1.11098	NC_047151.1	11098	F	206	56.31	43.69
NC_047151.1.11120	NC_047151.1	11120	F	329	62.01	37.99
NC_047151.1.11201	NC_047151.1	11201	F	783	52.87	47.13
NC_047151.1.11256	NC_047151.1	11256	F	945	66.88	33.12
NC_047151.1.11309	NC_047151.1	11309	F	918	78.87	21.13
NC_047151.1.1138	NC_047151.1	1138	F	377	40.32	59.68
NC_047151.1.11406	NC_047151.1	11406	F	1006	50.60	49.40
NC_047151.1.11424	NC_047151.1	11424	F	1100	33.82	66.18
NC_047151.1.11441	NC_047151.1	11441	F	1126	62.88	37.12
NC_047151.1.11448	NC_047151.1	11448	F	1182	59.98	40.02
NC_047151.1.11455	NC_047151.1	11455	F	1190	63.87	36.13
NC_047151.1.11536	NC_047151.1	11536	F	1295	45.17	54.83
NC_047151.1.11556	NC_047151.1	11556	F	1169	23.70	76.30
NC_047151.1.11591	NC_047151.1	11591	F	1035	71.98	28.02
NC_047151.1.11629	NC_047151.1	11629	F	809	67.74	32.26
NC_047151.1.11644	NC_047151.1	11644	F	646	79.41	20.59
NC_047151.1.11760	NC_047151.1	11760	F	437	31.81	68.19
NC_047151.1.11769	NC_047151.1	11769	F	382	39.79	60.21
NC_047151.1.11791	NC_047151.1	11791	F	391	61.64	38.36
NC_047151.1.11872	NC_047151.1	11872	F	118	49.15	50.85
NC_047151.1.11927	NC_047151.1	11927	F	35	74.29	25.71
NC_047151.1.1194	NC_047151.1	1194	F	332	71.99	28.01
NC_047151.1.11980	NC_047151.1	11980	F	45	86.67	13.33
NC_047151.1.12095	NC_047151.1	12095	F	157	50.32	49.68
NC_047151.1.12104	NC_047151.1	12104	F	195	51.28	48.72
NC_047151.1.12126	NC_047151.1	12126	F	226	68.58	31.42
NC_047151.1.12207	NC_047151.1	12207	F	273	46.15	53.85
NC_047151.1.12262	NC_047151.1	12262	F	156	67.95	32.05
NC_047151.1.12300	NC_047151.1	12300	F	127	66.14	33.86
NC_047151.1.12315	NC_047151.1	12315	F	70	71.43	28.57
NC_047151.1.12430	NC_047151.1	12430	F	53	45.28	54.72
NC_047151.1.12454	NC_047151.1	12454	F	68	64.71	35.29
NC_047151.1.12461	NC_047151.1	12461	F	71	69.01	30.99
NC_047151.1.1247	NC_047151.1	1247	F	216	65.74	34.26
NC_047151.1.12542	NC_047151.1	12542	F	42	45.24	54.76
NC_047151.1.12597	NC_047151.1	12597	F	20	90.00	10.00
NC_047151.1.12650	NC_047151.1	12650	F	42	78.57	21.43
NC_047151.1.12985	NC_047151.1	12985	F	22	54.55	45.45
NC_047151.1.13101	NC_047151.1	13101	F	23	52.17	47.83
NC_047151.1.132	NC_047151.1	132	F	618	45.79	54.21
NC_047151.1.1363	NC_047151.1	1363	F	133	33.08	66.92
NC_047151.1.13656	NC_047151.1	13656	F	71	81.69	18.31
NC_047151.1.13771	NC_047151.1	13771	F	125	32.00	68.00
NC_047151.1.13780	NC_047151.1	13780	F	118	38.98	61.02
NC_047151.1.13802	NC_047151.1	13802	F	127	60.63	39.37
NC_047151.1.1387	NC_047151.1	1387	F	135	64.44	35.56
NC_047151.1.13883	NC_047151.1	13883	F	143	60.84	39.16
NC_047151.1.13938	NC_047151.1	13938	F	131	66.41	33.59
NC_047151.1.1394	NC_047151.1	1394	F	133	65.41	34.59
NC_047151.1.13991	NC_047151.1	13991	F	61	60.66	39.34
NC_047151.1.14106	NC_047151.1	14106	F	103	33.01	66.99
NC_047151.1.14130	NC_047151.1	14130	F	132	60.61	39.39
NC_047151.1.14137	NC_047151.1	14137	F	136	64.71	35.29
NC_047151.1.14218	NC_047151.1	14218	F	99	47.47	52.53
NC_047151.1.14441	NC_047151.1	14441	F	43	37.21	62.79
NC_047151.1.14465	NC_047151.1	14465	F	46	73.91	26.09
NC_047151.1.14472	NC_047151.1	14472	F	55	70.91	29.09
NC_047151.1.14553	NC_047151.1	14553	F	44	45.45	54.55
NC_047151.1.14608	NC_047151.1	14608	F	68	80.88	19.12
NC_047151.1.14661	NC_047151.1	14661	F	80	82.50	17.50
NC_047151.1.1475	NC_047151.1	1475	F	106	52.83	47.17
NC_047151.1.14776	NC_047151.1	14776	F	67	38.81	61.19
NC_047151.1.14800	NC_047151.1	14800	F	71	43.66	56.34
NC_047151.1.14807	NC_047151.1	14807	F	77	59.74	40.26
NC_047151.1.14888	NC_047151.1	14888	F	31	45.16	54.84
NC_047151.1.15111	NC_047151.1	15111	F	28	21.43	78.57
NC_047151.1.15135	NC_047151.1	15135	F	34	61.76	38.24
NC_047151.1.15142	NC_047151.1	15142	F	35	65.71	34.29
NC_047151.1.15223	NC_047151.1	15223	F	37	27.03	72.97
NC_047151.1.15278	NC_047151.1	15278	F	62	64.52	35.48
NC_047151.1.1530	NC_047151.1	1530	F	73	60.27	39.73
NC_047151.1.15331	NC_047151.1	15331	F	166	84.94	15.06
NC_047151.1.15446	NC_047151.1	15446	F	440	39.32	60.68
NC_047151.1.15470	NC_047151.1	15470	F	508	60.24	39.76
NC_047151.1.15477	NC_047151.1	15477	F	502	64.54	35.46
NC_047151.1.15558	NC_047151.1	15558	F	318	46.54	53.46
NC_047151.1.15613	NC_047151.1	15613	F	145	71.03	28.97
NC_047151.1.15651	NC_047151.1	15651	F	44	75.00	25.00
NC_047151.1.15666	NC_047151.1	15666	F	33	78.79	21.21
NC_047151.1.1568	NC_047151.1	1568	F	75	66.67	33.33
NC_047151.1.15781	NC_047151.1	15781	F	108	37.04	62.96
NC_047151.1.15805	NC_047151.1	15805	F	125	66.40	33.60
NC_047151.1.15812	NC_047151.1	15812	F	140	75.00	25.00
NC_047151.1.1583	NC_047151.1	1583	F	73	83.56	16.44
NC_047151.1.15893	NC_047151.1	15893	F	189	46.03	53.97
NC_047151.1.15913	NC_047151.1	15913	F	195	28.72	71.28
NC_047151.1.15948	NC_047151.1	15948	F	238	57.56	42.44
NC_047151.1.15986	NC_047151.1	15986	F	222	69.82	30.18
NC_047151.1.16001	NC_047151.1	16001	F	210	77.14	22.86
NC_047151.1.16115	NC_047151.1	16115	F	64	21.88	78.12
NC_047151.1.16139	NC_047151.1	16139	F	44	45.45	54.55
NC_047151.1.16146	NC_047151.1	16146	F	38	57.89	42.11
NC_047151.1.1698	NC_047151.1	1698	F	63	22.22	77.78
NC_047151.1.1722	NC_047151.1	1722	F	40	65.00	35.00
NC_047151.1.1729	NC_047151.1	1729	F	37	70.27	29.73
NC_047151.1.1810	NC_047151.1	1810	F	53	56.60	43.40
NC_047151.1.1865	NC_047151.1	1865	F	65	76.92	23.08
NC_047151.1.187	NC_047151.1	187	F	1005	68.16	31.84
NC_047151.1.1918	NC_047151.1	1918	F	73	80.82	19.18
NC_047151.1.20	NC_047151.1	20	F	42	42.86	57.14
NC_047151.1.2033	NC_047151.1	2033	F	44	43.18	56.82
NC_047151.1.2057	NC_047151.1	2057	F	28	71.43	28.57
NC_047151.1.2064	NC_047151.1	2064	F	29	75.86	24.14
NC_047151.1.2201	NC_047151.1	2201	F	47	61.70	38.30
NC_047151.1.225	NC_047151.1	225	F	1187	78.18	21.82
NC_047151.1.2254	NC_047151.1	2254	F	124	90.32	9.68
NC_047151.1.2369	NC_047151.1	2369	F	107	45.79	54.21
NC_047151.1.2393	NC_047151.1	2393	F	73	68.49	31.51
NC_047151.1.240	NC_047151.1	240	F	1029	83.09	16.91
NC_047151.1.2400	NC_047151.1	2400	F	68	73.53	26.47
NC_047151.1.2481	NC_047151.1	2481	F	58	39.66	60.34
