chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	6641	41.02	58.98
NC_047151.1.10107	NC_047151.1	10107	F	5195	66.89	33.11
NC_047151.1.10114	NC_047151.1	10114	F	4776	73.53	26.47
NC_047151.1.10195	NC_047151.1	10195	F	883	41.90	58.10
NC_047151.1.10251	NC_047151.1	10251	F	394	69.29	30.71
NC_047151.1.1026	NC_047151.1	1026	F	185	49.19	50.81
NC_047151.1.10304	NC_047151.1	10304	F	439	78.13	21.87
NC_047151.1.10419	NC_047151.1	10419	F	596	40.94	59.06
NC_047151.1.10443	NC_047151.1	10443	F	542	64.39	35.61
NC_047151.1.10450	NC_047151.1	10450	F	533	74.11	25.89
NC_047151.1.1050	NC_047151.1	1050	F	181	66.30	33.70
NC_047151.1.10531	NC_047151.1	10531	F	173	47.98	52.02
NC_047151.1.10550	NC_047151.1	10550	F	61	39.34	60.66
NC_047151.1.1057	NC_047151.1	1057	F	182	70.33	29.67
NC_047151.1.10585	NC_047151.1	10585	F	182	77.47	22.53
NC_047151.1.10638	NC_047151.1	10638	F	465	80.86	19.14
NC_047151.1.10753	NC_047151.1	10753	F	515	33.01	66.99
NC_047151.1.10762	NC_047151.1	10762	F	451	37.47	62.53
NC_047151.1.10784	NC_047151.1	10784	F	369	63.41	36.59
NC_047151.1.10865	NC_047151.1	10865	F	162	54.94	45.06
NC_047151.1.10920	NC_047151.1	10920	F	100	72.00	28.00
NC_047151.1.10974	NC_047151.1	10974	F	63	80.95	19.05
NC_047151.1.11089	NC_047151.1	11089	F	167	40.72	59.28
NC_047151.1.11098	NC_047151.1	11098	F	155	58.71	41.29
NC_047151.1.11120	NC_047151.1	11120	F	242	68.18	31.82
NC_047151.1.11201	NC_047151.1	11201	F	488	60.04	39.96
NC_047151.1.11256	NC_047151.1	11256	F	597	71.02	28.98
NC_047151.1.11309	NC_047151.1	11309	F	555	83.24	16.76
NC_047151.1.1138	NC_047151.1	1138	F	189	49.21	50.79
NC_047151.1.11406	NC_047151.1	11406	F	654	56.73	43.27
NC_047151.1.11424	NC_047151.1	11424	F	737	36.09	63.91
NC_047151.1.11441	NC_047151.1	11441	F	726	60.88	39.12
NC_047151.1.11448	NC_047151.1	11448	F	812	58.74	41.26
NC_047151.1.11455	NC_047151.1	11455	F	820	63.90	36.10
NC_047151.1.11536	NC_047151.1	11536	F	931	48.66	51.34
NC_047151.1.11556	NC_047151.1	11556	F	837	24.73	75.27
NC_047151.1.11591	NC_047151.1	11591	F	781	70.81	29.19
NC_047151.1.11629	NC_047151.1	11629	F	633	68.09	31.91
NC_047151.1.11644	NC_047151.1	11644	F	533	82.74	17.26
NC_047151.1.11760	NC_047151.1	11760	F	325	34.46	65.54
NC_047151.1.11769	NC_047151.1	11769	F	300	35.67	64.33
NC_047151.1.11791	NC_047151.1	11791	F	294	60.54	39.46
NC_047151.1.11872	NC_047151.1	11872	F	104	40.38	59.62
NC_047151.1.11927	NC_047151.1	11927	F	33	84.85	15.15
NC_047151.1.1194	NC_047151.1	1194	F	177	72.32	27.68
NC_047151.1.11980	NC_047151.1	11980	F	44	79.55	20.45
NC_047151.1.12095	NC_047151.1	12095	F	152	55.26	44.74
NC_047151.1.12104	NC_047151.1	12104	F	171	60.23	39.77
NC_047151.1.12126	NC_047151.1	12126	F	205	75.12	24.88
NC_047151.1.12207	NC_047151.1	12207	F	234	47.01	52.99
NC_047151.1.12262	NC_047151.1	12262	F	147	70.75	29.25
NC_047151.1.12300	NC_047151.1	12300	F	109	61.47	38.53
NC_047151.1.12315	NC_047151.1	12315	F	74	72.97	27.03
NC_047151.1.12430	NC_047151.1	12430	F	38	34.21	65.79
NC_047151.1.12454	NC_047151.1	12454	F	44	52.27	47.73
NC_047151.1.12461	NC_047151.1	12461	F	47	70.21	29.79
NC_047151.1.1247	NC_047151.1	1247	F	124	71.77	28.23
NC_047151.1.12985	NC_047151.1	12985	F	26	84.62	15.38
NC_047151.1.13101	NC_047151.1	13101	F	24	16.67	83.33
NC_047151.1.13110	NC_047151.1	13110	F	22	27.27	72.73
NC_047151.1.132	NC_047151.1	132	F	457	47.26	52.74
NC_047151.1.1363	NC_047151.1	1363	F	72	43.06	56.94
NC_047151.1.13656	NC_047151.1	13656	F	51	88.24	11.76
NC_047151.1.13771	NC_047151.1	13771	F	94	26.60	73.40
NC_047151.1.13780	NC_047151.1	13780	F	87	34.48	65.52
NC_047151.1.13802	NC_047151.1	13802	F	84	61.90	38.10
NC_047151.1.1387	NC_047151.1	1387	F	71	54.93	45.07
NC_047151.1.13883	NC_047151.1	13883	F	116	59.48	40.52
NC_047151.1.13938	NC_047151.1	13938	F	106	76.42	23.58
NC_047151.1.1394	NC_047151.1	1394	F	77	53.25	46.75
NC_047151.1.13991	NC_047151.1	13991	F	54	64.81	35.19
NC_047151.1.14106	NC_047151.1	14106	F	98	32.65	67.35
NC_047151.1.14130	NC_047151.1	14130	F	127	62.20	37.80
NC_047151.1.14137	NC_047151.1	14137	F	130	70.77	29.23
NC_047151.1.14218	NC_047151.1	14218	F	96	53.12	46.88
NC_047151.1.14441	NC_047151.1	14441	F	43	27.91	72.09
NC_047151.1.14465	NC_047151.1	14465	F	44	50.00	50.00
NC_047151.1.14472	NC_047151.1	14472	F	41	65.85	34.15
NC_047151.1.14553	NC_047151.1	14553	F	37	45.95	54.05
NC_047151.1.14608	NC_047151.1	14608	F	46	60.87	39.13
NC_047151.1.14661	NC_047151.1	14661	F	55	81.82	18.18
NC_047151.1.1475	NC_047151.1	1475	F	82	47.56	52.44
NC_047151.1.14776	NC_047151.1	14776	F	61	18.03	81.97
NC_047151.1.14800	NC_047151.1	14800	F	69	57.97	42.03
NC_047151.1.14807	NC_047151.1	14807	F	65	66.15	33.85
NC_047151.1.14888	NC_047151.1	14888	F	25	40.00	60.00
NC_047151.1.15111	NC_047151.1	15111	F	27	40.74	59.26
NC_047151.1.15135	NC_047151.1	15135	F	36	55.56	44.44
NC_047151.1.15142	NC_047151.1	15142	F	35	77.14	22.86
NC_047151.1.15223	NC_047151.1	15223	F	27	33.33	66.67
NC_047151.1.15278	NC_047151.1	15278	F	50	76.00	24.00
NC_047151.1.1530	NC_047151.1	1530	F	77	64.94	35.06
NC_047151.1.15331	NC_047151.1	15331	F	143	81.82	18.18
NC_047151.1.15446	NC_047151.1	15446	F	349	37.82	62.18
NC_047151.1.15470	NC_047151.1	15470	F	384	59.11	40.89
NC_047151.1.15477	NC_047151.1	15477	F	368	67.12	32.88
NC_047151.1.15558	NC_047151.1	15558	F	222	54.50	45.50
NC_047151.1.15613	NC_047151.1	15613	F	106	69.81	30.19
NC_047151.1.15651	NC_047151.1	15651	F	35	85.71	14.29
NC_047151.1.15666	NC_047151.1	15666	F	26	80.77	19.23
NC_047151.1.1568	NC_047151.1	1568	F	64	68.75	31.25
NC_047151.1.15781	NC_047151.1	15781	F	137	45.99	54.01
NC_047151.1.15805	NC_047151.1	15805	F	153	59.48	40.52
NC_047151.1.15812	NC_047151.1	15812	F	153	75.82	24.18
NC_047151.1.1583	NC_047151.1	1583	F	58	84.48	15.52
NC_047151.1.15893	NC_047151.1	15893	F	155	47.74	52.26
NC_047151.1.15913	NC_047151.1	15913	F	185	23.24	76.76
NC_047151.1.15948	NC_047151.1	15948	F	195	67.18	32.82
NC_047151.1.15986	NC_047151.1	15986	F	188	70.21	29.79
NC_047151.1.16001	NC_047151.1	16001	F	179	87.71	12.29
NC_047151.1.16115	NC_047151.1	16115	F	37	27.03	72.97
NC_047151.1.16139	NC_047151.1	16139	F	30	63.33	36.67
NC_047151.1.16146	NC_047151.1	16146	F	29	58.62	41.38
NC_047151.1.1698	NC_047151.1	1698	F	45	28.89	71.11
NC_047151.1.1722	NC_047151.1	1722	F	28	60.71	39.29
NC_047151.1.1729	NC_047151.1	1729	F	28	75.00	25.00
NC_047151.1.1810	NC_047151.1	1810	F	28	85.71	14.29
NC_047151.1.1865	NC_047151.1	1865	F	39	56.41	43.59
NC_047151.1.187	NC_047151.1	187	F	725	69.24	30.76
NC_047151.1.1918	NC_047151.1	1918	F	50	78.00	22.00
NC_047151.1.20	NC_047151.1	20	F	31	35.48	64.52
NC_047151.1.2033	NC_047151.1	2033	F	22	27.27	72.73
NC_047151.1.2201	NC_047151.1	2201	F	33	69.70	30.30
NC_047151.1.225	NC_047151.1	225	F	858	81.82	18.18
NC_047151.1.2254	NC_047151.1	2254	F	94	81.91	18.09
NC_047151.1.2369	NC_047151.1	2369	F	83	46.99	53.01
NC_047151.1.2393	NC_047151.1	2393	F	53	56.60	43.40
NC_047151.1.240	NC_047151.1	240	F	763	86.63	13.37
NC_047151.1.2400	NC_047151.1	2400	F	50	78.00	22.00
NC_047151.1.2481	NC_047151.1	2481	F	45	53.33	46.67
NC_047151.1.2537	NC_047151.1	2537	F	431	80.05	19.95
NC_047151.1.2575	NC_047151.1	2575	F	913	86.31	13.69
NC_047151.1.2590	NC_047151.1	2590	F	781	86.43	13.57
NC_047151.1.2705	NC_047151.1	2705	F	404	39.36	60.64
NC_047151.1.2729	NC_047151.1	2729	F	292	66.10	33.90
NC_047151.1.2736	NC_047151.1	2736	F	299	71.57	28.43
