chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	6004	40.92	59.08
NC_047151.1.10107	NC_047151.1	10107	F	4877	65.90	34.10
NC_047151.1.10114	NC_047151.1	10114	F	4498	70.21	29.79
NC_047151.1.10195	NC_047151.1	10195	F	809	50.80	49.20
NC_047151.1.10251	NC_047151.1	10251	F	379	69.92	30.08
NC_047151.1.1026	NC_047151.1	1026	F	220	38.64	61.36
NC_047151.1.10304	NC_047151.1	10304	F	446	76.46	23.54
NC_047151.1.10419	NC_047151.1	10419	F	752	37.23	62.77
NC_047151.1.10443	NC_047151.1	10443	F	690	62.46	37.54
NC_047151.1.10450	NC_047151.1	10450	F	664	67.62	32.38
NC_047151.1.1050	NC_047151.1	1050	F	218	68.35	31.65
NC_047151.1.10531	NC_047151.1	10531	F	196	52.04	47.96
NC_047151.1.10550	NC_047151.1	10550	F	65	32.31	67.69
NC_047151.1.1057	NC_047151.1	1057	F	222	74.32	25.68
NC_047151.1.10585	NC_047151.1	10585	F	230	76.52	23.48
NC_047151.1.10638	NC_047151.1	10638	F	577	73.66	26.34
NC_047151.1.10753	NC_047151.1	10753	F	665	27.82	72.18
NC_047151.1.10762	NC_047151.1	10762	F	592	36.49	63.51
NC_047151.1.10784	NC_047151.1	10784	F	476	59.87	40.13
NC_047151.1.10865	NC_047151.1	10865	F	201	49.25	50.75
NC_047151.1.10920	NC_047151.1	10920	F	128	72.66	27.34
NC_047151.1.10974	NC_047151.1	10974	F	85	82.35	17.65
NC_047151.1.11089	NC_047151.1	11089	F	249	48.59	51.41
NC_047151.1.11098	NC_047151.1	11098	F	235	54.04	45.96
NC_047151.1.11120	NC_047151.1	11120	F	356	73.03	26.97
NC_047151.1.11201	NC_047151.1	11201	F	765	58.30	41.70
NC_047151.1.11256	NC_047151.1	11256	F	872	73.85	26.15
NC_047151.1.11309	NC_047151.1	11309	F	767	81.49	18.51
NC_047151.1.1138	NC_047151.1	1138	F	260	49.23	50.77
NC_047151.1.11406	NC_047151.1	11406	F	914	49.02	50.98
NC_047151.1.11424	NC_047151.1	11424	F	1024	35.45	64.55
NC_047151.1.11441	NC_047151.1	11441	F	1025	59.02	40.98
NC_047151.1.11448	NC_047151.1	11448	F	1148	56.71	43.29
NC_047151.1.11455	NC_047151.1	11455	F	1143	64.22	35.78
NC_047151.1.11536	NC_047151.1	11536	F	1104	50.27	49.73
NC_047151.1.11556	NC_047151.1	11556	F	980	25.31	74.69
NC_047151.1.11591	NC_047151.1	11591	F	817	69.89	30.11
NC_047151.1.11629	NC_047151.1	11629	F	583	64.49	35.51
NC_047151.1.11644	NC_047151.1	11644	F	429	76.92	23.08
NC_047151.1.11760	NC_047151.1	11760	F	314	35.99	64.01
NC_047151.1.11769	NC_047151.1	11769	F	291	35.40	64.60
NC_047151.1.11791	NC_047151.1	11791	F	278	57.55	42.45
NC_047151.1.11872	NC_047151.1	11872	F	100	52.00	48.00
NC_047151.1.11927	NC_047151.1	11927	F	47	76.60	23.40
NC_047151.1.1194	NC_047151.1	1194	F	248	63.71	36.29
NC_047151.1.11980	NC_047151.1	11980	F	49	87.76	12.24
NC_047151.1.12095	NC_047151.1	12095	F	170	43.53	56.47
NC_047151.1.12104	NC_047151.1	12104	F	190	56.32	43.68
NC_047151.1.12126	NC_047151.1	12126	F	218	71.56	28.44
NC_047151.1.12207	NC_047151.1	12207	F	243	53.50	46.50
NC_047151.1.12262	NC_047151.1	12262	F	139	69.78	30.22
NC_047151.1.12300	NC_047151.1	12300	F	88	72.73	27.27
NC_047151.1.12315	NC_047151.1	12315	F	61	77.05	22.95
NC_047151.1.12430	NC_047151.1	12430	F	58	32.76	67.24
NC_047151.1.12454	NC_047151.1	12454	F	69	60.87	39.13
NC_047151.1.12461	NC_047151.1	12461	F	70	70.00	30.00
NC_047151.1.1247	NC_047151.1	1247	F	176	73.86	26.14
NC_047151.1.12542	NC_047151.1	12542	F	27	51.85	48.15
NC_047151.1.12650	NC_047151.1	12650	F	20	90.00	10.00
NC_047151.1.12932	NC_047151.1	12932	F	22	77.27	22.73
NC_047151.1.12985	NC_047151.1	12985	F	29	65.52	34.48
NC_047151.1.13101	NC_047151.1	13101	F	21	9.52	90.48
NC_047151.1.132	NC_047151.1	132	F	540	51.30	48.70
NC_047151.1.1363	NC_047151.1	1363	F	100	34.00	66.00
NC_047151.1.13656	NC_047151.1	13656	F	72	86.11	13.89
NC_047151.1.13771	NC_047151.1	13771	F	165	33.94	66.06
NC_047151.1.13780	NC_047151.1	13780	F	146	39.73	60.27
NC_047151.1.13802	NC_047151.1	13802	F	147	65.31	34.69
NC_047151.1.1387	NC_047151.1	1387	F	92	55.43	44.57
NC_047151.1.13883	NC_047151.1	13883	F	150	60.67	39.33
NC_047151.1.13938	NC_047151.1	13938	F	127	69.29	30.71
NC_047151.1.1394	NC_047151.1	1394	F	94	48.94	51.06
NC_047151.1.13991	NC_047151.1	13991	F	50	78.00	22.00
NC_047151.1.14106	NC_047151.1	14106	F	125	43.20	56.80
NC_047151.1.14130	NC_047151.1	14130	F	150	62.67	37.33
NC_047151.1.14137	NC_047151.1	14137	F	163	68.71	31.29
NC_047151.1.14218	NC_047151.1	14218	F	99	45.45	54.55
NC_047151.1.14441	NC_047151.1	14441	F	30	30.00	70.00
NC_047151.1.14465	NC_047151.1	14465	F	28	78.57	21.43
NC_047151.1.14472	NC_047151.1	14472	F	33	66.67	33.33
NC_047151.1.14553	NC_047151.1	14553	F	24	41.67	58.33
NC_047151.1.14608	NC_047151.1	14608	F	35	71.43	28.57
NC_047151.1.14661	NC_047151.1	14661	F	43	88.37	11.63
NC_047151.1.1475	NC_047151.1	1475	F	72	43.06	56.94
NC_047151.1.14776	NC_047151.1	14776	F	60	33.33	66.67
NC_047151.1.14800	NC_047151.1	14800	F	63	50.79	49.21
NC_047151.1.14807	NC_047151.1	14807	F	66	81.82	18.18
NC_047151.1.14888	NC_047151.1	14888	F	29	65.52	34.48
NC_047151.1.15111	NC_047151.1	15111	F	34	32.35	67.65
NC_047151.1.15135	NC_047151.1	15135	F	36	72.22	27.78
NC_047151.1.15142	NC_047151.1	15142	F	37	67.57	32.43
NC_047151.1.15223	NC_047151.1	15223	F	28	32.14	67.86
NC_047151.1.15278	NC_047151.1	15278	F	42	78.57	21.43
NC_047151.1.1530	NC_047151.1	1530	F	77	61.04	38.96
