chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	8092	24.56	75.44
NC_047151.1.10107	NC_047151.1	10107	F	6329	54.54	45.46
NC_047151.1.10114	NC_047151.1	10114	F	5868	63.31	36.69
NC_047151.1.10195	NC_047151.1	10195	F	1011	33.23	66.77
NC_047151.1.10251	NC_047151.1	10251	F	470	57.66	42.34
NC_047151.1.1026	NC_047151.1	1026	F	336	23.21	76.79
NC_047151.1.10304	NC_047151.1	10304	F	516	81.40	18.60
NC_047151.1.10419	NC_047151.1	10419	F	849	20.14	79.86
NC_047151.1.10443	NC_047151.1	10443	F	767	42.24	57.76
NC_047151.1.10450	NC_047151.1	10450	F	748	56.82	43.18
NC_047151.1.1050	NC_047151.1	1050	F	316	49.68	50.32
NC_047151.1.10531	NC_047151.1	10531	F	235	42.13	57.87
NC_047151.1.10550	NC_047151.1	10550	F	91	24.18	75.82
NC_047151.1.1057	NC_047151.1	1057	F	323	60.37	39.63
NC_047151.1.10585	NC_047151.1	10585	F	322	56.83	43.17
NC_047151.1.10638	NC_047151.1	10638	F	686	79.45	20.55
NC_047151.1.10753	NC_047151.1	10753	F	792	14.77	85.23
NC_047151.1.10762	NC_047151.1	10762	F	665	22.86	77.14
NC_047151.1.10784	NC_047151.1	10784	F	563	46.89	53.11
NC_047151.1.10865	NC_047151.1	10865	F	249	45.78	54.22
NC_047151.1.10920	NC_047151.1	10920	F	169	63.31	36.69
NC_047151.1.10974	NC_047151.1	10974	F	81	85.19	14.81
NC_047151.1.11089	NC_047151.1	11089	F	228	25.88	74.12
NC_047151.1.11098	NC_047151.1	11098	F	221	33.48	66.52
NC_047151.1.11120	NC_047151.1	11120	F	314	53.82	46.18
NC_047151.1.11201	NC_047151.1	11201	F	803	52.30	47.70
NC_047151.1.11256	NC_047151.1	11256	F	1000	62.40	37.60
NC_047151.1.11309	NC_047151.1	11309	F	969	87.20	12.80
NC_047151.1.1138	NC_047151.1	1138	F	406	42.36	57.64
NC_047151.1.11406	NC_047151.1	11406	F	1192	31.46	68.54
NC_047151.1.11424	NC_047151.1	11424	F	1314	15.68	84.32
NC_047151.1.11441	NC_047151.1	11441	F	1307	47.28	52.72
NC_047151.1.11448	NC_047151.1	11448	F	1381	38.67	61.33
NC_047151.1.11455	NC_047151.1	11455	F	1385	47.08	52.92
NC_047151.1.11536	NC_047151.1	11536	F	1308	33.41	66.59
NC_047151.1.11556	NC_047151.1	11556	F	1154	16.38	83.62
NC_047151.1.11591	NC_047151.1	11591	F	1020	59.71	40.29
NC_047151.1.11629	NC_047151.1	11629	F	791	63.97	36.03
