chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	10624	38.15	61.85
NC_047151.1.10107	NC_047151.1	10107	F	8383	64.55	35.45
NC_047151.1.10114	NC_047151.1	10114	F	7726	70.70	29.30
NC_047151.1.10195	NC_047151.1	10195	F	1474	40.98	59.02
NC_047151.1.10251	NC_047151.1	10251	F	622	66.56	33.44
NC_047151.1.1026	NC_047151.1	1026	F	441	39.00	61.00
NC_047151.1.10304	NC_047151.1	10304	F	642	74.92	25.08
NC_047151.1.10419	NC_047151.1	10419	F	1016	32.97	67.03
NC_047151.1.10443	NC_047151.1	10443	F	950	61.47	38.53
NC_047151.1.10450	NC_047151.1	10450	F	903	71.98	28.02
NC_047151.1.1050	NC_047151.1	1050	F	453	67.33	32.67
NC_047151.1.10531	NC_047151.1	10531	F	314	52.55	47.45
NC_047151.1.10550	NC_047151.1	10550	F	125	29.60	70.40
NC_047151.1.1057	NC_047151.1	1057	F	450	75.33	24.67
NC_047151.1.10585	NC_047151.1	10585	F	358	70.67	29.33
NC_047151.1.10638	NC_047151.1	10638	F	884	80.32	19.68
NC_047151.1.10753	NC_047151.1	10753	F	989	24.17	75.83
NC_047151.1.10762	NC_047151.1	10762	F	864	35.88	64.12
NC_047151.1.10784	NC_047151.1	10784	F	744	56.72	43.28
NC_047151.1.10865	NC_047151.1	10865	F	343	48.98	51.02
NC_047151.1.10920	NC_047151.1	10920	F	228	64.47	35.53
NC_047151.1.10974	NC_047151.1	10974	F	105	74.29	25.71
NC_047151.1.11089	NC_047151.1	11089	F	336	41.67	58.33
NC_047151.1.11098	NC_047151.1	11098	F	334	48.80	51.20
NC_047151.1.11120	NC_047151.1	11120	F	499	65.93	34.07
NC_047151.1.11201	NC_047151.1	11201	F	1017	56.74	43.26
NC_047151.1.11256	NC_047151.1	11256	F	1187	68.58	31.42
NC_047151.1.11309	NC_047151.1	11309	F	1169	82.72	17.28
NC_047151.1.1138	NC_047151.1	1138	F	563	41.74	58.26
NC_047151.1.11406	NC_047151.1	11406	F	1381	49.89	50.11
NC_047151.1.11424	NC_047151.1	11424	F	1477	31.48	68.52
NC_047151.1.11441	NC_047151.1	11441	F	1481	58.95	41.05
NC_047151.1.11448	NC_047151.1	11448	F	1622	55.43	44.57
NC_047151.1.11455	NC_047151.1	11455	F	1599	61.54	38.46
NC_047151.1.11536	NC_047151.1	11536	F	1652	45.40	54.60
NC_047151.1.11556	NC_047151.1	11556	F	1444	23.96	76.04
NC_047151.1.11591	NC_047151.1	11591	F	1290	66.74	33.26
NC_047151.1.11629	NC_047151.1	11629	F	964	66.80	33.20
NC_047151.1.11644	NC_047151.1	11644	F	803	80.82	19.18
NC_047151.1.11760	NC_047151.1	11760	F	516	32.75	67.25
NC_047151.1.11769	NC_047151.1	11769	F	478	35.15	64.85
NC_047151.1.11791	NC_047151.1	11791	F	461	60.74	39.26
NC_047151.1.11872	NC_047151.1	11872	F	145	46.21	53.79
NC_047151.1.11927	NC_047151.1	11927	F	52	75.00	25.00
NC_047151.1.1194	NC_047151.1	1194	F	521	63.34	36.66
NC_047151.1.11980	NC_047151.1	11980	F	71	84.51	15.49
NC_047151.1.12095	NC_047151.1	12095	F	284	48.24	51.76
NC_047151.1.12104	NC_047151.1	12104	F	311	57.23	42.77
NC_047151.1.12126	NC_047151.1	12126	F	373	67.29	32.71
NC_047151.1.12207	NC_047151.1	12207	F	432	41.44	58.56
NC_047151.1.12262	NC_047151.1	12262	F	231	60.61	39.39
NC_047151.1.12300	NC_047151.1	12300	F	186	57.53	42.47
NC_047151.1.12315	NC_047151.1	12315	F	105	71.43	28.57
NC_047151.1.12430	NC_047151.1	12430	F	82	34.15	65.85
NC_047151.1.12454	NC_047151.1	12454	F	90	60.00	40.00
NC_047151.1.12461	NC_047151.1	12461	F	96	65.62	34.38
NC_047151.1.1247	NC_047151.1	1247	F	372	68.55	31.45
NC_047151.1.12542	NC_047151.1	12542	F	53	37.74	62.26
NC_047151.1.12597	NC_047151.1	12597	F	28	71.43	28.57
NC_047151.1.12650	NC_047151.1	12650	F	53	86.79	13.21
NC_047151.1.12765	NC_047151.1	12765	F	21	42.86	57.14
NC_047151.1.12877	NC_047151.1	12877	F	24	37.50	62.50
NC_047151.1.12932	NC_047151.1	12932	F	39	79.49	20.51
NC_047151.1.12985	NC_047151.1	12985	F	50	64.00	36.00
NC_047151.1.13101	NC_047151.1	13101	F	49	18.37	81.63
NC_047151.1.13110	NC_047151.1	13110	F	40	42.50	57.50
NC_047151.1.13132	NC_047151.1	13132	F	38	47.37	52.63
NC_047151.1.132	NC_047151.1	132	F	833	45.86	54.14
NC_047151.1.13213	NC_047151.1	13213	F	20	35.00	65.00
NC_047151.1.13321	NC_047151.1	13321	F	23	82.61	17.39
NC_047151.1.13548	NC_047151.1	13548	F	37	59.46	40.54
NC_047151.1.13603	NC_047151.1	13603	F	45	64.44	35.56
NC_047151.1.1363	NC_047151.1	1363	F	178	31.46	68.54
NC_047151.1.13656	NC_047151.1	13656	F	118	86.44	13.56
NC_047151.1.13771	NC_047151.1	13771	F	258	30.62	69.38
NC_047151.1.13780	NC_047151.1	13780	F	226	33.19	66.81
NC_047151.1.13802	NC_047151.1	13802	F	220	61.82	38.18
NC_047151.1.1387	NC_047151.1	1387	F	171	60.23	39.77
NC_047151.1.13883	NC_047151.1	13883	F	272	53.68	46.32
NC_047151.1.13938	NC_047151.1	13938	F	240	62.92	37.08
NC_047151.1.1394	NC_047151.1	1394	F	172	62.79	37.21
NC_047151.1.13991	NC_047151.1	13991	F	97	57.73	42.27
NC_047151.1.14106	NC_047151.1	14106	F	135	34.07	65.93
NC_047151.1.14130	NC_047151.1	14130	F	175	61.71	38.29
NC_047151.1.14137	NC_047151.1	14137	F	176	73.86	26.14
NC_047151.1.14218	NC_047151.1	14218	F	123	56.10	43.90
NC_047151.1.14441	NC_047151.1	14441	F	62	35.48	64.52
NC_047151.1.14465	NC_047151.1	14465	F	72	54.17	45.83
NC_047151.1.14472	NC_047151.1	14472	F	78	71.79	28.21
NC_047151.1.14553	NC_047151.1	14553	F	63	42.86	57.14
NC_047151.1.14608	NC_047151.1	14608	F	89	64.04	35.96
