chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	8230	34.13	65.87
NC_047151.1.10107	NC_047151.1	10107	F	6467	63.97	36.03
NC_047151.1.10114	NC_047151.1	10114	F	6032	67.62	32.38
NC_047151.1.10195	NC_047151.1	10195	F	1008	43.06	56.94
NC_047151.1.10251	NC_047151.1	10251	F	472	63.14	36.86
NC_047151.1.1026	NC_047151.1	1026	F	292	37.33	62.67
NC_047151.1.10304	NC_047151.1	10304	F	501	73.65	26.35
NC_047151.1.10419	NC_047151.1	10419	F	841	28.89	71.11
NC_047151.1.10443	NC_047151.1	10443	F	763	56.62	43.38
NC_047151.1.10450	NC_047151.1	10450	F	758	64.78	35.22
NC_047151.1.1050	NC_047151.1	1050	F	273	63.37	36.63
NC_047151.1.10531	NC_047151.1	10531	F	245	50.20	49.80
NC_047151.1.10550	NC_047151.1	10550	F	77	33.77	66.23
NC_047151.1.1057	NC_047151.1	1057	F	284	71.13	28.87
NC_047151.1.10585	NC_047151.1	10585	F	302	65.89	34.11
NC_047151.1.10638	NC_047151.1	10638	F	669	78.48	21.52
NC_047151.1.10753	NC_047151.1	10753	F	782	21.87	78.13
NC_047151.1.10762	NC_047151.1	10762	F	666	28.23	71.77
NC_047151.1.10784	NC_047151.1	10784	F	557	49.37	50.63
NC_047151.1.10865	NC_047151.1	10865	F	238	50.84	49.16
NC_047151.1.10920	NC_047151.1	10920	F	168	67.26	32.74
NC_047151.1.10974	NC_047151.1	10974	F	103	87.38	12.62
NC_047151.1.11089	NC_047151.1	11089	F	302	38.74	61.26
NC_047151.1.11098	NC_047151.1	11098	F	308	47.73	52.27
NC_047151.1.11120	NC_047151.1	11120	F	419	59.90	40.10
NC_047151.1.11201	NC_047151.1	11201	F	933	55.63	44.37
NC_047151.1.11256	NC_047151.1	11256	F	1101	66.12	33.88
NC_047151.1.11309	NC_047151.1	11309	F	1038	79.67	20.33
NC_047151.1.1138	NC_047151.1	1138	F	339	47.79	52.21
NC_047151.1.11406	NC_047151.1	11406	F	1158	45.68	54.32
NC_047151.1.11424	NC_047151.1	11424	F	1304	25.84	74.16
NC_047151.1.11441	NC_047151.1	11441	F	1267	55.25	44.75
NC_047151.1.11448	NC_047151.1	11448	F	1401	52.75	47.25
NC_047151.1.11455	NC_047151.1	11455	F	1368	58.70	41.30
NC_047151.1.11536	NC_047151.1	11536	F	1380	45.29	54.71
NC_047151.1.11556	NC_047151.1	11556	F	1272	24.14	75.86
NC_047151.1.11591	NC_047151.1	11591	F	1074	67.50	32.50
NC_047151.1.11629	NC_047151.1	11629	F	764	60.99	39.01
NC_047151.1.11644	NC_047151.1	11644	F	584	75.00	25.00
NC_047151.1.11760	NC_047151.1	11760	F	392	26.28	73.72
NC_047151.1.11769	NC_047151.1	11769	F	374	26.74	73.26
NC_047151.1.11791	NC_047151.1	11791	F	355	51.55	48.45
NC_047151.1.11872	NC_047151.1	11872	F	109	41.28	58.72
NC_047151.1.11927	NC_047151.1	11927	F	54	70.37	29.63
NC_047151.1.1194	NC_047151.1	1194	F	318	59.43	40.57
NC_047151.1.11980	NC_047151.1	11980	F	75	86.67	13.33
NC_047151.1.12095	NC_047151.1	12095	F	234	44.02	55.98
NC_047151.1.12104	NC_047151.1	12104	F	284	48.59	51.41
NC_047151.1.12126	NC_047151.1	12126	F	302	63.25	36.75
NC_047151.1.12207	NC_047151.1	12207	F	365	46.58	53.42
NC_047151.1.12262	NC_047151.1	12262	F	205	64.88	35.12
NC_047151.1.12300	NC_047151.1	12300	F	169	64.50	35.50
NC_047151.1.12315	NC_047151.1	12315	F	102	67.65	32.35
NC_047151.1.12430	NC_047151.1	12430	F	67	17.91	82.09
NC_047151.1.12454	NC_047151.1	12454	F	79	45.57	54.43
NC_047151.1.12461	NC_047151.1	12461	F	78	53.85	46.15
NC_047151.1.1247	NC_047151.1	1247	F	236	67.80	32.20
NC_047151.1.12542	NC_047151.1	12542	F	36	30.56	69.44
NC_047151.1.12650	NC_047151.1	12650	F	30	80.00	20.00
NC_047151.1.12932	NC_047151.1	12932	F	26	57.69	42.31
NC_047151.1.12985	NC_047151.1	12985	F	49	73.47	26.53
NC_047151.1.13101	NC_047151.1	13101	F	44	15.91	84.09
NC_047151.1.13110	NC_047151.1	13110	F	33	12.12	87.88
NC_047151.1.13132	NC_047151.1	13132	F	38	39.47	60.53
NC_047151.1.132	NC_047151.1	132	F	658	45.59	54.41
NC_047151.1.13548	NC_047151.1	13548	F	23	56.52	43.48
NC_047151.1.13603	NC_047151.1	13603	F	23	65.22	34.78
NC_047151.1.1363	NC_047151.1	1363	F	115	29.57	70.43
NC_047151.1.13656	NC_047151.1	13656	F	90	86.67	13.33
NC_047151.1.13771	NC_047151.1	13771	F	195	17.95	82.05
NC_047151.1.13780	NC_047151.1	13780	F	170	25.88	74.12
NC_047151.1.13802	NC_047151.1	13802	F	167	52.69	47.31
NC_047151.1.1387	NC_047151.1	1387	F	127	64.57	35.43
NC_047151.1.13883	NC_047151.1	13883	F	175	57.71	42.29
NC_047151.1.13938	NC_047151.1	13938	F	146	63.01	36.99
NC_047151.1.1394	NC_047151.1	1394	F	127	67.72	32.28
NC_047151.1.13991	NC_047151.1	13991	F	69	73.91	26.09
NC_047151.1.14106	NC_047151.1	14106	F	143	30.07	69.93
NC_047151.1.14130	NC_047151.1	14130	F	157	56.69	43.31
NC_047151.1.14137	NC_047151.1	14137	F	162	67.28	32.72
NC_047151.1.14218	NC_047151.1	14218	F	105	51.43	48.57
NC_047151.1.14441	NC_047151.1	14441	F	49	18.37	81.63
NC_047151.1.14465	NC_047151.1	14465	F	57	47.37	52.63
NC_047151.1.14472	NC_047151.1	14472	F	59	64.41	35.59
NC_047151.1.14553	NC_047151.1	14553	F	48	43.75	56.25
NC_047151.1.14608	NC_047151.1	14608	F	69	59.42	40.58
NC_047151.1.14661	NC_047151.1	14661	F	73	75.34	24.66
NC_047151.1.1475	NC_047151.1	1475	F	93	45.16	54.84
NC_047151.1.14776	NC_047151.1	14776	F	74	20.27	79.73
NC_047151.1.14800	NC_047151.1	14800	F	65	43.08	56.92
NC_047151.1.14807	NC_047151.1	14807	F	71	56.34	43.66
NC_047151.1.14888	NC_047151.1	14888	F	21	38.10	61.90
NC_047151.1.15111	NC_047151.1	15111	F	25	32.00	68.00
NC_047151.1.15135	NC_047151.1	15135	F	28	42.86	57.14
NC_047151.1.15142	NC_047151.1	15142	F	27	48.15	51.85
NC_047151.1.15223	NC_047151.1	15223	F	40	32.50	67.50
NC_047151.1.15278	NC_047151.1	15278	F	61	73.77	26.23
NC_047151.1.1530	NC_047151.1	1530	F	82	65.85	34.15
NC_047151.1.15331	NC_047151.1	15331	F	178	87.08	12.92
NC_047151.1.15446	NC_047151.1	15446	F	521	32.44	67.56
NC_047151.1.15470	NC_047151.1	15470	F	565	58.23	41.77
NC_047151.1.15477	NC_047151.1	15477	F	546	65.75	34.25
NC_047151.1.15558	NC_047151.1	15558	F	321	53.58	46.42
NC_047151.1.15613	NC_047151.1	15613	F	137	61.31	38.69
NC_047151.1.15651	NC_047151.1	15651	F	48	81.25	18.75
NC_047151.1.15666	NC_047151.1	15666	F	36	77.78	22.22
