chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	6631	31.82	68.18
NC_047151.1.10107	NC_047151.1	10107	F	5113	58.85	41.15
NC_047151.1.10114	NC_047151.1	10114	F	4849	64.30	35.70
NC_047151.1.10195	NC_047151.1	10195	F	804	42.79	57.21
NC_047151.1.10251	NC_047151.1	10251	F	401	62.34	37.66
NC_047151.1.1026	NC_047151.1	1026	F	285	30.18	69.82
NC_047151.1.10304	NC_047151.1	10304	F	426	73.00	27.00
NC_047151.1.10419	NC_047151.1	10419	F	714	30.25	69.75
NC_047151.1.10443	NC_047151.1	10443	F	673	53.49	46.51
NC_047151.1.10450	NC_047151.1	10450	F	648	60.03	39.97
NC_047151.1.1050	NC_047151.1	1050	F	288	56.94	43.06
NC_047151.1.10531	NC_047151.1	10531	F	210	54.29	45.71
NC_047151.1.10550	NC_047151.1	10550	F	76	32.89	67.11
NC_047151.1.1057	NC_047151.1	1057	F	298	65.77	34.23
NC_047151.1.10585	NC_047151.1	10585	F	248	61.29	38.71
NC_047151.1.10638	NC_047151.1	10638	F	566	78.45	21.55
NC_047151.1.10753	NC_047151.1	10753	F	702	20.51	79.49
NC_047151.1.10762	NC_047151.1	10762	F	607	29.82	70.18
NC_047151.1.10784	NC_047151.1	10784	F	520	45.58	54.42
NC_047151.1.10865	NC_047151.1	10865	F	232	50.00	50.00
NC_047151.1.10920	NC_047151.1	10920	F	168	60.12	39.88
NC_047151.1.10974	NC_047151.1	10974	F	94	76.60	23.40
NC_047151.1.11089	NC_047151.1	11089	F	253	34.39	65.61
NC_047151.1.11098	NC_047151.1	11098	F	241	41.49	58.51
NC_047151.1.11120	NC_047151.1	11120	F	329	57.45	42.55
NC_047151.1.11201	NC_047151.1	11201	F	681	56.98	43.02
NC_047151.1.11256	NC_047151.1	11256	F	787	69.63	30.37
NC_047151.1.11309	NC_047151.1	11309	F	689	83.60	16.40
NC_047151.1.1138	NC_047151.1	1138	F	404	44.31	55.69
NC_047151.1.11406	NC_047151.1	11406	F	859	41.91	58.09
NC_047151.1.11424	NC_047151.1	11424	F	977	26.41	73.59
NC_047151.1.11441	NC_047151.1	11441	F	959	50.05	49.95
NC_047151.1.11448	NC_047151.1	11448	F	1042	47.70	52.30
NC_047151.1.11455	NC_047151.1	11455	F	1020	52.06	47.94
NC_047151.1.11536	NC_047151.1	11536	F	1035	42.51	57.49
NC_047151.1.11556	NC_047151.1	11556	F	964	25.41	74.59
NC_047151.1.11591	NC_047151.1	11591	F	829	63.69	36.31
NC_047151.1.11629	NC_047151.1	11629	F	642	62.46	37.54
NC_047151.1.11644	NC_047151.1	11644	F	495	77.78	22.22
NC_047151.1.11760	NC_047151.1	11760	F	366	23.22	76.78
NC_047151.1.11769	NC_047151.1	11769	F	330	30.61	69.39
NC_047151.1.11791	NC_047151.1	11791	F	316	43.99	56.01
NC_047151.1.11872	NC_047151.1	11872	F	84	53.57	46.43
NC_047151.1.11927	NC_047151.1	11927	F	53	69.81	30.19
NC_047151.1.1194	NC_047151.1	1194	F	361	65.10	34.90
NC_047151.1.11980	NC_047151.1	11980	F	68	79.41	20.59
NC_047151.1.12095	NC_047151.1	12095	F	202	44.55	55.45
NC_047151.1.12104	NC_047151.1	12104	F	230	50.87	49.13
NC_047151.1.12126	NC_047151.1	12126	F	242	66.12	33.88
NC_047151.1.12207	NC_047151.1	12207	F	308	47.40	52.60
NC_047151.1.12262	NC_047151.1	12262	F	174	56.90	43.10
NC_047151.1.12300	NC_047151.1	12300	F	136	58.09	41.91
NC_047151.1.12315	NC_047151.1	12315	F	78	64.10	35.90
NC_047151.1.12430	NC_047151.1	12430	F	59	40.68	59.32
NC_047151.1.12454	NC_047151.1	12454	F	64	54.69	45.31
NC_047151.1.12461	NC_047151.1	12461	F	66	60.61	39.39
NC_047151.1.1247	NC_047151.1	1247	F	253	65.61	34.39
NC_047151.1.12542	NC_047151.1	12542	F	43	58.14	41.86
NC_047151.1.12597	NC_047151.1	12597	F	22	72.73	27.27
NC_047151.1.12650	NC_047151.1	12650	F	39	69.23	30.77
NC_047151.1.12765	NC_047151.1	12765	F	20	20.00	80.00
NC_047151.1.12774	NC_047151.1	12774	F	20	30.00	70.00
NC_047151.1.12796	NC_047151.1	12796	F	24	45.83	54.17
NC_047151.1.12877	NC_047151.1	12877	F	23	60.87	39.13
NC_047151.1.12932	NC_047151.1	12932	F	47	80.85	19.15
NC_047151.1.12985	NC_047151.1	12985	F	53	71.70	28.30
NC_047151.1.13101	NC_047151.1	13101	F	48	12.50	87.50
NC_047151.1.13110	NC_047151.1	13110	F	40	15.00	85.00
NC_047151.1.13132	NC_047151.1	13132	F	36	33.33	66.67
NC_047151.1.132	NC_047151.1	132	F	563	43.52	56.48
NC_047151.1.13213	NC_047151.1	13213	F	24	58.33	41.67
NC_047151.1.13268	NC_047151.1	13268	F	21	57.14	42.86
NC_047151.1.13548	NC_047151.1	13548	F	27	40.74	59.26
NC_047151.1.13603	NC_047151.1	13603	F	35	71.43	28.57
NC_047151.1.1363	NC_047151.1	1363	F	122	18.85	81.15
NC_047151.1.13656	NC_047151.1	13656	F	109	78.90	21.10
NC_047151.1.13771	NC_047151.1	13771	F	226	19.03	80.97
NC_047151.1.13780	NC_047151.1	13780	F	201	24.88	75.12
NC_047151.1.13802	NC_047151.1	13802	F	183	48.63	51.37
NC_047151.1.1387	NC_047151.1	1387	F	112	41.96	58.04
NC_047151.1.13883	NC_047151.1	13883	F	210	48.57	51.43
NC_047151.1.13938	NC_047151.1	13938	F	167	67.07	32.93
NC_047151.1.1394	NC_047151.1	1394	F	114	50.88	49.12
NC_047151.1.13991	NC_047151.1	13991	F	73	69.86	30.14
NC_047151.1.14106	NC_047151.1	14106	F	127	24.41	75.59
NC_047151.1.14130	NC_047151.1	14130	F	143	48.25	51.75
NC_047151.1.14137	NC_047151.1	14137	F	144	52.78	47.22
NC_047151.1.14218	NC_047151.1	14218	F	96	44.79	55.21
NC_047151.1.14273	NC_047151.1	14273	F	20	70.00	30.00
NC_047151.1.14441	NC_047151.1	14441	F	33	36.36	63.64
NC_047151.1.14465	NC_047151.1	14465	F	34	67.65	32.35
NC_047151.1.14472	NC_047151.1	14472	F	35	62.86	37.14
NC_047151.1.14553	NC_047151.1	14553	F	28	50.00	50.00
NC_047151.1.14608	NC_047151.1	14608	F	33	72.73	27.27
NC_047151.1.14661	NC_047151.1	14661	F	38	84.21	15.79
NC_047151.1.1475	NC_047151.1	1475	F	84	44.05	55.95
NC_047151.1.14776	NC_047151.1	14776	F	67	25.37	74.63
NC_047151.1.14800	NC_047151.1	14800	F	72	48.61	51.39
NC_047151.1.14807	NC_047151.1	14807	F	74	52.70	47.30
NC_047151.1.14888	NC_047151.1	14888	F	41	31.71	68.29
NC_047151.1.15111	NC_047151.1	15111	F	26	23.08	76.92
NC_047151.1.15135	NC_047151.1	15135	F	27	55.56	44.44
NC_047151.1.15142	NC_047151.1	15142	F	28	64.29	35.71
NC_047151.1.15223	NC_047151.1	15223	F	27	11.11	88.89
NC_047151.1.15278	NC_047151.1	15278	F	65	67.69	32.31
NC_047151.1.1530	NC_047151.1	1530	F	61	70.49	29.51
NC_047151.1.15331	NC_047151.1	15331	F	172	76.74	23.26
NC_047151.1.15446	NC_047151.1	15446	F	440	27.50	72.50
NC_047151.1.15470	NC_047151.1	15470	F	465	52.90	47.10
NC_047151.1.15477	NC_047151.1	15477	F	472	55.30	44.70
NC_047151.1.15558	NC_047151.1	15558	F	292	42.81	57.19
NC_047151.1.15613	NC_047151.1	15613	F	119	57.98	42.02
NC_047151.1.15651	NC_047151.1	15651	F	44	72.73	27.27
NC_047151.1.15666	NC_047151.1	15666	F	32	81.25	18.75
NC_047151.1.1568	NC_047151.1	1568	F	50	80.00	20.00
NC_047151.1.15719	NC_047151.1	15719	F	21	14.29	85.71
NC_047151.1.15781	NC_047151.1	15781	F	120	28.33	71.67
NC_047151.1.15805	NC_047151.1	15805	F	136	50.00	50.00
NC_047151.1.15812	NC_047151.1	15812	F	146	52.74	47.26
NC_047151.1.1583	NC_047151.1	1583	F	55	85.45	14.55
NC_047151.1.15893	NC_047151.1	15893	F	173	48.55	51.45
NC_047151.1.15913	NC_047151.1	15913	F	217	18.43	81.57
NC_047151.1.15948	NC_047151.1	15948	F	241	61.83	38.17
NC_047151.1.15986	NC_047151.1	15986	F	249	69.08	30.92
NC_047151.1.16001	NC_047151.1	16001	F	218	83.03	16.97
NC_047151.1.16115	NC_047151.1	16115	F	117	22.22	77.78
NC_047151.1.16139	NC_047151.1	16139	F	85	40.00	60.00
NC_047151.1.16146	NC_047151.1	16146	F	74	40.54	59.46
NC_047151.1.1698	NC_047151.1	1698	F	46	23.91	76.09
NC_047151.1.1722	NC_047151.1	1722	F	39	61.54	38.46
NC_047151.1.1729	NC_047151.1	1729	F	41	70.73	29.27
NC_047151.1.1810	NC_047151.1	1810	F	35	45.71	54.29
NC_047151.1.1865	NC_047151.1	1865	F	64	62.50	37.50
NC_047151.1.187	NC_047151.1	187	F	910	62.86	37.14
NC_047151.1.1918	NC_047151.1	1918	F	64	75.00	25.00
NC_047151.1.20	NC_047151.1	20	F	46	26.09	73.91
NC_047151.1.2033	NC_047151.1	2033	F	41	24.39	75.61
NC_047151.1.2057	NC_047151.1	2057	F	31	45.16	54.84
NC_047151.1.2064	NC_047151.1	2064	F	29	55.17	44.83
NC_047151.1.2201	NC_047151.1	2201	F	54	64.81	35.19
NC_047151.1.225	NC_047151.1	225	F	1069	77.92	22.08
NC_047151.1.2254	NC_047151.1	2254	F	111	86.49	13.51
NC_047151.1.2369	NC_047151.1	2369	F	83	30.12	69.88
NC_047151.1.2393	NC_047151.1	2393	F	63	50.79	49.21
NC_047151.1.240	NC_047151.1	240	F	819	80.22	19.78
NC_047151.1.2400	NC_047151.1	2400	F	63	52.38	47.62
NC_047151.1.2481	NC_047151.1	2481	F	41	51.22	48.78
NC_047151.1.2537	NC_047151.1	2537	F	486	71.60	28.40
NC_047151.1.2575	NC_047151.1	2575	F	899	79.31	20.69
NC_047151.1.2590	NC_047151.1	2590	F	685	77.81	22.19
NC_047151.1.2705	NC_047151.1	2705	F	424	31.60	68.40
NC_047151.1.2729	NC_047151.1	2729	F	314	56.69	43.31
NC_047151.1.2736	NC_047151.1	2736	F	307	63.52	36.48
NC_047151.1.2817	NC_047151.1	2817	F	866	44.92	55.08
NC_047151.1.2872	NC_047151.1	2872	F	788	61.93	38.07
NC_047151.1.2925	NC_047151.1	2925	F	563	67.50	32.50
NC_047151.1.3041	NC_047151.1	3041	F	262	29.01	70.99
NC_047151.1.3065	NC_047151.1	3065	F	255	49.02	50.98
NC_047151.1.3072	NC_047151.1	3072	F	261	54.02	45.98
NC_047151.1.3153	NC_047151.1	3153	F	294	48.98	51.02
NC_047151.1.3208	NC_047151.1	3208	F	418	67.70	32.30
NC_047151.1.3246	NC_047151.1	3246	F	498	72.89	27.11
NC_047151.1.3261	NC_047151.1	3261	F	418	79.67	20.33
NC_047151.1.3376	NC_047151.1	3376	F	395	33.92	66.08
NC_047151.1.3400	NC_047151.1	3400	F	367	44.69	55.31
NC_047151.1.3407	NC_047151.1	3407	F	378	60.32	39.68
NC_047151.1.3488	NC_047151.1	3488	F	407	46.68	53.32
NC_047151.1.3543	NC_047151.1	3543	F	376	69.95	30.05
NC_047151.1.356	NC_047151.1	356	F	543	24.49	75.51
NC_047151.1.3581	NC_047151.1	3581	F	367	75.20	24.80
NC_047151.1.3596	NC_047151.1	3596	F	307	80.13	19.87
NC_047151.1.3711	NC_047151.1	3711	F	96	35.42	64.58
NC_047151.1.3735	NC_047151.1	3735	F	57	43.86	56.14
NC_047151.1.3742	NC_047151.1	3742	F	57	64.91	35.09
NC_047151.1.380	NC_047151.1	380	F	406	44.09	55.91
NC_047151.1.3823	NC_047151.1	3823	F	26	50.00	50.00
NC_047151.1.387	NC_047151.1	387	F	399	54.39	45.61
NC_047151.1.3879	NC_047151.1	3879	F	102	60.78	39.22
NC_047151.1.3932	NC_047151.1	3932	F	149	70.47	29.53
NC_047151.1.4047	NC_047151.1	4047	F	141	32.62	67.38
NC_047151.1.4071	NC_047151.1	4071	F	156	49.36	50.64
NC_047151.1.4078	NC_047151.1	4078	F	158	60.13	39.87
NC_047151.1.4159	NC_047151.1	4159	F	315	52.70	47.30
NC_047151.1.4179	NC_047151.1	4179	F	301	46.18	53.82
NC_047151.1.4214	NC_047151.1	4214	F	396	65.91	34.09
NC_047151.1.4267	NC_047151.1	4267	F	448	60.04	39.96
NC_047151.1.4382	NC_047151.1	4382	F	390	30.00	70.00
NC_047151.1.44	NC_047151.1	44	F	96	37.50	62.50
NC_047151.1.4406	NC_047151.1	4406	F	304	46.38	53.62
NC_047151.1.4413	NC_047151.1	4413	F	312	55.77	44.23
NC_047151.1.4494	NC_047151.1	4494	F	151	53.64	46.36
NC_047151.1.4549	NC_047151.1	4549	F	73	65.75	34.25
NC_047151.1.4587	NC_047151.1	4587	F	82	56.10	43.90
NC_047151.1.4602	NC_047151.1	4602	F	97	87.63	12.37
NC_047151.1.468	NC_047151.1	468	F	409	42.30	57.70
NC_047151.1.4717	NC_047151.1	4717	F	158	32.91	67.09
NC_047151.1.4741	NC_047151.1	4741	F	112	61.61	38.39
NC_047151.1.4748	NC_047151.1	4748	F	109	68.81	31.19
NC_047151.1.4829	NC_047151.1	4829	F	176	49.43	50.57
NC_047151.1.488	NC_047151.1	488	F	391	29.92	70.08
NC_047151.1.4884	NC_047151.1	4884	F	178	67.98	32.02
NC_047151.1.4937	NC_047151.1	4937	F	105	69.52	30.48
NC_047151.1.5052	NC_047151.1	5052	F	155	21.29	78.71
NC_047151.1.5076	NC_047151.1	5076	F	147	51.70	48.30
NC_047151.1.5083	NC_047151.1	5083	F	152	57.89	42.11
NC_047151.1.51	NC_047151.1	51	F	112	50.89	49.11
NC_047151.1.5164	NC_047151.1	5164	F	88	46.59	53.41
NC_047151.1.5220	NC_047151.1	5220	F	155	71.61	28.39
NC_047151.1.523	NC_047151.1	523	F	356	57.58	42.42
NC_047151.1.5258	NC_047151.1	5258	F	405	72.10	27.90
NC_047151.1.5273	NC_047151.1	5273	F	400	77.00	23.00
NC_047151.1.5388	NC_047151.1	5388	F	451	30.60	69.40
NC_047151.1.5412	NC_047151.1	5412	F	37	48.65	51.35
NC_047151.1.5420	NC_047151.1	5420	F	315	61.59	38.41
NC_047151.1.5501	NC_047151.1	5501	F	395	46.58	53.42
NC_047151.1.5556	NC_047151.1	5556	F	440	67.95	32.05
NC_047151.1.5594	NC_047151.1	5594	F	436	71.79	28.21
NC_047151.1.5609	NC_047151.1	5609	F	372	76.61	23.39
NC_047151.1.5724	NC_047151.1	5724	F	161	22.98	77.02
NC_047151.1.5748	NC_047151.1	5748	F	152	48.68	51.32
NC_047151.1.5755	NC_047151.1	5755	F	158	50.00	50.00
NC_047151.1.576	NC_047151.1	576	F	341	81.23	18.77
NC_047151.1.5836	NC_047151.1	5836	F	116	43.10	56.90
NC_047151.1.5891	NC_047151.1	5891	F	78	69.23	30.77
NC_047151.1.5929	NC_047151.1	5929	F	98	70.41	29.59
NC_047151.1.5944	NC_047151.1	5944	F	104	86.54	13.46
NC_047151.1.6059	NC_047151.1	6059	F	246	28.46	71.54
NC_047151.1.6083	NC_047151.1	6083	F	239	59.83	40.17
NC_047151.1.6090	NC_047151.1	6090	F	230	69.13	30.87
NC_047151.1.6171	NC_047151.1	6171	F	302	47.68	52.32
NC_047151.1.6191	NC_047151.1	6191	F	307	39.09	60.91
NC_047151.1.6226	NC_047151.1	6226	F	306	69.93	30.07
NC_047151.1.6279	NC_047151.1	6279	F	430	71.86	28.14
NC_047151.1.6394	NC_047151.1	6394	F	685	25.84	74.16
NC_047151.1.6425	NC_047151.1	6425	F	549	51.37	48.63
NC_047151.1.6506	NC_047151.1	6506	F	174	47.13	52.87
NC_047151.1.6562	NC_047151.1	6562	F	221	69.23	30.77
NC_047151.1.6600	NC_047151.1	6600	F	398	68.09	31.91
NC_047151.1.6615	NC_047151.1	6615	F	365	76.99	23.01
NC_047151.1.6730	NC_047151.1	6730	F	610	23.77	76.23
NC_047151.1.6754	NC_047151.1	6754	F	465	46.24	53.76
NC_047151.1.6761	NC_047151.1	6761	F	463	53.13	46.87
NC_047151.1.6842	NC_047151.1	6842	F	305	52.46	47.54
NC_047151.1.6862	NC_047151.1	6862	F	313	39.62	60.38
NC_047151.1.6897	NC_047151.1	6897	F	315	61.90	38.10
NC_047151.1.691	NC_047151.1	691	F	566	32.86	67.14
NC_047151.1.6950	NC_047151.1	6950	F	269	71.00	29.00
NC_047151.1.7066	NC_047151.1	7066	F	320	30.94	69.06
NC_047151.1.7090	NC_047151.1	7090	F	315	49.84	50.16
NC_047151.1.7097	NC_047151.1	7097	F	322	61.18	38.82
NC_047151.1.715	NC_047151.1	715	F	493	56.80	43.20
NC_047151.1.7178	NC_047151.1	7178	F	289	44.29	55.71
NC_047151.1.722	NC_047151.1	722	F	479	65.76	34.24
NC_047151.1.7233	NC_047151.1	7233	F	355	63.94	36.06
NC_047151.1.7271	NC_047151.1	7271	F	366	70.49	29.51
NC_047151.1.7286	NC_047151.1	7286	F	303	75.25	24.75
NC_047151.1.7401	NC_047151.1	7401	F	127	23.62	76.38
