chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	8160	31.84	68.16
NC_047151.1.10107	NC_047151.1	10107	F	6315	55.93	44.07
NC_047151.1.10114	NC_047151.1	10114	F	5894	64.12	35.88
NC_047151.1.10195	NC_047151.1	10195	F	1057	39.26	60.74
NC_047151.1.10251	NC_047151.1	10251	F	567	62.26	37.74
NC_047151.1.1026	NC_047151.1	1026	F	418	25.36	74.64
NC_047151.1.10304	NC_047151.1	10304	F	590	75.42	24.58
NC_047151.1.10419	NC_047151.1	10419	F	894	29.19	70.81
NC_047151.1.10443	NC_047151.1	10443	F	829	50.42	49.58
NC_047151.1.10450	NC_047151.1	10450	F	802	61.60	38.40
NC_047151.1.1050	NC_047151.1	1050	F	390	55.90	44.10
NC_047151.1.10531	NC_047151.1	10531	F	259	51.35	48.65
NC_047151.1.10550	NC_047151.1	10550	F	115	38.26	61.74
NC_047151.1.1057	NC_047151.1	1057	F	383	67.10	32.90
NC_047151.1.10585	NC_047151.1	10585	F	338	66.86	33.14
NC_047151.1.10638	NC_047151.1	10638	F	758	80.21	19.79
NC_047151.1.10753	NC_047151.1	10753	F	909	17.38	82.62
NC_047151.1.10762	NC_047151.1	10762	F	778	29.82	70.18
NC_047151.1.10784	NC_047151.1	10784	F	687	50.80	49.20
NC_047151.1.10865	NC_047151.1	10865	F	317	53.00	47.00
NC_047151.1.10920	NC_047151.1	10920	F	237	68.35	31.65
NC_047151.1.10974	NC_047151.1	10974	F	141	75.89	24.11
NC_047151.1.11089	NC_047151.1	11089	F	332	30.12	69.88
NC_047151.1.11098	NC_047151.1	11098	F	328	42.38	57.62
NC_047151.1.11120	NC_047151.1	11120	F	465	58.28	41.72
NC_047151.1.11201	NC_047151.1	11201	F	959	55.47	44.53
NC_047151.1.11256	NC_047151.1	11256	F	1099	66.24	33.76
NC_047151.1.11309	NC_047151.1	11309	F	1017	83.97	16.03
NC_047151.1.1138	NC_047151.1	1138	F	526	41.83	58.17
NC_047151.1.11406	NC_047151.1	11406	F	1170	43.33	56.67
NC_047151.1.11424	NC_047151.1	11424	F	1252	25.88	74.12
NC_047151.1.11441	NC_047151.1	11441	F	1261	50.12	49.88
NC_047151.1.11448	NC_047151.1	11448	F	1383	47.14	52.86
NC_047151.1.11455	NC_047151.1	11455	F	1351	52.04	47.96
NC_047151.1.11536	NC_047151.1	11536	F	1404	41.38	58.62
NC_047151.1.11556	NC_047151.1	11556	F	1284	24.30	75.70
