chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	6215	27.03	72.97
NC_047151.1.10107	NC_047151.1	10107	F	4857	58.27	41.73
NC_047151.1.10114	NC_047151.1	10114	F	4546	64.12	35.88
NC_047151.1.10195	NC_047151.1	10195	F	704	37.07	62.93
NC_047151.1.10251	NC_047151.1	10251	F	419	53.46	46.54
NC_047151.1.1026	NC_047151.1	1026	F	244	24.59	75.41
NC_047151.1.10304	NC_047151.1	10304	F	497	78.87	21.13
NC_047151.1.10419	NC_047151.1	10419	F	814	27.03	72.97
NC_047151.1.10443	NC_047151.1	10443	F	718	49.86	50.14
NC_047151.1.10450	NC_047151.1	10450	F	708	57.49	42.51
NC_047151.1.1050	NC_047151.1	1050	F	233	59.66	40.34
NC_047151.1.10531	NC_047151.1	10531	F	193	56.48	43.52
NC_047151.1.10550	NC_047151.1	10550	F	79	27.85	72.15
NC_047151.1.1057	NC_047151.1	1057	F	253	64.03	35.97
NC_047151.1.10585	NC_047151.1	10585	F	241	61.00	39.00
NC_047151.1.10638	NC_047151.1	10638	F	587	79.39	20.61
NC_047151.1.10753	NC_047151.1	10753	F	768	17.71	82.29
NC_047151.1.10762	NC_047151.1	10762	F	674	23.00	77.00
NC_047151.1.10784	NC_047151.1	10784	F	555	46.85	53.15
NC_047151.1.10865	NC_047151.1	10865	F	204	45.59	54.41
NC_047151.1.10920	NC_047151.1	10920	F	151	62.91	37.09
NC_047151.1.10974	NC_047151.1	10974	F	101	77.23	22.77
NC_047151.1.11089	NC_047151.1	11089	F	291	29.55	70.45
NC_047151.1.11098	NC_047151.1	11098	F	263	35.74	64.26
NC_047151.1.11120	NC_047151.1	11120	F	390	53.85	46.15
NC_047151.1.11201	NC_047151.1	11201	F	777	52.90	47.10
NC_047151.1.11256	NC_047151.1	11256	F	918	63.73	36.27
NC_047151.1.11309	NC_047151.1	11309	F	879	84.41	15.59
NC_047151.1.1138	NC_047151.1	1138	F	369	41.19	58.81
NC_047151.1.11406	NC_047151.1	11406	F	956	39.44	60.56
NC_047151.1.11424	NC_047151.1	11424	F	1099	23.02	76.98
NC_047151.1.11441	NC_047151.1	11441	F	1050	48.76	51.24
NC_047151.1.11448	NC_047151.1	11448	F	1158	46.72	53.28
NC_047151.1.11455	NC_047151.1	11455	F	1143	51.27	48.73
NC_047151.1.11536	NC_047151.1	11536	F	1146	44.59	55.41
NC_047151.1.11556	NC_047151.1	11556	F	1052	22.34	77.66
NC_047151.1.11591	NC_047151.1	11591	F	875	62.17	37.83
NC_047151.1.11629	NC_047151.1	11629	F	648	58.95	41.05
NC_047151.1.11644	NC_047151.1	11644	F	483	77.23	22.77
NC_047151.1.11760	NC_047151.1	11760	F	367	20.16	79.84
NC_047151.1.11769	NC_047151.1	11769	F	329	25.23	74.77
NC_047151.1.11791	NC_047151.1	11791	F	317	48.90	51.10
NC_047151.1.11872	NC_047151.1	11872	F	104	46.15	53.85
NC_047151.1.11927	NC_047151.1	11927	F	59	74.58	25.42
NC_047151.1.1194	NC_047151.1	1194	F	366	59.29	40.71
NC_047151.1.11980	NC_047151.1	11980	F	55	90.91	9.09
NC_047151.1.12095	NC_047151.1	12095	F	186	36.02	63.98
NC_047151.1.12104	NC_047151.1	12104	F	198	40.91	59.09
NC_047151.1.12126	NC_047151.1	12126	F	237	62.87	37.13
NC_047151.1.12207	NC_047151.1	12207	F	287	44.25	55.75
NC_047151.1.12262	NC_047151.1	12262	F	160	57.50	42.50
NC_047151.1.12300	NC_047151.1	12300	F	121	61.98	38.02
NC_047151.1.12315	NC_047151.1	12315	F	71	59.15	40.85
NC_047151.1.12430	NC_047151.1	12430	F	70	30.00	70.00
NC_047151.1.12454	NC_047151.1	12454	F	70	55.71	44.29
NC_047151.1.12461	NC_047151.1	12461	F	65	64.62	35.38
NC_047151.1.1247	NC_047151.1	1247	F	281	65.48	34.52
NC_047151.1.12542	NC_047151.1	12542	F	27	33.33	66.67
NC_047151.1.12650	NC_047151.1	12650	F	32	75.00	25.00
NC_047151.1.12877	NC_047151.1	12877	F	21	47.62	52.38
NC_047151.1.12932	NC_047151.1	12932	F	35	77.14	22.86
NC_047151.1.12985	NC_047151.1	12985	F	35	74.29	25.71
NC_047151.1.13101	NC_047151.1	13101	F	33	18.18	81.82
NC_047151.1.13110	NC_047151.1	13110	F	24	8.33	91.67
NC_047151.1.13132	NC_047151.1	13132	F	27	25.93	74.07
NC_047151.1.132	NC_047151.1	132	F	500	42.20	57.80
NC_047151.1.13603	NC_047151.1	13603	F	21	52.38	47.62
NC_047151.1.1363	NC_047151.1	1363	F	102	25.49	74.51
NC_047151.1.13656	NC_047151.1	13656	F	90	90.00	10.00
NC_047151.1.13771	NC_047151.1	13771	F	186	16.67	83.33
NC_047151.1.13780	NC_047151.1	13780	F	170	22.94	77.06
NC_047151.1.13802	NC_047151.1	13802	F	159	45.91	54.09
