chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	8309	27.96	72.04
NC_047151.1.10107	NC_047151.1	10107	F	6460	56.69	43.31
NC_047151.1.10114	NC_047151.1	10114	F	6052	62.01	37.99
NC_047151.1.10195	NC_047151.1	10195	F	1032	39.44	60.56
NC_047151.1.10251	NC_047151.1	10251	F	502	63.55	36.45
NC_047151.1.1026	NC_047151.1	1026	F	350	33.14	66.86
NC_047151.1.10304	NC_047151.1	10304	F	564	80.85	19.15
NC_047151.1.10419	NC_047151.1	10419	F	814	24.57	75.43
NC_047151.1.10443	NC_047151.1	10443	F	730	47.26	52.74
NC_047151.1.10450	NC_047151.1	10450	F	721	57.98	42.02
NC_047151.1.1050	NC_047151.1	1050	F	354	57.06	42.94
NC_047151.1.10531	NC_047151.1	10531	F	216	44.91	55.09
NC_047151.1.10550	NC_047151.1	10550	F	83	22.89	77.11
NC_047151.1.1057	NC_047151.1	1057	F	360	63.33	36.67
NC_047151.1.10585	NC_047151.1	10585	F	272	68.38	31.62
NC_047151.1.10638	NC_047151.1	10638	F	657	84.78	15.22
NC_047151.1.10753	NC_047151.1	10753	F	731	15.32	84.68
NC_047151.1.10762	NC_047151.1	10762	F	637	22.76	77.24
NC_047151.1.10784	NC_047151.1	10784	F	525	47.81	52.19
NC_047151.1.10865	NC_047151.1	10865	F	230	44.78	55.22
NC_047151.1.10920	NC_047151.1	10920	F	150	70.00	30.00
NC_047151.1.10974	NC_047151.1	10974	F	79	84.81	15.19
NC_047151.1.11089	NC_047151.1	11089	F	261	34.48	65.52
NC_047151.1.11098	NC_047151.1	11098	F	249	41.77	58.23
NC_047151.1.11120	NC_047151.1	11120	F	363	55.65	44.35
NC_047151.1.11201	NC_047151.1	11201	F	772	54.53	45.47
NC_047151.1.11256	NC_047151.1	11256	F	945	66.35	33.65
NC_047151.1.11309	NC_047151.1	11309	F	891	84.18	15.82
NC_047151.1.1138	NC_047151.1	1138	F	439	44.42	55.58
NC_047151.1.11406	NC_047151.1	11406	F	1077	41.23	58.77
NC_047151.1.11424	NC_047151.1	11424	F	1226	24.14	75.86
NC_047151.1.11441	NC_047151.1	11441	F	1219	47.99	52.01
NC_047151.1.11448	NC_047151.1	11448	F	1320	47.05	52.95
NC_047151.1.11455	NC_047151.1	11455	F	1337	51.98	48.02
NC_047151.1.11536	NC_047151.1	11536	F	1365	42.56	57.44
NC_047151.1.11556	NC_047151.1	11556	F	1254	24.16	75.84
NC_047151.1.11591	NC_047151.1	11591	F	1095	67.58	32.42
NC_047151.1.11629	NC_047151.1	11629	F	844	62.91	37.09
