chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	7834	29.12	70.88
NC_047151.1.10107	NC_047151.1	10107	F	6099	61.27	38.73
NC_047151.1.10114	NC_047151.1	10114	F	5673	67.37	32.63
NC_047151.1.10195	NC_047151.1	10195	F	976	46.31	53.69
NC_047151.1.10251	NC_047151.1	10251	F	537	57.54	42.46
NC_047151.1.1026	NC_047151.1	1026	F	390	32.56	67.44
NC_047151.1.10304	NC_047151.1	10304	F	580	77.41	22.59
NC_047151.1.10419	NC_047151.1	10419	F	997	26.38	73.62
NC_047151.1.10443	NC_047151.1	10443	F	893	56.89	43.11
NC_047151.1.10450	NC_047151.1	10450	F	844	61.73	38.27
NC_047151.1.1050	NC_047151.1	1050	F	373	63.81	36.19
NC_047151.1.10531	NC_047151.1	10531	F	273	54.21	45.79
NC_047151.1.10550	NC_047151.1	10550	F	116	37.07	62.93
NC_047151.1.1057	NC_047151.1	1057	F	385	66.23	33.77
NC_047151.1.10585	NC_047151.1	10585	F	345	66.96	33.04
NC_047151.1.10638	NC_047151.1	10638	F	801	81.90	18.10
NC_047151.1.10753	NC_047151.1	10753	F	997	18.05	81.95
NC_047151.1.10762	NC_047151.1	10762	F	835	28.02	71.98
NC_047151.1.10784	NC_047151.1	10784	F	713	51.47	48.53
NC_047151.1.10865	NC_047151.1	10865	F	299	57.53	42.47
NC_047151.1.10920	NC_047151.1	10920	F	189	64.55	35.45
NC_047151.1.10974	NC_047151.1	10974	F	119	77.31	22.69
NC_047151.1.11089	NC_047151.1	11089	F	358	28.77	71.23
NC_047151.1.11098	NC_047151.1	11098	F	341	38.71	61.29
NC_047151.1.11120	NC_047151.1	11120	F	487	64.07	35.93
NC_047151.1.11201	NC_047151.1	11201	F	1097	61.71	38.29
NC_047151.1.11256	NC_047151.1	11256	F	1329	68.92	31.08
NC_047151.1.11309	NC_047151.1	11309	F	1248	85.90	14.10
NC_047151.1.1138	NC_047151.1	1138	F	493	44.02	55.98
NC_047151.1.11406	NC_047151.1	11406	F	1288	41.07	58.93
NC_047151.1.11424	NC_047151.1	11424	F	1413	21.80	78.20
NC_047151.1.11441	NC_047151.1	11441	F	1357	50.26	49.74
NC_047151.1.11448	NC_047151.1	11448	F	1468	47.28	52.72
NC_047151.1.11455	NC_047151.1	11455	F	1442	54.51	45.49
NC_047151.1.11536	NC_047151.1	11536	F	1455	46.80	53.20
NC_047151.1.11556	NC_047151.1	11556	F	1330	25.34	74.66
NC_047151.1.11591	NC_047151.1	11591	F	1122	67.65	32.35
NC_047151.1.11629	NC_047151.1	11629	F	862	60.79	39.21
NC_047151.1.11644	NC_047151.1	11644	F	699	79.97	20.03
NC_047151.1.11760	NC_047151.1	11760	F	487	20.33	79.67
NC_047151.1.11769	NC_047151.1	11769	F	434	25.35	74.65
NC_047151.1.11791	NC_047151.1	11791	F	419	53.94	46.06
NC_047151.1.11872	NC_047151.1	11872	F	119	58.82	41.18
NC_047151.1.11927	NC_047151.1	11927	F	58	72.41	27.59
NC_047151.1.1194	NC_047151.1	1194	F	448	62.28	37.72
NC_047151.1.11980	NC_047151.1	11980	F	75	84.00	16.00
NC_047151.1.12095	NC_047151.1	12095	F	290	38.97	61.03
NC_047151.1.12104	NC_047151.1	12104	F	336	44.64	55.36
NC_047151.1.12126	NC_047151.1	12126	F	387	64.08	35.92
NC_047151.1.12207	NC_047151.1	12207	F	462	50.00	50.00
NC_047151.1.12262	NC_047151.1	12262	F	261	56.32	43.68
NC_047151.1.12300	NC_047151.1	12300	F	191	70.16	29.84
NC_047151.1.12315	NC_047151.1	12315	F	97	80.41	19.59
NC_047151.1.12430	NC_047151.1	12430	F	75	29.33	70.67
NC_047151.1.12454	NC_047151.1	12454	F	90	56.67	43.33
NC_047151.1.12461	NC_047151.1	12461	F	90	67.78	32.22
NC_047151.1.1247	NC_047151.1	1247	F	373	71.31	28.69
NC_047151.1.12542	NC_047151.1	12542	F	39	43.59	56.41
NC_047151.1.12597	NC_047151.1	12597	F	26	73.08	26.92
NC_047151.1.12650	NC_047151.1	12650	F	29	62.07	37.93
NC_047151.1.12765	NC_047151.1	12765	F	25	12.00	88.00
NC_047151.1.12774	NC_047151.1	12774	F	25	20.00	80.00
NC_047151.1.12796	NC_047151.1	12796	F	24	37.50	62.50
NC_047151.1.12877	NC_047151.1	12877	F	30	36.67	63.33
NC_047151.1.12932	NC_047151.1	12932	F	47	74.47	25.53
NC_047151.1.12985	NC_047151.1	12985	F	47	82.98	17.02
NC_047151.1.13101	NC_047151.1	13101	F	45	11.11	88.89
NC_047151.1.13110	NC_047151.1	13110	F	34	17.65	82.35
NC_047151.1.13132	NC_047151.1	13132	F	36	47.22	52.78
NC_047151.1.132	NC_047151.1	132	F	702	49.43	50.57
NC_047151.1.13213	NC_047151.1	13213	F	22	45.45	54.55
NC_047151.1.13548	NC_047151.1	13548	F	23	60.87	39.13
NC_047151.1.13603	NC_047151.1	13603	F	35	77.14	22.86
NC_047151.1.1363	NC_047151.1	1363	F	181	22.10	77.90
NC_047151.1.13656	NC_047151.1	13656	F	109	83.49	16.51
NC_047151.1.13771	NC_047151.1	13771	F	218	18.81	81.19
NC_047151.1.13780	NC_047151.1	13780	F	198	26.77	73.23
NC_047151.1.13802	NC_047151.1	13802	F	215	55.35	44.65
NC_047151.1.1387	NC_047151.1	1387	F	167	49.10	50.90
NC_047151.1.13883	NC_047151.1	13883	F	252	59.52	40.48
NC_047151.1.13938	NC_047151.1	13938	F	218	66.51	33.49
NC_047151.1.1394	NC_047151.1	1394	F	172	63.37	36.63
NC_047151.1.13991	NC_047151.1	13991	F	86	73.26	26.74
NC_047151.1.14106	NC_047151.1	14106	F	129	25.58	74.42
NC_047151.1.14130	NC_047151.1	14130	F	151	54.30	45.70
NC_047151.1.14137	NC_047151.1	14137	F	158	56.33	43.67
NC_047151.1.14218	NC_047151.1	14218	F	98	53.06	46.94
NC_047151.1.14441	NC_047151.1	14441	F	46	21.74	78.26
NC_047151.1.14465	NC_047151.1	14465	F	53	41.51	58.49
NC_047151.1.14472	NC_047151.1	14472	F	55	60.00	40.00
NC_047151.1.14553	NC_047151.1	14553	F	40	37.50	62.50
NC_047151.1.14608	NC_047151.1	14608	F	57	56.14	43.86
NC_047151.1.14661	NC_047151.1	14661	F	68	80.88	19.12
NC_047151.1.1475	NC_047151.1	1475	F	157	50.96	49.04
NC_047151.1.14776	NC_047151.1	14776	F	81	17.28	82.72
NC_047151.1.14800	NC_047151.1	14800	F	88	40.91	59.09
NC_047151.1.14807	NC_047151.1	14807	F	89	50.56	49.44
NC_047151.1.14888	NC_047151.1	14888	F	44	45.45	54.55
NC_047151.1.14943	NC_047151.1	14943	F	26	50.00	50.00
NC_047151.1.14958	NC_047151.1	14958	F	20	15.00	85.00
NC_047151.1.15111	NC_047151.1	15111	F	47	14.89	85.11
NC_047151.1.15135	NC_047151.1	15135	F	46	41.30	58.70
NC_047151.1.15142	NC_047151.1	15142	F	44	43.18	56.82
NC_047151.1.15223	NC_047151.1	15223	F	40	27.50	72.50
NC_047151.1.15278	NC_047151.1	15278	F	80	63.75	36.25
NC_047151.1.1530	NC_047151.1	1530	F	138	63.77	36.23
NC_047151.1.15331	NC_047151.1	15331	F	215	86.05	13.95
NC_047151.1.15446	NC_047151.1	15446	F	597	24.79	75.21
NC_047151.1.15470	NC_047151.1	15470	F	653	52.07	47.93
NC_047151.1.15477	NC_047151.1	15477	F	643	60.19	39.81
NC_047151.1.15558	NC_047151.1	15558	F	379	49.60	50.40
NC_047151.1.15613	NC_047151.1	15613	F	169	65.68	34.32
NC_047151.1.15651	NC_047151.1	15651	F	54	66.67	33.33
NC_047151.1.15666	NC_047151.1	15666	F	39	79.49	20.51
NC_047151.1.1568	NC_047151.1	1568	F	117	64.96	35.04
NC_047151.1.15719	NC_047151.1	15719	F	21	4.76	95.24
NC_047151.1.15781	NC_047151.1	15781	F	186	24.73	75.27
NC_047151.1.15805	NC_047151.1	15805	F	200	51.50	48.50
NC_047151.1.15812	NC_047151.1	15812	F	213	63.38	36.62
NC_047151.1.1583	NC_047151.1	1583	F	99	76.77	23.23
NC_047151.1.15893	NC_047151.1	15893	F	227	53.74	46.26
NC_047151.1.15913	NC_047151.1	15913	F	270	30.37	69.63
NC_047151.1.15948	NC_047151.1	15948	F	306	57.52	42.48
NC_047151.1.15986	NC_047151.1	15986	F	279	69.18	30.82
NC_047151.1.16001	NC_047151.1	16001	F	261	86.97	13.03
NC_047151.1.16115	NC_047151.1	16115	F	83	22.89	77.11
NC_047151.1.16139	NC_047151.1	16139	F	65	35.38	64.62
NC_047151.1.16146	NC_047151.1	16146	F	62	33.87	66.13
NC_047151.1.1698	NC_047151.1	1698	F	71	16.90	83.10
NC_047151.1.1722	NC_047151.1	1722	F	60	50.00	50.00
NC_047151.1.1729	NC_047151.1	1729	F	54	61.11	38.89
NC_047151.1.1810	NC_047151.1	1810	F	66	56.06	43.94
NC_047151.1.1865	NC_047151.1	1865	F	81	60.49	39.51
NC_047151.1.187	NC_047151.1	187	F	1180	62.97	37.03
NC_047151.1.1918	NC_047151.1	1918	F	89	79.78	20.22
NC_047151.1.20	NC_047151.1	20	F	60	23.33	76.67
NC_047151.1.2033	NC_047151.1	2033	F	44	18.18	81.82
NC_047151.1.2057	NC_047151.1	2057	F	35	54.29	45.71
NC_047151.1.2064	NC_047151.1	2064	F	32	56.25	43.75
NC_047151.1.2201	NC_047151.1	2201	F	79	59.49	40.51
NC_047151.1.225	NC_047151.1	225	F	1363	83.57	16.43
NC_047151.1.2254	NC_047151.1	2254	F	151	90.73	9.27
NC_047151.1.2369	NC_047151.1	2369	F	117	23.93	76.07
NC_047151.1.2393	NC_047151.1	2393	F	96	59.38	40.62
NC_047151.1.240	NC_047151.1	240	F	1231	87.65	12.35
NC_047151.1.2400	NC_047151.1	2400	F	96	65.62	34.38
NC_047151.1.2481	NC_047151.1	2481	F	62	38.71	61.29
NC_047151.1.2537	NC_047151.1	2537	F	664	71.69	28.31
NC_047151.1.2575	NC_047151.1	2575	F	1308	86.31	13.69
NC_047151.1.2590	NC_047151.1	2590	F	1158	87.91	12.09
NC_047151.1.2705	NC_047151.1	2705	F	588	25.17	74.83
NC_047151.1.2729	NC_047151.1	2729	F	431	59.86	40.14
NC_047151.1.2736	NC_047151.1	2736	F	434	70.74	29.26
NC_047151.1.2817	NC_047151.1	2817	F	1279	50.66	49.34
NC_047151.1.2872	NC_047151.1	2872	F	1180	61.44	38.56
NC_047151.1.2925	NC_047151.1	2925	F	859	74.16	25.84
NC_047151.1.3041	NC_047151.1	3041	F	369	25.20	74.80
NC_047151.1.3065	NC_047151.1	3065	F	371	52.02	47.98
NC_047151.1.3072	NC_047151.1	3072	F	371	65.50	34.50
NC_047151.1.3153	NC_047151.1	3153	F	414	48.55	51.45
NC_047151.1.3208	NC_047151.1	3208	F	600	67.17	32.83
NC_047151.1.3246	NC_047151.1	3246	F	719	77.05	22.95
NC_047151.1.3261	NC_047151.1	3261	F	640	83.44	16.56
NC_047151.1.3376	NC_047151.1	3376	F	544	31.62	68.38
NC_047151.1.3400	NC_047151.1	3400	F	539	48.05	51.95
NC_047151.1.3407	NC_047151.1	3407	F	535	67.66	32.34
NC_047151.1.3488	NC_047151.1	3488	F	553	52.62	47.38
NC_047151.1.3543	NC_047151.1	3543	F	513	69.40	30.60
