chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	5467	29.49	70.51
NC_047151.1.10107	NC_047151.1	10107	F	4335	59.47	40.53
NC_047151.1.10114	NC_047151.1	10114	F	4062	67.85	32.15
NC_047151.1.10195	NC_047151.1	10195	F	727	42.37	57.63
NC_047151.1.10251	NC_047151.1	10251	F	418	63.64	36.36
NC_047151.1.1026	NC_047151.1	1026	F	210	31.43	68.57
NC_047151.1.10304	NC_047151.1	10304	F	530	86.79	13.21
NC_047151.1.10419	NC_047151.1	10419	F	892	26.23	73.77
NC_047151.1.10443	NC_047151.1	10443	F	810	52.35	47.65
NC_047151.1.10450	NC_047151.1	10450	F	776	60.31	39.69
NC_047151.1.1050	NC_047151.1	1050	F	204	58.82	41.18
NC_047151.1.10531	NC_047151.1	10531	F	228	44.74	55.26
NC_047151.1.10550	NC_047151.1	10550	F	93	21.51	78.49
NC_047151.1.1057	NC_047151.1	1057	F	198	66.16	33.84
NC_047151.1.10585	NC_047151.1	10585	F	259	57.53	42.47
NC_047151.1.10638	NC_047151.1	10638	F	645	87.75	12.25
NC_047151.1.10753	NC_047151.1	10753	F	729	18.24	81.76
NC_047151.1.10762	NC_047151.1	10762	F	625	26.88	73.12
NC_047151.1.10784	NC_047151.1	10784	F	524	54.39	45.61
NC_047151.1.10865	NC_047151.1	10865	F	217	50.69	49.31
NC_047151.1.10920	NC_047151.1	10920	F	123	66.67	33.33
NC_047151.1.10974	NC_047151.1	10974	F	84	85.71	14.29
NC_047151.1.11089	NC_047151.1	11089	F	258	30.62	69.38
NC_047151.1.11098	NC_047151.1	11098	F	231	44.16	55.84
NC_047151.1.11120	NC_047151.1	11120	F	336	59.82	40.18
NC_047151.1.11201	NC_047151.1	11201	F	634	57.26	42.74
NC_047151.1.11256	NC_047151.1	11256	F	724	66.57	33.43
NC_047151.1.11309	NC_047151.1	11309	F	651	85.71	14.29
NC_047151.1.1138	NC_047151.1	1138	F	222	47.30	52.70
NC_047151.1.11406	NC_047151.1	11406	F	776	34.79	65.21
NC_047151.1.11424	NC_047151.1	11424	F	884	20.02	79.98
NC_047151.1.11441	NC_047151.1	11441	F	855	41.75	58.25
NC_047151.1.11448	NC_047151.1	11448	F	958	44.68	55.32
NC_047151.1.11455	NC_047151.1	11455	F	976	52.66	47.34
NC_047151.1.11536	NC_047151.1	11536	F	976	44.77	55.23
NC_047151.1.11556	NC_047151.1	11556	F	879	30.03	69.97
NC_047151.1.11591	NC_047151.1	11591	F	750	69.20	30.80
NC_047151.1.11629	NC_047151.1	11629	F	512	68.16	31.84
NC_047151.1.11644	NC_047151.1	11644	F	405	86.17	13.83
NC_047151.1.11760	NC_047151.1	11760	F	276	21.38	78.62
NC_047151.1.11769	NC_047151.1	11769	F	258	24.81	75.19
NC_047151.1.11791	NC_047151.1	11791	F	249	58.63	41.37
NC_047151.1.11872	NC_047151.1	11872	F	86	52.33	47.67
NC_047151.1.11927	NC_047151.1	11927	F	32	59.38	40.62
NC_047151.1.1194	NC_047151.1	1194	F	203	61.58	38.42
NC_047151.1.11980	NC_047151.1	11980	F	49	89.80	10.20
NC_047151.1.12095	NC_047151.1	12095	F	204	29.90	70.10
NC_047151.1.12104	NC_047151.1	12104	F	216	40.28	59.72
