chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	7489	27.56	72.44
NC_047151.1.10107	NC_047151.1	10107	F	5961	58.53	41.47
NC_047151.1.10114	NC_047151.1	10114	F	5493	66.05	33.95
NC_047151.1.10195	NC_047151.1	10195	F	858	39.63	60.37
NC_047151.1.10251	NC_047151.1	10251	F	476	60.50	39.50
NC_047151.1.1026	NC_047151.1	1026	F	289	29.41	70.59
NC_047151.1.10304	NC_047151.1	10304	F	559	85.51	14.49
NC_047151.1.10419	NC_047151.1	10419	F	930	25.27	74.73
NC_047151.1.10443	NC_047151.1	10443	F	839	51.13	48.87
NC_047151.1.10450	NC_047151.1	10450	F	823	59.17	40.83
NC_047151.1.1050	NC_047151.1	1050	F	288	53.12	46.88
NC_047151.1.10531	NC_047151.1	10531	F	221	45.70	54.30
NC_047151.1.10550	NC_047151.1	10550	F	71	29.58	70.42
NC_047151.1.1057	NC_047151.1	1057	F	307	63.52	36.48
NC_047151.1.10585	NC_047151.1	10585	F	268	70.15	29.85
NC_047151.1.10638	NC_047151.1	10638	F	623	84.11	15.89
NC_047151.1.10753	NC_047151.1	10753	F	791	17.95	82.05
NC_047151.1.10762	NC_047151.1	10762	F	682	25.66	74.34
NC_047151.1.10784	NC_047151.1	10784	F	584	45.72	54.28
NC_047151.1.10865	NC_047151.1	10865	F	182	47.80	52.20
NC_047151.1.10920	NC_047151.1	10920	F	139	64.75	35.25
NC_047151.1.10974	NC_047151.1	10974	F	94	87.23	12.77
NC_047151.1.11089	NC_047151.1	11089	F	260	30.00	70.00
NC_047151.1.11098	NC_047151.1	11098	F	240	34.17	65.83
NC_047151.1.11120	NC_047151.1	11120	F	367	59.40	40.60
NC_047151.1.11201	NC_047151.1	11201	F	770	57.01	42.99
NC_047151.1.11256	NC_047151.1	11256	F	900	66.67	33.33
NC_047151.1.11309	NC_047151.1	11309	F	822	86.62	13.38
NC_047151.1.1138	NC_047151.1	1138	F	352	42.61	57.39
NC_047151.1.11406	NC_047151.1	11406	F	946	39.11	60.89
NC_047151.1.11424	NC_047151.1	11424	F	1035	20.68	79.32
NC_047151.1.11441	NC_047151.1	11441	F	1027	53.75	46.25
NC_047151.1.11448	NC_047151.1	11448	F	1132	47.79	52.21
NC_047151.1.11455	NC_047151.1	11455	F	1136	53.17	46.83
NC_047151.1.11536	NC_047151.1	11536	F	1192	39.77	60.23
NC_047151.1.11556	NC_047151.1	11556	F	1065	21.13	78.87
NC_047151.1.11591	NC_047151.1	11591	F	927	65.70	34.30
NC_047151.1.11629	NC_047151.1	11629	F	716	65.78	34.22
NC_047151.1.11644	NC_047151.1	11644	F	536	84.14	15.86
NC_047151.1.11760	NC_047151.1	11760	F	377	21.49	78.51
NC_047151.1.11769	NC_047151.1	11769	F	345	27.83	72.17
NC_047151.1.11791	NC_047151.1	11791	F	338	52.66	47.34
NC_047151.1.11872	NC_047151.1	11872	F	105	53.33	46.67
NC_047151.1.11927	NC_047151.1	11927	F	57	78.95	21.05
