chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	7234	29.67	70.33
NC_047151.1.10107	NC_047151.1	10107	F	5573	59.21	40.79
NC_047151.1.10114	NC_047151.1	10114	F	5148	65.50	34.50
NC_047151.1.10195	NC_047151.1	10195	F	898	39.09	60.91
NC_047151.1.10251	NC_047151.1	10251	F	447	59.06	40.94
NC_047151.1.1026	NC_047151.1	1026	F	262	28.63	71.37
NC_047151.1.10304	NC_047151.1	10304	F	469	77.40	22.60
NC_047151.1.10419	NC_047151.1	10419	F	691	22.43	77.57
NC_047151.1.10443	NC_047151.1	10443	F	637	50.39	49.61
NC_047151.1.10450	NC_047151.1	10450	F	625	59.52	40.48
NC_047151.1.1050	NC_047151.1	1050	F	253	56.52	43.48
NC_047151.1.10531	NC_047151.1	10531	F	187	50.80	49.20
NC_047151.1.10550	NC_047151.1	10550	F	85	28.24	71.76
NC_047151.1.1057	NC_047151.1	1057	F	250	64.80	35.20
NC_047151.1.10585	NC_047151.1	10585	F	278	62.95	37.05
NC_047151.1.10638	NC_047151.1	10638	F	590	83.56	16.44
NC_047151.1.10753	NC_047151.1	10753	F	663	15.99	84.01
NC_047151.1.10762	NC_047151.1	10762	F	576	24.31	75.69
NC_047151.1.10784	NC_047151.1	10784	F	495	49.29	50.71
NC_047151.1.10865	NC_047151.1	10865	F	220	45.91	54.09
NC_047151.1.10920	NC_047151.1	10920	F	165	63.03	36.97
NC_047151.1.10974	NC_047151.1	10974	F	84	73.81	26.19
NC_047151.1.11089	NC_047151.1	11089	F	261	33.33	66.67
NC_047151.1.11098	NC_047151.1	11098	F	249	42.17	57.83
NC_047151.1.11120	NC_047151.1	11120	F	368	60.87	39.13
NC_047151.1.11201	NC_047151.1	11201	F	708	55.93	44.07
NC_047151.1.11256	NC_047151.1	11256	F	818	67.48	32.52
NC_047151.1.11309	NC_047151.1	11309	F	754	84.08	15.92
NC_047151.1.1138	NC_047151.1	1138	F	293	36.86	63.14
