chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	7890	41.01	58.99
NC_047151.1.10107	NC_047151.1	10107	F	6271	62.27	37.73
NC_047151.1.10114	NC_047151.1	10114	F	5815	65.64	34.36
NC_047151.1.10195	NC_047151.1	10195	F	1100	46.36	53.64
NC_047151.1.10251	NC_047151.1	10251	F	486	63.58	36.42
NC_047151.1.1026	NC_047151.1	1026	F	313	34.50	65.50
NC_047151.1.10304	NC_047151.1	10304	F	492	73.17	26.83
NC_047151.1.10419	NC_047151.1	10419	F	762	39.37	60.63
NC_047151.1.10443	NC_047151.1	10443	F	690	60.72	39.28
NC_047151.1.10450	NC_047151.1	10450	F	663	66.37	33.63
NC_047151.1.1050	NC_047151.1	1050	F	319	62.07	37.93
NC_047151.1.10531	NC_047151.1	10531	F	206	56.31	43.69
NC_047151.1.10550	NC_047151.1	10550	F	83	25.30	74.70
NC_047151.1.1057	NC_047151.1	1057	F	314	62.42	37.58
NC_047151.1.10585	NC_047151.1	10585	F	273	64.84	35.16
NC_047151.1.10638	NC_047151.1	10638	F	650	73.85	26.15
NC_047151.1.10753	NC_047151.1	10753	F	694	27.23	72.77
NC_047151.1.10762	NC_047151.1	10762	F	625	34.08	65.92
NC_047151.1.10784	NC_047151.1	10784	F	532	54.89	45.11
NC_047151.1.10865	NC_047151.1	10865	F	242	54.55	45.45
NC_047151.1.10920	NC_047151.1	10920	F	178	70.22	29.78
NC_047151.1.10974	NC_047151.1	10974	F	87	77.01	22.99
NC_047151.1.11089	NC_047151.1	11089	F	249	39.76	60.24
NC_047151.1.11098	NC_047151.1	11098	F	251	46.22	53.78
NC_047151.1.11120	NC_047151.1	11120	F	346	62.14	37.86
NC_047151.1.11201	NC_047151.1	11201	F	817	57.28	42.72
NC_047151.1.11256	NC_047151.1	11256	F	972	70.06	29.94
NC_047151.1.11309	NC_047151.1	11309	F	920	76.30	23.70
NC_047151.1.1138	NC_047151.1	1138	F	393	52.67	47.33
NC_047151.1.11406	NC_047151.1	11406	F	1105	51.31	48.69
NC_047151.1.11424	NC_047151.1	11424	F	1209	36.97	63.03
NC_047151.1.11441	NC_047151.1	11441	F	1156	59.08	40.92
NC_047151.1.11448	NC_047151.1	11448	F	1289	57.87	42.13
NC_047151.1.11455	NC_047151.1	11455	F	1269	61.39	38.61
NC_047151.1.11536	NC_047151.1	11536	F	1346	50.67	49.33
NC_047151.1.11556	NC_047151.1	11556	F	1251	22.94	77.06
NC_047151.1.11591	NC_047151.1	11591	F	1078	67.16	32.84
NC_047151.1.11629	NC_047151.1	11629	F	827	60.82	39.18
NC_047151.1.11644	NC_047151.1	11644	F	643	72.78	27.22
NC_047151.1.11760	NC_047151.1	11760	F	394	33.76	66.24
NC_047151.1.11769	NC_047151.1	11769	F	368	37.23	62.77
NC_047151.1.11791	NC_047151.1	11791	F	346	55.49	44.51
NC_047151.1.11872	NC_047151.1	11872	F	103	50.49	49.51
NC_047151.1.11927	NC_047151.1	11927	F	54	59.26	40.74
NC_047151.1.1194	NC_047151.1	1194	F	389	60.93	39.07
NC_047151.1.11980	NC_047151.1	11980	F	73	73.97	26.03
NC_047151.1.12095	NC_047151.1	12095	F	227	43.61	56.39
NC_047151.1.12104	NC_047151.1	12104	F	256	51.17	48.83
NC_047151.1.12126	NC_047151.1	12126	F	286	69.23	30.77
NC_047151.1.12207	NC_047151.1	12207	F	336	57.44	42.56
NC_047151.1.12262	NC_047151.1	12262	F	198	55.56	44.44
NC_047151.1.12300	NC_047151.1	12300	F	150	64.00	36.00
NC_047151.1.12315	NC_047151.1	12315	F	84	63.10	36.90
NC_047151.1.12430	NC_047151.1	12430	F	62	37.10	62.90
NC_047151.1.12454	NC_047151.1	12454	F	67	50.75	49.25
