chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	8650	23.12	76.88
NC_047151.1.10107	NC_047151.1	10107	F	6621	52.42	47.58
NC_047151.1.10114	NC_047151.1	10114	F	6192	60.29	39.71
NC_047151.1.10195	NC_047151.1	10195	F	1145	32.49	67.51
NC_047151.1.10251	NC_047151.1	10251	F	487	57.29	42.71
NC_047151.1.1026	NC_047151.1	1026	F	378	22.49	77.51
NC_047151.1.10304	NC_047151.1	10304	F	539	76.99	23.01
NC_047151.1.10419	NC_047151.1	10419	F	791	18.20	81.80
NC_047151.1.10443	NC_047151.1	10443	F	711	42.19	57.81
NC_047151.1.10450	NC_047151.1	10450	F	678	52.06	47.94
NC_047151.1.1050	NC_047151.1	1050	F	380	48.42	51.58
NC_047151.1.10531	NC_047151.1	10531	F	225	42.67	57.33
NC_047151.1.10550	NC_047151.1	10550	F	85	29.41	70.59
NC_047151.1.1057	NC_047151.1	1057	F	386	59.84	40.16
NC_047151.1.10585	NC_047151.1	10585	F	305	64.59	35.41
NC_047151.1.10638	NC_047151.1	10638	F	727	84.04	15.96
NC_047151.1.10753	NC_047151.1	10753	F	816	14.46	85.54
NC_047151.1.10762	NC_047151.1	10762	F	657	21.92	78.08
NC_047151.1.10784	NC_047151.1	10784	F	530	46.79	53.21
NC_047151.1.10865	NC_047151.1	10865	F	278	45.32	54.68
NC_047151.1.10920	NC_047151.1	10920	F	214	58.41	41.59
NC_047151.1.10974	NC_047151.1	10974	F	137	78.10	21.90
NC_047151.1.11089	NC_047151.1	11089	F	354	29.38	70.62
NC_047151.1.11098	NC_047151.1	11098	F	329	33.43	66.57
NC_047151.1.11120	NC_047151.1	11120	F	477	46.54	53.46
NC_047151.1.11201	NC_047151.1	11201	F	857	50.64	49.36
NC_047151.1.11256	NC_047151.1	11256	F	975	65.95	34.05
NC_047151.1.11309	NC_047151.1	11309	F	934	84.90	15.10
NC_047151.1.1138	NC_047151.1	1138	F	449	34.08	65.92
NC_047151.1.11406	NC_047151.1	11406	F	1056	37.22	62.78
NC_047151.1.11424	NC_047151.1	11424	F	1146	14.22	85.78
NC_047151.1.11441	NC_047151.1	11441	F	1109	43.73	56.27
NC_047151.1.11448	NC_047151.1	11448	F	1222	41.16	58.84
NC_047151.1.11455	NC_047151.1	11455	F	1235	44.78	55.22
NC_047151.1.11536	NC_047151.1	11536	F	1314	36.61	63.39
NC_047151.1.11556	NC_047151.1	11556	F	1169	18.65	81.35
NC_047151.1.11591	NC_047151.1	11591	F	1093	62.03	37.97
NC_047151.1.11629	NC_047151.1	11629	F	837	65.47	34.53
NC_047151.1.11644	NC_047151.1	11644	F	699	81.69	18.31
NC_047151.1.11760	NC_047151.1	11760	F	465	17.85	82.15
NC_047151.1.11769	NC_047151.1	11769	F	436	22.94	77.06
NC_047151.1.11791	NC_047151.1	11791	F	429	46.15	53.85
NC_047151.1.11872	NC_047151.1	11872	F	129	45.74	54.26
