chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	7919	38.41	61.59
NC_047151.1.10107	NC_047151.1	10107	F	6361	63.59	36.41
NC_047151.1.10114	NC_047151.1	10114	F	5872	72.31	27.69
NC_047151.1.10195	NC_047151.1	10195	F	1033	37.46	62.54
NC_047151.1.10251	NC_047151.1	10251	F	451	60.31	39.69
NC_047151.1.1026	NC_047151.1	1026	F	283	39.93	60.07
NC_047151.1.10304	NC_047151.1	10304	F	521	81.57	18.43
NC_047151.1.10419	NC_047151.1	10419	F	806	31.89	68.11
NC_047151.1.10443	NC_047151.1	10443	F	742	57.28	42.72
NC_047151.1.10450	NC_047151.1	10450	F	717	67.22	32.78
NC_047151.1.1050	NC_047151.1	1050	F	279	69.89	30.11
NC_047151.1.10531	NC_047151.1	10531	F	211	36.49	63.51
NC_047151.1.10550	NC_047151.1	10550	F	91	40.66	59.34
NC_047151.1.1057	NC_047151.1	1057	F	276	77.17	22.83
NC_047151.1.10585	NC_047151.1	10585	F	289	62.98	37.02
NC_047151.1.10638	NC_047151.1	10638	F	664	80.42	19.58
NC_047151.1.10753	NC_047151.1	10753	F	765	28.50	71.50
NC_047151.1.10762	NC_047151.1	10762	F	662	43.50	56.50
NC_047151.1.10784	NC_047151.1	10784	F	558	53.05	46.95
NC_047151.1.10865	NC_047151.1	10865	F	245	43.67	56.33
NC_047151.1.10920	NC_047151.1	10920	F	162	64.20	35.80
NC_047151.1.10974	NC_047151.1	10974	F	92	80.43	19.57
NC_047151.1.11089	NC_047151.1	11089	F	271	39.85	60.15
NC_047151.1.11098	NC_047151.1	11098	F	242	47.93	52.07
NC_047151.1.11120	NC_047151.1	11120	F	344	56.98	43.02
NC_047151.1.11201	NC_047151.1	11201	F	823	45.69	54.31
NC_047151.1.11256	NC_047151.1	11256	F	986	63.69	36.31
NC_047151.1.11309	NC_047151.1	11309	F	941	83.32	16.68
NC_047151.1.1138	NC_047151.1	1138	F	367	34.88	65.12
NC_047151.1.11406	NC_047151.1	11406	F	1107	42.82	57.18
NC_047151.1.11424	NC_047151.1	11424	F	1207	28.42	71.58
NC_047151.1.11441	NC_047151.1	11441	F	1215	60.41	39.59
NC_047151.1.11448	NC_047151.1	11448	F	1285	45.76	54.24
NC_047151.1.11455	NC_047151.1	11455	F	1294	60.74	39.26
NC_047151.1.11536	NC_047151.1	11536	F	1300	37.08	62.92
NC_047151.1.11556	NC_047151.1	11556	F	1137	25.24	74.76
NC_047151.1.11591	NC_047151.1	11591	F	973	65.36	34.64
NC_047151.1.11629	NC_047151.1	11629	F	743	66.08	33.92
NC_047151.1.11644	NC_047151.1	11644	F	627	82.14	17.86
NC_047151.1.11760	NC_047151.1	11760	F	401	29.93	70.07
NC_047151.1.11769	NC_047151.1	11769	F	377	35.28	64.72
NC_047151.1.11791	NC_047151.1	11791	F	358	50.00	50.00
NC_047151.1.11872	NC_047151.1	11872	F	104	42.31	57.69
NC_047151.1.11927	NC_047151.1	11927	F	46	73.91	26.09
NC_047151.1.1194	NC_047151.1	1194	F	343	60.06	39.94
NC_047151.1.11980	NC_047151.1	11980	F	67	77.61	22.39
NC_047151.1.12095	NC_047151.1	12095	F	210	37.14	62.86
NC_047151.1.12104	NC_047151.1	12104	F	233	48.93	51.07
NC_047151.1.12126	NC_047151.1	12126	F	265	59.62	40.38
NC_047151.1.12207	NC_047151.1	12207	F	312	33.65	66.35
NC_047151.1.12262	NC_047151.1	12262	F	174	55.75	44.25
NC_047151.1.12300	NC_047151.1	12300	F	128	64.06	35.94
NC_047151.1.12315	NC_047151.1	12315	F	79	78.48	21.52
NC_047151.1.12430	NC_047151.1	12430	F	70	40.00	60.00
NC_047151.1.12454	NC_047151.1	12454	F	90	56.67	43.33
NC_047151.1.12461	NC_047151.1	12461	F	82	71.95	28.05
NC_047151.1.1247	NC_047151.1	1247	F	257	68.09	31.91
NC_047151.1.12542	NC_047151.1	12542	F	63	33.33	66.67
NC_047151.1.12597	NC_047151.1	12597	F	29	58.62	41.38
NC_047151.1.12650	NC_047151.1	12650	F	44	86.36	13.64
NC_047151.1.12877	NC_047151.1	12877	F	29	41.38	58.62
NC_047151.1.12932	NC_047151.1	12932	F	36	55.56	44.44
NC_047151.1.12985	NC_047151.1	12985	F	45	82.22	17.78
NC_047151.1.13101	NC_047151.1	13101	F	34	23.53	76.47
NC_047151.1.13110	NC_047151.1	13110	F	27	33.33	66.67
NC_047151.1.13132	NC_047151.1	13132	F	23	43.48	56.52
NC_047151.1.132	NC_047151.1	132	F	566	36.93	63.07
NC_047151.1.13321	NC_047151.1	13321	F	20	80.00	20.00
NC_047151.1.13548	NC_047151.1	13548	F	26	15.38	84.62
NC_047151.1.13603	NC_047151.1	13603	F	36	80.56	19.44
NC_047151.1.1363	NC_047151.1	1363	F	111	31.53	68.47
NC_047151.1.13656	NC_047151.1	13656	F	118	83.05	16.95
NC_047151.1.13771	NC_047151.1	13771	F	214	23.36	76.64
NC_047151.1.13780	NC_047151.1	13780	F	191	35.60	64.40
NC_047151.1.13802	NC_047151.1	13802	F	175	53.71	46.29
NC_047151.1.1387	NC_047151.1	1387	F	104	60.58	39.42
NC_047151.1.13883	NC_047151.1	13883	F	217	41.47	58.53
NC_047151.1.13938	NC_047151.1	13938	F	194	65.98	34.02
NC_047151.1.1394	NC_047151.1	1394	F	96	67.71	32.29
NC_047151.1.13991	NC_047151.1	13991	F	83	69.88	30.12
NC_047151.1.14106	NC_047151.1	14106	F	137	32.12	67.88
NC_047151.1.14130	NC_047151.1	14130	F	197	57.87	42.13
NC_047151.1.14137	NC_047151.1	14137	F	189	61.90	38.10
NC_047151.1.14218	NC_047151.1	14218	F	135	46.67	53.33
NC_047151.1.14273	NC_047151.1	14273	F	26	65.38	34.62
NC_047151.1.14441	NC_047151.1	14441	F	43	41.86	58.14
NC_047151.1.14465	NC_047151.1	14465	F	58	58.62	41.38
NC_047151.1.14472	NC_047151.1	14472	F	61	70.49	29.51
NC_047151.1.14553	NC_047151.1	14553	F	46	34.78	65.22
NC_047151.1.14608	NC_047151.1	14608	F	54	62.96	37.04
NC_047151.1.14661	NC_047151.1	14661	F	69	78.26	21.74
NC_047151.1.1475	NC_047151.1	1475	F	90	40.00	60.00
NC_047151.1.14776	NC_047151.1	14776	F	91	31.87	68.13
NC_047151.1.14800	NC_047151.1	14800	F	91	49.45	50.55
NC_047151.1.14807	NC_047151.1	14807	F	91	62.64	37.36
NC_047151.1.14888	NC_047151.1	14888	F	36	16.67	83.33
NC_047151.1.15111	NC_047151.1	15111	F	25	28.00	72.00
NC_047151.1.15135	NC_047151.1	15135	F	27	70.37	29.63
NC_047151.1.15142	NC_047151.1	15142	F	27	66.67	33.33
NC_047151.1.15223	NC_047151.1	15223	F	25	24.00	76.00
NC_047151.1.15278	NC_047151.1	15278	F	64	56.25	43.75
NC_047151.1.1530	NC_047151.1	1530	F	85	71.76	28.24
NC_047151.1.15331	NC_047151.1	15331	F	185	85.41	14.59
NC_047151.1.15446	NC_047151.1	15446	F	476	31.72	68.28
NC_047151.1.15470	NC_047151.1	15470	F	501	59.28	40.72
NC_047151.1.15477	NC_047151.1	15477	F	497	68.61	31.39
NC_047151.1.15558	NC_047151.1	15558	F	282	32.62	67.38
NC_047151.1.15613	NC_047151.1	15613	F	112	58.93	41.07
NC_047151.1.15651	NC_047151.1	15651	F	39	56.41	43.59
NC_047151.1.15666	NC_047151.1	15666	F	28	67.86	32.14
NC_047151.1.1568	NC_047151.1	1568	F	68	67.65	32.35
NC_047151.1.15781	NC_047151.1	15781	F	109	34.86	65.14
NC_047151.1.15805	NC_047151.1	15805	F	127	59.06	40.94
NC_047151.1.15812	NC_047151.1	15812	F	134	70.15	29.85
NC_047151.1.1583	NC_047151.1	1583	F	65	76.92	23.08
NC_047151.1.15893	NC_047151.1	15893	F	204	41.67	58.33
NC_047151.1.15913	NC_047151.1	15913	F	227	17.62	82.38
NC_047151.1.15948	NC_047151.1	15948	F	243	63.79	36.21
NC_047151.1.15986	NC_047151.1	15986	F	236	70.34	29.66
NC_047151.1.16001	NC_047151.1	16001	F	206	82.52	17.48
NC_047151.1.16115	NC_047151.1	16115	F	85	40.00	60.00
NC_047151.1.16139	NC_047151.1	16139	F	67	41.79	58.21
NC_047151.1.16146	NC_047151.1	16146	F	67	49.25	50.75
NC_047151.1.1698	NC_047151.1	1698	F	51	25.49	74.51
NC_047151.1.1722	NC_047151.1	1722	F	43	51.16	48.84
NC_047151.1.1729	NC_047151.1	1729	F	43	62.79	37.21
NC_047151.1.1810	NC_047151.1	1810	F	29	37.93	62.07
NC_047151.1.1865	NC_047151.1	1865	F	54	72.22	27.78
NC_047151.1.187	NC_047151.1	187	F	949	62.07	37.93
NC_047151.1.1918	NC_047151.1	1918	F	64	76.56	23.44
NC_047151.1.20	NC_047151.1	20	F	49	26.53	73.47
NC_047151.1.2033	NC_047151.1	2033	F	32	53.12	46.88
NC_047151.1.2057	NC_047151.1	2057	F	22	63.64	36.36
NC_047151.1.2064	NC_047151.1	2064	F	20	70.00	30.00
NC_047151.1.2201	NC_047151.1	2201	F	57	63.16	36.84
NC_047151.1.225	NC_047151.1	225	F	1148	79.18	20.82
NC_047151.1.2254	NC_047151.1	2254	F	118	82.20	17.80
NC_047151.1.2369	NC_047151.1	2369	F	100	30.00	70.00
NC_047151.1.2393	NC_047151.1	2393	F	85	57.65	42.35
NC_047151.1.240	NC_047151.1	240	F	1047	85.67	14.33
NC_047151.1.2400	NC_047151.1	2400	F	81	69.14	30.86
NC_047151.1.2481	NC_047151.1	2481	F	53	37.74	62.26
NC_047151.1.2537	NC_047151.1	2537	F	632	66.46	33.54
NC_047151.1.2575	NC_047151.1	2575	F	1229	85.11	14.89
NC_047151.1.2590	NC_047151.1	2590	F	1126	88.28	11.72
NC_047151.1.2705	NC_047151.1	2705	F	542	35.06	64.94
NC_047151.1.2729	NC_047151.1	2729	F	399	63.66	36.34
NC_047151.1.2736	NC_047151.1	2736	F	396	76.01	23.99
NC_047151.1.2817	NC_047151.1	2817	F	1153	38.33	61.67
NC_047151.1.2872	NC_047151.1	2872	F	1071	57.33	42.67
NC_047151.1.2925	NC_047151.1	2925	F	784	68.37	31.63
NC_047151.1.3041	NC_047151.1	3041	F	263	36.88	63.12
NC_047151.1.3065	NC_047151.1	3065	F	261	62.45	37.55
NC_047151.1.3072	NC_047151.1	3072	F	264	73.48	26.52
NC_047151.1.3153	NC_047151.1	3153	F	306	35.95	64.05
NC_047151.1.3208	NC_047151.1	3208	F	415	67.47	32.53
NC_047151.1.3246	NC_047151.1	3246	F	477	79.04	20.96
NC_047151.1.3261	NC_047151.1	3261	F	436	86.01	13.99
NC_047151.1.3376	NC_047151.1	3376	F	389	35.73	64.27
NC_047151.1.3400	NC_047151.1	3400	F	392	48.21	51.79
NC_047151.1.3407	NC_047151.1	3407	F	387	67.18	32.82
NC_047151.1.3488	NC_047151.1	3488	F	410	36.83	63.17
NC_047151.1.3543	NC_047151.1	3543	F	390	67.95	32.05
NC_047151.1.356	NC_047151.1	356	F	533	31.33	68.67
NC_047151.1.3581	NC_047151.1	3581	F	408	74.51	25.49
NC_047151.1.3596	NC_047151.1	3596	F	372	83.87	16.13
NC_047151.1.3711	NC_047151.1	3711	F	112	29.46	70.54
NC_047151.1.3735	NC_047151.1	3735	F	62	37.10	62.90
NC_047151.1.3742	NC_047151.1	3742	F	58	58.62	41.38
NC_047151.1.380	NC_047151.1	380	F	421	59.14	40.86
NC_047151.1.3823	NC_047151.1	3823	F	37	32.43	67.57
NC_047151.1.387	NC_047151.1	387	F	426	65.02	34.98
NC_047151.1.3879	NC_047151.1	3879	F	112	69.64	30.36
NC_047151.1.3932	NC_047151.1	3932	F	172	80.23	19.77
NC_047151.1.4047	NC_047151.1	4047	F	164	32.32	67.68
NC_047151.1.4071	NC_047151.1	4071	F	165	61.21	38.79
NC_047151.1.4078	NC_047151.1	4078	F	163	71.78	28.22
NC_047151.1.4159	NC_047151.1	4159	F	366	49.18	50.82
NC_047151.1.4179	NC_047151.1	4179	F	336	41.37	58.63
NC_047151.1.4214	NC_047151.1	4214	F	468	66.24	33.76
NC_047151.1.4267	NC_047151.1	4267	F	475	58.74	41.26
NC_047151.1.4382	NC_047151.1	4382	F	390	37.18	62.82
NC_047151.1.44	NC_047151.1	44	F	105	45.71	54.29
NC_047151.1.4406	NC_047151.1	4406	F	347	55.04	44.96
NC_047151.1.4413	NC_047151.1	4413	F	331	69.79	30.21
NC_047151.1.4494	NC_047151.1	4494	F	164	42.07	57.93
NC_047151.1.4549	NC_047151.1	4549	F	108	72.22	27.78
NC_047151.1.4587	NC_047151.1	4587	F	118	61.86	38.14
NC_047151.1.4602	NC_047151.1	4602	F	159	84.28	15.72
NC_047151.1.468	NC_047151.1	468	F	461	35.36	64.64
NC_047151.1.4717	NC_047151.1	4717	F	165	39.39	60.61
NC_047151.1.4741	NC_047151.1	4741	F	102	62.75	37.25
NC_047151.1.4748	NC_047151.1	4748	F	106	62.26	37.74
NC_047151.1.4829	NC_047151.1	4829	F	197	37.06	62.94
NC_047151.1.488	NC_047151.1	488	F	457	28.45	71.55
NC_047151.1.4884	NC_047151.1	4884	F	195	67.69	32.31
NC_047151.1.4937	NC_047151.1	4937	F	139	79.14	20.86
NC_047151.1.5052	NC_047151.1	5052	F	195	32.31	67.69
NC_047151.1.5076	NC_047151.1	5076	F	178	62.36	37.64
NC_047151.1.5083	NC_047151.1	5083	F	173	71.10	28.90
NC_047151.1.51	NC_047151.1	51	F	110	61.82	38.18
NC_047151.1.5164	NC_047151.1	5164	F	98	36.73	63.27
NC_047151.1.5220	NC_047151.1	5220	F	196	67.86	32.14
NC_047151.1.523	NC_047151.1	523	F	440	62.50	37.50
NC_047151.1.5258	NC_047151.1	5258	F	528	73.11	26.89
NC_047151.1.5273	NC_047151.1	5273	F	554	84.66	15.34
NC_047151.1.5388	NC_047151.1	5388	F	479	39.46	60.54
NC_047151.1.5412	NC_047151.1	5412	F	45	46.67	53.33
NC_047151.1.5420	NC_047151.1	5420	F	288	60.42	39.58
NC_047151.1.5501	NC_047151.1	5501	F	465	36.99	63.01
NC_047151.1.5556	NC_047151.1	5556	F	494	63.97	36.03
NC_047151.1.5594	NC_047151.1	5594	F	518	71.43	28.57
NC_047151.1.5609	NC_047151.1	5609	F	459	79.08	20.92
NC_047151.1.5724	NC_047151.1	5724	F	166	37.35	62.65
NC_047151.1.5748	NC_047151.1	5748	F	159	66.04	33.96
NC_047151.1.5755	NC_047151.1	5755	F	163	70.55	29.45
NC_047151.1.576	NC_047151.1	576	F	455	78.46	21.54
NC_047151.1.5836	NC_047151.1	5836	F	144	34.03	65.97
NC_047151.1.5891	NC_047151.1	5891	F	121	59.50	40.50
NC_047151.1.5929	NC_047151.1	5929	F	160	77.50	22.50
NC_047151.1.5944	NC_047151.1	5944	F	197	89.34	10.66
NC_047151.1.6059	NC_047151.1	6059	F	327	33.03	66.97
NC_047151.1.6083	NC_047151.1	6083	F	284	60.56	39.44
NC_047151.1.6090	NC_047151.1	6090	F	276	73.55	26.45
NC_047151.1.6171	NC_047151.1	6171	F	367	41.96	58.04
NC_047151.1.6191	NC_047151.1	6191	F	401	31.42	68.58
NC_047151.1.6226	NC_047151.1	6226	F	386	60.62	39.38
NC_047151.1.6279	NC_047151.1	6279	F	485	75.05	24.95
NC_047151.1.6394	NC_047151.1	6394	F	756	33.60	66.40
NC_047151.1.6425	NC_047151.1	6425	F	644	57.61	42.39
NC_047151.1.6506	NC_047151.1	6506	F	182	48.90	51.10
NC_047151.1.6562	NC_047151.1	6562	F	206	66.50	33.50
NC_047151.1.6600	NC_047151.1	6600	F	420	79.05	20.95
NC_047151.1.6615	NC_047151.1	6615	F	458	87.77	12.23
NC_047151.1.6730	NC_047151.1	6730	F	706	34.14	65.86
NC_047151.1.6754	NC_047151.1	6754	F	571	52.36	47.64
NC_047151.1.6761	NC_047151.1	6761	F	534	65.54	34.46
NC_047151.1.6842	NC_047151.1	6842	F	360	38.33	61.67
NC_047151.1.6862	NC_047151.1	6862	F	346	37.28	62.72
NC_047151.1.6897	NC_047151.1	6897	F	346	62.14	37.86
NC_047151.1.691	NC_047151.1	691	F	679	40.65	59.35
