chrBase	chr	base	strand	coverage	freqC	freqT
NC_047151.1.10083	NC_047151.1	10083	F	6406	27.91	72.09
NC_047151.1.10107	NC_047151.1	10107	F	4964	52.22	47.78
NC_047151.1.10114	NC_047151.1	10114	F	4688	60.07	39.93
NC_047151.1.10195	NC_047151.1	10195	F	769	36.67	63.33
NC_047151.1.10251	NC_047151.1	10251	F	383	57.44	42.56
NC_047151.1.1026	NC_047151.1	1026	F	275	26.55	73.45
NC_047151.1.10304	NC_047151.1	10304	F	437	77.80	22.20
NC_047151.1.10419	NC_047151.1	10419	F	709	22.28	77.72
NC_047151.1.10443	NC_047151.1	10443	F	651	45.78	54.22
NC_047151.1.10450	NC_047151.1	10450	F	622	53.38	46.62
NC_047151.1.1050	NC_047151.1	1050	F	290	54.48	45.52
NC_047151.1.10531	NC_047151.1	10531	F	195	51.28	48.72
NC_047151.1.10550	NC_047151.1	10550	F	77	35.06	64.94
NC_047151.1.1057	NC_047151.1	1057	F	295	61.36	38.64
NC_047151.1.10585	NC_047151.1	10585	F	235	59.57	40.43
NC_047151.1.10638	NC_047151.1	10638	F	565	76.11	23.89
NC_047151.1.10753	NC_047151.1	10753	F	679	14.14	85.86
NC_047151.1.10762	NC_047151.1	10762	F	556	26.62	73.38
NC_047151.1.10784	NC_047151.1	10784	F	465	40.86	59.14
NC_047151.1.10865	NC_047151.1	10865	F	172	52.91	47.09
NC_047151.1.10920	NC_047151.1	10920	F	107	61.68	38.32
NC_047151.1.10974	NC_047151.1	10974	F	66	77.27	22.73
NC_047151.1.11089	NC_047151.1	11089	F	201	31.34	68.66
NC_047151.1.11098	NC_047151.1	11098	F	194	39.69	60.31
NC_047151.1.11120	NC_047151.1	11120	F	287	54.36	45.64
NC_047151.1.11201	NC_047151.1	11201	F	680	55.00	45.00
NC_047151.1.11256	NC_047151.1	11256	F	851	60.75	39.25
NC_047151.1.11309	NC_047151.1	11309	F	824	82.04	17.96
NC_047151.1.1138	NC_047151.1	1138	F	397	41.81	58.19
NC_047151.1.11406	NC_047151.1	11406	F	958	38.20	61.80
NC_047151.1.11424	NC_047151.1	11424	F	1073	21.71	78.29
NC_047151.1.11441	NC_047151.1	11441	F	1058	45.18	54.82
NC_047151.1.11448	NC_047151.1	11448	F	1123	44.61	55.39
NC_047151.1.11455	NC_047151.1	11455	F	1149	47.95	52.05
NC_047151.1.11536	NC_047151.1	11536	F	1087	39.65	60.35
NC_047151.1.11556	NC_047151.1	11556	F	964	21.27	78.73
NC_047151.1.11591	NC_047151.1	11591	F	843	61.33	38.67
NC_047151.1.11629	NC_047151.1	11629	F	630	60.79	39.21
NC_047151.1.11644	NC_047151.1	11644	F	494	73.28	26.72
NC_047151.1.11760	NC_047151.1	11760	F	360	21.39	78.61
NC_047151.1.11769	NC_047151.1	11769	F	313	22.04	77.96
NC_047151.1.11791	NC_047151.1	11791	F	312	44.87	55.13
NC_047151.1.11872	NC_047151.1	11872	F	92	48.91	51.09
NC_047151.1.11927	NC_047151.1	11927	F	45	64.44	35.56
NC_047151.1.1194	NC_047151.1	1194	F	360	61.39	38.61
NC_047151.1.11980	NC_047151.1	11980	F	52	69.23	30.77
NC_047151.1.12095	NC_047151.1	12095	F	167	31.14	68.86
NC_047151.1.12104	NC_047151.1	12104	F	203	37.93	62.07
NC_047151.1.12126	NC_047151.1	12126	F	215	53.95	46.05
NC_047151.1.12207	NC_047151.1	12207	F	257	46.30	53.70
NC_047151.1.12262	NC_047151.1	12262	F	151	58.94	41.06
NC_047151.1.12300	NC_047151.1	12300	F	122	54.92	45.08
NC_047151.1.12315	NC_047151.1	12315	F	61	62.30	37.70
NC_047151.1.12430	NC_047151.1	12430	F	57	33.33	66.67
NC_047151.1.12454	NC_047151.1	12454	F	59	50.85	49.15
NC_047151.1.12461	NC_047151.1	12461	F	63	60.32	39.68
NC_047151.1.1247	NC_047151.1	1247	F	252	63.10	36.90
NC_047151.1.12542	NC_047151.1	12542	F	33	42.42	57.58
NC_047151.1.12650	NC_047151.1	12650	F	37	67.57	32.43
NC_047151.1.12932	NC_047151.1	12932	F	28	82.14	17.86
NC_047151.1.132	NC_047151.1	132	F	383	37.60	62.40
NC_047151.1.13603	NC_047151.1	13603	F	21	80.95	19.05
NC_047151.1.1363	NC_047151.1	1363	F	119	21.01	78.99
NC_047151.1.13656	NC_047151.1	13656	F	71	84.51	15.49
NC_047151.1.13771	NC_047151.1	13771	F	136	18.38	81.62
NC_047151.1.13780	NC_047151.1	13780	F	117	26.50	73.50
NC_047151.1.13802	NC_047151.1	13802	F	104	47.12	52.88
NC_047151.1.1387	NC_047151.1	1387	F	114	50.88	49.12
NC_047151.1.13883	NC_047151.1	13883	F	131	48.09	51.91
NC_047151.1.13938	NC_047151.1	13938	F	113	66.37	33.63
NC_047151.1.1394	NC_047151.1	1394	F	115	46.09	53.91
NC_047151.1.13991	NC_047151.1	13991	F	48	72.92	27.08
NC_047151.1.14106	NC_047151.1	14106	F	122	22.13	77.87
NC_047151.1.14130	NC_047151.1	14130	F	137	41.61	58.39
NC_047151.1.14137	NC_047151.1	14137	F	137	51.82	48.18
NC_047151.1.14218	NC_047151.1	14218	F	92	36.96	63.04
NC_047151.1.14441	NC_047151.1	14441	F	44	20.45	79.55
NC_047151.1.14465	NC_047151.1	14465	F	46	50.00	50.00
NC_047151.1.14472	NC_047151.1	14472	F	47	44.68	55.32
NC_047151.1.14553	NC_047151.1	14553	F	31	29.03	70.97
NC_047151.1.14608	NC_047151.1	14608	F	51	76.47	23.53
NC_047151.1.14661	NC_047151.1	14661	F	65	78.46	21.54
NC_047151.1.1475	NC_047151.1	1475	F	90	42.22	57.78
NC_047151.1.14776	NC_047151.1	14776	F	53	15.09	84.91
NC_047151.1.14800	NC_047151.1	14800	F	59	30.51	69.49
NC_047151.1.14807	NC_047151.1	14807	F	56	51.79	48.21
NC_047151.1.14888	NC_047151.1	14888	F	30	50.00	50.00
NC_047151.1.14943	NC_047151.1	14943	F	23	73.91	26.09
NC_047151.1.15111	NC_047151.1	15111	F	31	22.58	77.42
NC_047151.1.15135	NC_047151.1	15135	F	33	54.55	45.45
NC_047151.1.15142	NC_047151.1	15142	F	31	64.52	35.48
NC_047151.1.15223	NC_047151.1	15223	F	33	30.30	69.70
NC_047151.1.15278	NC_047151.1	15278	F	61	65.57	34.43
NC_047151.1.1530	NC_047151.1	1530	F	67	74.63	25.37
NC_047151.1.15331	NC_047151.1	15331	F	151	82.12	17.88
NC_047151.1.15446	NC_047151.1	15446	F	407	24.32	75.68
NC_047151.1.15470	NC_047151.1	15470	F	438	46.58	53.42
NC_047151.1.15477	NC_047151.1	15477	F	447	51.45	48.55
NC_047151.1.15558	NC_047151.1	15558	F	255	43.92	56.08
NC_047151.1.15613	NC_047151.1	15613	F	102	63.73	36.27
NC_047151.1.15651	NC_047151.1	15651	F	29	62.07	37.93
NC_047151.1.15666	NC_047151.1	15666	F	24	75.00	25.00
NC_047151.1.1568	NC_047151.1	1568	F	66	66.67	33.33
NC_047151.1.15781	NC_047151.1	15781	F	89	11.24	88.76
NC_047151.1.15805	NC_047151.1	15805	F	110	40.00	60.00
NC_047151.1.15812	NC_047151.1	15812	F	122	52.46	47.54
NC_047151.1.1583	NC_047151.1	1583	F	60	88.33	11.67
NC_047151.1.15893	NC_047151.1	15893	F	164	46.34	53.66
NC_047151.1.15913	NC_047151.1	15913	F	192	20.83	79.17
NC_047151.1.15948	NC_047151.1	15948	F	200	65.00	35.00
NC_047151.1.15986	NC_047151.1	15986	F	199	60.30	39.70
NC_047151.1.16001	NC_047151.1	16001	F	182	75.27	24.73
NC_047151.1.16115	NC_047151.1	16115	F	61	27.87	72.13
NC_047151.1.16139	NC_047151.1	16139	F	40	27.50	72.50
NC_047151.1.16146	NC_047151.1	16146	F	33	48.48	51.52
NC_047151.1.1698	NC_047151.1	1698	F	49	24.49	75.51
NC_047151.1.1722	NC_047151.1	1722	F	32	56.25	43.75
NC_047151.1.1729	NC_047151.1	1729	F	32	56.25	43.75
NC_047151.1.1810	NC_047151.1	1810	F	45	31.11	68.89
