REGION1	1	12982562	12983562	1
REGION2	1	18696900	18699838	32
REGION3	1	18701829	18704204	37
REGION4	1	20	16147	219
REGION5	1	23006	24005	4
REGION6	1	25964	26964	21
REGION7	1	29264993	29265993	11
REGION8	1	3855903	3856904	0
REGION9	1	9123824	9131233	35
REGION10	1	935933	936934	58
REGION11	1	938051	939051	5
REGION12	2	11115	12115	20
REGION13	2	1683567	1684566	9
REGION14	2	1685621	1687099	12
REGION15	2	1689190	1690191	5
REGION16	2	1693051	1694050	12
REGION17	2	50	8944	113
REGION18	3	27245792	27246792	12
REGION19	3	31186252	31187253	2
REGION20	3	32322299	32323299	4
REGION21	3	32385199	32386199	1
REGION22	3	32447946	32448946	2
REGION23	3	32660807	32675551	155
REGION24	4	2064303	2065304	48
REGION25	4	23460910	23461909	11
REGION26	4	24347418	24348418	60
REGION27	4	24347690	24348690	83
REGION28	4	24351651	24352651	98
REGION29	4	471500	472499	1
REGION30	4	7741712	7743916	35
REGION31	5	1485789	1486790	12
REGION32	5	18988294	18989294	7
REGION33	5	24551814	24552814	3
REGION34	5	24551887	24552888	8
REGION35	5	24554035	24555036	18
REGION36	5	24555430	24556429	24
REGION37	5	24556739	24557739	19
REGION38	5	24635749	24636748	6
REGION39	5	30740013	30741013	10
REGION40	5	30740563	30741966	8
REGION41	5	30743538	30753203	49
REGION42	6	19082	20082	12
REGION43	6	20768932	20769932	1
REGION44	6	24552679	24553678	14
REGION45	6	27111732	27112732	2
REGION46	6	27114892	27115893	11
REGION47	6	27116509	27117508	11
REGION48	6	27122097	27123097	4
REGION49	6	27122343	27123343	30
REGION50	6	27127003	27130842	23
REGION51	6	27148450	27149450	112
REGION52	6	27657823	27658824	17
REGION53	6	8561040	8562039	6
REGION54	7	1784923	1785923	4
REGION55	7	1787328	1788328	13
REGION56	7	1788626	1789626	15
REGION57	7	18583	21182	30
REGION58	7	2185	3185	7
REGION59	7	23866	24865	14
REGION60	7	27300389	27301389	7
REGION61	7	3232406	3233405	0
REGION62	7	48124	49125	0
REGION63	7	602887	609606	86
REGION64	8	122	1123	2
REGION65	8	14424	17672	38
REGION66	8	1485475	1486475	28
REGION67	8	1490752	1491752	3
REGION68	8	14973175	14980400	521
REGION69	8	14984970	14985970	10
REGION70	8	16605467	16606725	29
REGION71	8	16608245	16609245	19
REGION72	8	16612054	16613054	12
REGION73	8	2079922	2080923	14
REGION74	8	2091610	2092610	20
REGION75	8	2091938	2092938	26
REGION76	8	2094948	2095949	39
REGION77	8	2096352	2097351	18
REGION78	8	2097970	2098970	23
REGION79	8	2278455	2279455	0
REGION80	8	24643	26091	35
REGION81	8	29966	30966	2
REGION82	8	30827	31826	2
REGION83	8	34203	35203	6
REGION84	8	3452	12414	69
REGION85	8	4000000	13000000	2
REGION86	8	891081	892080	1
REGION87	9	18061485	18064098	673.5
REGION88	9	19559437	19560436	2
REGION89	9	22822581	22823580	1
REGION90	9	22856639	22857639	1
REGION91	9	26169117	26170117	7
REGION92	9	28886468	28887468	0
REGION93	9	28886641	28887641	1
REGION94	9	28890807	28891806	3
REGION95	9	29159003	29170781	148
REGION96	10	22029841	22030840	2
REGION97	10	230346	231347	5
REGION98	10	521	1521	74
REGION99	10	5400429	5401429	4
REGION100	10	5649786	5650786	0
REGION101	10	5650172	5651172	44
REGION102	10	5652479	5653479	36
REGION103	10	5654212	5655212	8
REGION104	10	5658190	5659268	17
REGION105	10	5660712	5661712	19
REGION106	10	5662100	5663100	15
REGION107	10	5668639	5669638	12
REGION108	10	5915323	5916461	195
REGION109	11	22138326	22139326	3
REGION110	11	22170368	22171368	18
REGION111	11	22172854	22173853	7
REGION112	11	22177638	22187131	48
REGION113	11	22188175	22189175	3
REGION114	11	22190082	22192537	22
REGION115	11	22193457	22194457	26
REGION116	11	22195931	22196930	11
REGION117	11	22201025	22202025	20
REGION118	11	22203198	22205764	17
REGION119	12	10348	12475	39
REGION120	12	14275	22312	78
REGION121	12	23423	24495	149
REGION122	12	2408	3409	28
REGION123	12	256	1257	21
REGION124	12	3825	4826	27
REGION125	12	5519	7125	36
REGION126	12	57183	58183	1
REGION127	13	17457089	18706896	2
REGION128	13	18706651	18707651	460
REGION129	13	18712652	18713652	99
REGION130	13	18713905	18714905	82
REGION131	13	18717414	18718735	140
REGION132	13	18720796	18721796	963
REGION133	13	19716740	19717740	5
REGION134	13	21494590	21495590	2
REGION135	13	21494608	21495608	1
REGION136	13	21569958	21571776	51
REGION137	13	21573147	21574267	45
REGION138	13	21581843	21583280	14
REGION139	13	21629893	21634113	158
REGION140	13	21635282	21643839	391
REGION141	13	27578166	27580031	26
REGION142	13	27586314	27587314	84
REGION143	13	27593444	27594444	87
REGION144	13	27603295	27606591	77
REGION145	13	27607898	27610935	13
REGION146	13	28338294	28339294	7
REGION147	13	29011229	29012229	219
REGION148	13	29013153	29014154	274
REGION149	13	29022606	29023605	35
REGION150	13	29028979	29039006	45
REGION151	13	29042006	29043007	15
REGION152	13	29046114	29047113	15
REGION153	13	29051577	29052577	33
REGION154	13	29052078	29053531	38
REGION155	13	29056873	29083740	54
REGION156	14	13486117	13487117	3
REGION157	14	2149587	2150587	4
REGION158	14	2160360	2161359	9
REGION159	14	2161686	2162687	4
REGION160	14	2164410	2165409	3
REGION161	14	2170037	2171813	7
REGION162	14	24943969	24944969	13
REGION163	15	15408888	15412748	72
REGION164	15	16678922	16679922	2
REGION165	15	19035087	19038376	2514
REGION166	15	22805003	22806002	27
REGION167	15	24327646	24328646	26
REGION168	15	24327745	24328745	35.5
REGION169	15	906030	913601	221
REGION170	16	117	1118	0
REGION171	16	13937183	13938182	4
REGION172	16	13943762	13945084	16
REGION173	16	14100231	14101231	3
REGION174	16	20733260	20734261	5
REGION175	16	2112	3111	0
REGION176	16	24918	25918	7
REGION177	16	26812833	26813833	0
REGION178	16	26812977	26813978	19
REGION179	16	26815065	26816065	7
REGION180	16	26817052	26818052	2
REGION181	16	27122590	27127281	31
REGION182	16	27129478	27131508	20
REGION183	16	27137907	27138907	26
REGION184	16	27138450	27139978	9
REGION185	16	27141009	27142010	15.5
REGION186	16	27143087	27144086	8
REGION187	16	4363	8043	0
REGION188	16	987488	988488	3
REGION189	17	11003431	11015458	456
REGION190	17	1225710	1226711	11
REGION191	17	24276782	24277782	3
REGION192	17	7168341	7169341	1
REGION193	17	7170746	7173669	1
REGION194	17	7174751	7175751	0
REGION195	17	7177151	7180983	5
REGION196	17	7182606	7196487	16
REGION197	17	8447202	8448202	18
REGION198	17	8447409	8448408	19
REGION199	18	1322506	1323506	15
REGION200	18	16522391	16523391	3
REGION201	18	214064	215063	9
REGION202	18	480044	481044	22
REGION203	18	50	6591	12
